Name_GeneSymbol,NAA,PFC
CRK,3.97649679868623e-05,0
SLC11A2,2.35002353448719e-05,0
MAPK13,2.286685521251,0.953091575535132
PAX8,2.02271642023578,0
PPARG,0.961072457755215,0
FUT1,0.854399965717052,1.77669759969926
STX1A,0.762745679106594,0
FHL2,0.729847864315014,0
CCNA1,0.700457990927445,0
PTPRK,0.638391498654202,0
HSPA1A,0.601562246824504,0.893820981483517
PMAIP1,0.563231593618888,0
SATB1,0.545167520713759,0
SPDEF,0.538995573524456,0.925300449991231
MEF2C,0.531731192354396,0
IL1B,0.458244647268799,0
HERC6,0.438734985627326,0
SPP1,0.428263382535748,0
HOMER2,0.421594818032038,0
GLRX,0.37442897443706,0
CAST,0.351052181791543,0
STMN1,0.339186024597622,0.462874749072382
DNM1,0.337643883500736,0
PYCR1,0.325753980527471,0
TRIB1,0.324118920282809,0
ID2,0.31539617279101,0
LIPA,0.302068821156722,0
PTGS2,0.296896084768843,0
HES1,0.295056176078518,0
PPIC,0.2913903423341,0
PRSS23,0.284204231389657,0
BNIP3,0.281874843886091,0.303670631750815
PLP2,0.274745140257928,0.664734801765961
PAK1,0.26716063098879,0
SNAP25,0.260209662493503,0
MCUR1,0.259174321118578,0
TES,0.258494283386973,0
TRAM2,0.253787216780695,0
NFKBIE,0.243494841337231,0
SYK,0.242731882079503,0
CDKN1A,0.242125621020723,0
TSC22D3,0.239054565758927,0
ATP11B,0.236331123432668,0
STAP2,0.234208289339206,0
SLC5A6,0.230047970002147,0
STXBP1,0.228134839415923,0
RPA3,0.22286714347945,0
FSD1,-0.000320998299676778,0
ADCK3,-0.000523812092686944,0
MYCBP,-0.000777589335104211,0
GPER1,-0.0016390904738111,0
IGF1R,-0.00179787320755228,0
KDM5A,-0.00212882301424274,0
RTN2,-0.00217685942552497,-0.00698528353276276
TIMP2,-0.00242402806659822,0
MTHFD2,-0.00285675307492483,0
THAP11,-0.00287822763345064,0
PHKB,-0.00329286888664645,0
SQSTM1,-0.0032983293849109,0
RRAGA,-0.00340811442343162,0
NFATC3,-0.00354920733662505,0
CYTH1,-0.00363396850585174,0
TXNDC9,-0.0036778436570206,0
TOMM70A,-0.00377904775680903,0
ALAS1,-0.0037818879465394,0
COASY,-0.00378389914177435,0
HIF1A,-0.00444054272973374,0
PCCB,-0.00571603698382276,0
EED,-0.00582991663180612,0
PSMF1,-0.00589547631784839,0
FOXJ3,-0.00614218971537082,-0.0133575695287102
SSBP2,-0.00673568125339507,0
UBQLN2,-0.00721951748154918,-0.0112099356557962
SMARCD2,-0.00727080987699285,0
RAD51C,-0.00729966777174175,0
ZMYM2,-0.00765684975972717,0
DNAJC15,-0.00786080480097878,0
CD40,-0.00793934774812545,0
PIGB,-0.00796365422791625,0
FZD7,-0.00811628220116322,0
TIMM22,-0.00825444111284108,0
TEX10,-0.00825631292433897,0
CASP2,-0.00839345152818924,0
RAB21,-0.00869141416277905,0
INSIG1,-0.00878055220607709,0
PCNA,-0.00894428390852149,0
NCOA3,-0.00983184810724222,-0.00922958053414772
DNM1L,-0.00983715597088558,0
PRUNE,-0.00991799269019972,0
SDHB,-0.0100300959011672,0
LBR,-0.0104991070433462,0
NOS3,-0.0105226911656497,0
JADE2,-0.0106373540059733,0
PAPD7,-0.0109638043205082,0
GATA3,0,2.25641399180549
CCL2,0,1.94516472901488
RPS6,0,0.921709257733561
TRAPPC6A,0,0.74191311954225
PNP,0,0.739881173629385
