Name_GeneSymbol,NAA,PFC
PAX8,2.54892698930223,0
FUT1,1.46707324727681,0.974120865192159
FOSL1,1.30149416385167,0
SPDEF,1.09937467970594,0
CCL2,0.776544012527721,0.466335164377213
MUC1,0.69673061366792,0
HMGA2,0.412613764621917,0
DENND2D,0.379400710378661,0.40124052682436
ORC1,0.374990961463559,0.378901610539515
BMP4,0.339189987321903,0
ITGAE,0.256049619495323,0.462304186481103
CRTAP,0.243474253852321,0
PLP2,0.2392118440809,0.656181428881522
GATA2,0.236919504558768,0
SYK,0.232298376635873,0
DFFB,0.218042602719578,-0.0176254766532645
TSC22D3,0.203118591373967,0.152391219883072
STXBP2,0.200189406131478,0.344877030285114
PSMB8,0.189891164920099,0
PPARD,0.18932942477179,0
ICAM1,0.182095206251788,0
BTK,0.181167907268247,0
CDC45,0.180423822103163,0
TLR4,0.174216725480609,0
CASP3,0.166385155638388,0.141369539700386
SLC27A3,0.162732352336371,0
SUV39H1,0.15967248429727,0
TCTN1,0.158109713918757,0.206871402956467
WFS1,0.157639826517958,0
CHEK1,0.15695782747824,0
NFKBIE,0.149520268769633,0
ST7,0.149078220441507,0
IL4R,0.148880914996899,0
CD44,0.145345188592876,0
C2CD2,0.142623685505289,0.111654750432445
IGFBP3,0.141582712209798,0
LIG1,0.135345016059662,0
SHC1,0.134973784286867,0
SPTLC2,0.133958526353926,0
HPRT1,0.130262522056107,-0.0180376543364916
TSPAN4,0.129434781561715,0
PHKA1,0.129201157662242,0
CASP2,0.128896145343481,0.167150890327412
RRP8,0.127141825487437,0
IKBKE,0.12662567456145,-0.0188258741098935
GALE,0.125741898482541,0
FAM57A,0.124694111355153,0.162324890155672
SERPINE1,0.124214987751612,0
PPOX,0.121600515076157,0
CTNNAL1,0.120433690114836,0
ZNF395,0.119417276997158,0
PXMP2,0.118368897173786,0.143032115270559
GATA3,0.117164136883243,0.392536521698588
POLG2,0.116337711257165,0
PROS1,0.115539678806893,-0.0064299917178087
TCTA,0.115347008553794,0
MAN2B1,0.114240142487166,0.175815057645424
RPS5,0.113555771172162,0
DCTD,0.112612490951962,0
CIRBP,0.112115082985918,0.126665860694688
PCBD1,0.110418531153652,0
PYGL,0.110005404055807,0
RRP1B,0.109074741627048,0
PIGB,0.108472773345978,0
PAF1,0.10556533535087,0
MAP2K5,0.104986141429609,0.162936839792394
HERPUD1,0.104659323780292,0
SLC25A13,0.104198397722525,0.117229698715819
TCEA2,0.103583631028716,0.159844387060481
LRRC41,0.103528110756104,-0.00788112775564879
P4HA2,0.10210847136433,0
TPD52L2,0.10204394151796,0
ARID4B,0.10156204522623,0
EZH2,0.100304643856399,0
AMDHD2,0.0996961419340071,0
GRWD1,0.0993204733830368,0
ADAT1,0.0979026146969194,0
TRAPPC6A,0.0976944613913064,0.180514952812819
BRCA1,0.0970104391328972,0
PAN2,0.0969800920161935,0
GRB10,0.0957536084760784,0
DDX10,0.095335847627872,0
HDGFRP3,0.0952318444027893,0
DDB2,0.0951589031045555,0.112772342451187
SLC5A6,0.0927812976356642,0
BLCAP,0.0913842714109449,0
LPAR2,0.0882094819309033,0
GHR,0.0869321203486963,0
CHIC2,0.0865681896466914,0
MALT1,0.0860895313383828,0
TSEN2,0.0858817954254122,0
EDN1,0.0850693849149585,0
ATP5S,0.0849636386351306,0
GTF2E2,0.084586132387694,0
IFRD2,0.0844046336047305,0.119401224097574
CSNK2A2,-0.000711694205241185,0.150773603779531
EGF,-0.000730703468663423,0
RFC2,-0.000886774050219305,0
CSRP1,-0.00114939625222143,0
BACE2,-0.00115921226905283,0.487798977779208
MAP4K4,-0.0012102459431121,0
CBLB,-0.00128350847500883,-0.0172199726540317
NUP62,-0.00159596583299484,-0.0108220363446321
ZDHHC6,-0.00164808867038169,0
EPRS,-0.00181260085216646,0
STAP2,-0.00222933283176975,0.199814846856416
ZNF318,-0.00233495909646661,0
PHKG2,-0.00236235919790635,0
CNPY3,-0.00248233528799929,0
ABCC5,-0.00303324683581266,-0.0196465478179945
GABPB1,-0.00303609342222067,0
GNAI2,-0.00309336995182308,0
SHB,-0.00320363113525822,0
TCFL5,-0.00357826540083623,0.116016428831317
