Name_GeneSymbol,NAA,PFC
PAX8,2.29703697523637,0
FUT1,1.09986199621393,1.3617489014304
MAPK13,1.04075438355242,0.351745758901546
SPDEF,0.824007037559097,0.458036175846373
FOSL1,0.591361664058206,0
PPARG,0.445348390589392,0
CCL2,0.378286750419123,1.2941759670896
STX1A,0.341857671244242,0
PTPRK,0.306064173473835,0
MUC1,0.277985457143977,0
HMGA2,0.272124125858085,0
DENND2D,0.268591012834021,0.159857620657404
PLP2,0.259827141542638,0.645653284626647
BMP4,0.257078985341561,0
CCNA1,0.24713356397516,0
MEF2C,0.244515152165552,0
ORC1,0.243971941143313,0.22822890067227
HERC6,0.241794639026892,0
SYK,0.240417191175879,0
FHL2,0.229227884859149,0
TSC22D3,0.223353650770199,0.16474766741642
PMAIP1,0.222972732155192,0
SPP1,0.218825432465634,0
GATA2,0.205666928855438,0
PPARD,0.203237314903526,0
NFKBIE,0.194689506351681,0
ICAM1,0.177240829211456,0
TLR4,0.170554195713925,0
SLC5A6,0.16251854293244,0.122671508500053
PYCR1,0.160828037916771,0
PCBD1,0.153529225112482,0
PXMP2,0.152300332045254,0
RPA3,0.151458070730214,0
GTF2E2,0.151394254537836,0
CASP3,0.151319756431692,0.16519666243192
CAST,0.143934114038023,0
LIPA,0.142131752430102,0
SHC1,0.140969305843678,0.106267257828599
EDEM1,0.140632532591333,0
TES,0.13972814196125,0
STMN1,0.138952792537401,0.429508139383622
BNIP3,0.134532263346452,0.287047252985335
C2CD2,0.131775072439389,0
CTNNAL1,0.129998673131294,0
PHKA1,0.129509493127802,0
PROS1,0.127687536252157,0
TSPAN4,0.127305947482317,0
ATP11B,0.127285267340738,0
DNM1,0.126877928114914,-0.0153186443987466
ZNF395,0.12626301512819,0
SACM1L,0.12572412522281,-0.0165555400735698
DYNLT3,0.123942681410747,0
BHLHE40,0.123826147367622,0
IL4R,0.122267971025113,0
CHP1,0.121890851339592,0
SATB1,0.121265730958774,0
HERPUD1,0.118753916498241,0
RALB,0.117257165976255,0
SLC25A13,0.117079341972422,0.176341352178166
MTFR1,0.116334984310757,0
GLRX,0.115818747421704,0.289245935944137
HPRT1,0.114311293174251,0
HSPA1A,0.114104790561791,0.568244454889399
STAP2,0.113872610123023,0.154174114150958
RPIA,0.111801907674138,0
PCK2,0.108918456809246,0
PDHX,0.108732928425122,0
CRTAP,0.10793139041355,0
ADAM10,0.105813850983804,0
EZH2,0.105538895310349,0
DFFB,0.105330749909393,0
TCTA,0.104199471280832,0
DNAJB6,0.103199288320262,0.641081298335427
ASAH1,0.102366644958492,0
CDC45,0.102192292192711,0
CETN3,0.100868158150236,0
ACAA1,0.100179261484185,0
ST7,0.10017820211072,0
GLOD4,0.0993629376433582,0
ATP5S,0.0978793022612232,0
SIRT3,0.0967045381151606,0.110798053764288
FIS1,0.0963247303482694,0.129744570391724
PAK1,0.0946687746720294,0
MAP2K5,0.0944310790128122,0.108043048859277
HDGFRP3,0.0941724969485792,0
DDX10,0.0932513600002895,0
MPC2,0.0923354994522864,0
MCUR1,0.0906231746079701,-0.00262963614392046
STXBP1,0.0902138058867914,0
TMEM50A,0.0891163794130945,0
TXNL4B,0.0889198459207746,-0.0120816501892013
ARID4B,0.0887099798361067,0
CCNE2,0.0886212732294419,0
HOMER2,0.0884375737697241,0
ISOC1,0.0883732730639236,0
XPO7,-0.000145732989617528,0
ARL4C,-0.000261780548327579,0
MCOLN1,-0.000427448449633145,0
KAT6B,-0.000592237736728841,0
TP53BP1,-0.000834443299281369,0
PSME1,-0.00132699987579235,0
TMEM97,-0.0019152474686292,0.171808617098716
CFLAR,-0.00198896371999406,0
NOSIP,-0.00225076534834417,0
LRPAP1,-0.00227391281038419,0
SLC35B1,-0.00235123393648814,0
P4HTM,-0.00244712052012357,0
TATDN2,-0.00244863049011837,0
RSU1,-0.00249970662862511,0
FBXO7,-0.00253806837314538,0
VAT1,-0.00269227053284891,0
SLC11A2,-0.00269437890020067,0
