Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
NA_Male,W13,-0.54992814,InputSig,NA,NA,LINCSCP_262631,NPC,10uM,24h
NA_Male,SKF-83959,-0.49126316,InputSig,NA,NA,LINCSCP_78840,A375,0.12uM,24h
NA_Male,ST50982848,-0.46758085,InputSig,NA,NA,LINCSCP_42375,NPC,10uM,24h
NA_Male,ML130,-0.46715592,InputSig,NA,NA,LINCSCP_189577,A549,10uM,24h
NA_Male,AC1O7M2R,-0.46602992,InputSig,NA,NA,LINCSCP_42923,NPC,10uM,24h
NA_Male,Thiorphan,-0.46344605,InputSig,NA,NA,LINCSCP_284852,SKB,10uM,24h
NA_Male,Nifedipine,-0.46130825,InputSig,NA,NA,LINCSCP_42936,NPC,10uM,24h
NA_Male,Digoxigenin,-0.45538546,InputSig,NA,NA,LINCSCP_262830,NPC,10uM,24h
NA_Male,Trapidil,-0.45537867,InputSig,NA,NA,LINCSCP_262460,NPC,10uM,24h
NA_Male,Broad-Sai-296,-0.43049011,InputSig,NA,NA,LINCSCP_17118,HA1E,0.5uM,24h
NA_Male,CHEMBL2134949,-0.42461403,InputSig,NA,NA,LINCSCP_49868,PHH,10uM,24h
NA_Male,Clofibric acid,-0.42298785,InputSig,NA,NA,LINCSCP_262299,NPC,10uM,24h
NA_Male,SMR000093349,-0.41904047,InputSig,NA,NA,LINCSCP_25892,HT29,10uM,24h
NA_Male,Sirolimus,-0.41901311,InputSig,NA,NA,LINCSCP_116754,HT29,0.37uM,24h
NA_Male,BRD-K94390774,-0.41750631,InputSig,NA,NA,LINCSCP_260962,NKDBA,1uM,24h
NA_Male,SPECTRUM_000281,-0.4165755,InputSig,NA,NA,LINCSCP_262741,NPC,10uM,24h
NA_Male,AC480 (BMS-599626),-0.4143603,InputSig,NA,NA,LINCSCP_170139,YAPC,0.37uM,24h
NA_Male,GSK2636771,-0.414218,InputSig,NA,NA,LINCSCP_107820,HELA,3.33uM,24h
NA_Male,Xanthohumol,-0.41365257,InputSig,NA,NA,LINCSCP_42455,NPC,10uM,24h
NA_Male,BRD-K78496556,-0.41282376,InputSig,NA,NA,LINCSCP_65521,VCAP,10uM,6h
NA_Male,Zolpidem,-0.40876575,InputSig,NA,NA,LINCSCP_107599,HELA,3.33uM,24h
NA_Male,CGP 60474,-0.40528565,InputSig,NA,NA,LINCSCP_42318,NPC,10uM,24h
NA_Male,BRD-A98888159,-0.40124547,InputSig,NA,NA,LINCSCP_107657,HELA,0.04uM,24h
NA_Male,BRD-K97318829,-0.39829152,InputSig,NA,NA,LINCSCP_35382,MCF7,10uM,24h
NA_Male,Veratridine,-0.39392224,InputSig,NA,NA,LINCSCP_52765,SKB,10uM,24h
NA_Male,SUGA1_010064,-0.39146444,InputSig,NA,NA,LINCSCP_42282,NPC,10uM,24h
NA_Male,Thiocolchicoside,-0.39128278,InputSig,NA,NA,LINCSCP_118030,HT29,3.33uM,24h
NA_Male,Azacitidine,-0.38984892,InputSig,NA,NA,LINCSCP_64853,VCAP,0.5uM,24h
