Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
DLPFC_overall,triptolide,0.97290746,InputSig,NA,NA,LINCSCP_148083,NPC.CAS9,3.33uM,24h
DLPFC_overall,423735-93-7,0.9598488,InputSig,NA,NA,LINCSCP_15359,HA1E,10uM,24h
DLPFC_overall,LDN 193189,0.95681791,InputSig,NA,NA,LINCSCP_162900,SKBR3,10uM,24h
DLPFC_overall,Ruxolitinib,0.95414813,InputSig,NA,NA,LINCSCP_81332,A549,0.12uM,24h
DLPFC_overall,PCI-32765,0.95359873,InputSig,NA,NA,LINCSCP_51928,SKBR3,0.5uM,6h
DLPFC_overall,Radicicol,0.95325341,InputSig,NA,NA,LINCSCP_163353,SKBR3,0.12uM,3h
DLPFC_overall,Agomelatine,0.95313555,InputSig,NA,NA,LINCSCP_173729,YAPC,10uM,24h
DLPFC_overall,Phenelzine,0.94958208,InputSig,NA,NA,LINCSCP_190324,A549,10uM,6h
DLPFC_overall,KU0060648,0.94908921,InputSig,NA,NA,LINCSCP_53126,SKM1,10uM,6h
DLPFC_overall,761437-28-9,0.94577099,InputSig,NA,NA,LINCSCP_148680,NPC,1.11uM,24h
DLPFC_overall,Sirolimus,0.94425159,InputSig,NA,NA,LINCSCP_68432,VCAP,10uM,24h
DLPFC_overall,4-[(6-Amino-4-pyrimidinyl)amino]benzenesulfonamide,0.94198021,InputSig,NA,NA,LINCSCP_13928,HA1E,10uM,6h
DLPFC_overall,BRD-K60996261,0.9414791,InputSig,NA,NA,LINCSCP_47325,PC3,10uM,24h
DLPFC_overall,BRD32048,0.94038232,InputSig,NA,NA,LINCSCP_251072,MCF7,10uM,24h
DLPFC_overall,Cabozantinib,0.9368661,InputSig,NA,NA,LINCSCP_69739,A375,3.33uM,24h
DLPFC_overall,BRD-K82494270,0.93653572,InputSig,NA,NA,LINCSCP_37048,MCF7,0.5uM,24h
DLPFC_overall,MLS002264391,0.93623607,InputSig,NA,NA,LINCSCP_57720,VCAP,10uM,6h
DLPFC_overall,Cytosporone B,0.93498464,InputSig,NA,NA,LINCSCP_54353,SW620,10uM,6h
DLPFC_overall,"L-755,507",0.93396141,InputSig,NA,NA,LINCSCP_281740,PHH,10uM,24h
DLPFC_overall,64632-43-5,0.9330531,InputSig,NA,NA,LINCSCP_41273,NEU,10uM,6h
DLPFC_overall,MLS002699920,0.93281531,InputSig,NA,NA,LINCSCP_236788,MCF7,10uM,24h
DLPFC_overall,Rigosertib,0.93098971,InputSig,NA,NA,LINCSCP_52034,SKBR3,0.5uM,6h
DLPFC_overall,Graveoline,0.93044192,InputSig,NA,NA,LINCSCP_2746,A375,10uM,6h
DLPFC_overall,DP-5-CT,0.92982779,InputSig,NA,NA,LINCSCP_40984,NEU,10uM,24h
DLPFC_overall,"1,1-Dimethyl-4-acetylpiperazinium",0.92976958,InputSig,NA,NA,LINCSCP_7742,A549,10uM,6h
DLPFC_overall,SA-1459167,0.92858531,InputSig,NA,NA,LINCSCP_253052,MCF7,3uM,24h
DLPFC_overall,SA-424534,0.92737946,InputSig,NA,NA,LINCSCP_38279,MCF7,0.5uM,6h
DLPFC_overall,BRD-K44816676,0.92725159,InputSig,NA,NA,LINCSCP_246129,MCF7,5uM,24h
DLPFC_overall,Pyrazolanthrone,0.92582328,InputSig,NA,NA,LINCSCP_149181,NPC,10uM,24h
DLPFC_overall,KUC105999N,0.9248837,InputSig,NA,NA,LINCSCP_293003,VCAP,10uM,6h
DLPFC_overall,amcinonide,0.92445811,InputSig,NA,NA,LINCSCP_149127,NPC,10uM,24h
DLPFC_overall,CP-724714,0.92443868,InputSig,NA,NA,LINCSCP_51456,SKBR3,0.5uM,24h
DLPFC_overall,AC1N6AX4,0.92297913,InputSig,NA,NA,LINCSCP_55571,VCAP,10uM,24h
DLPFC_overall,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.9228517,InputSig,NA,NA,LINCSCP_30134,MCF7,10uM,6h
DLPFC_overall,HG-14-10-04,0.92207841,InputSig,NA,NA,LINCSCP_148658,NPC,0.37uM,24h
DLPFC_overall,Darinaparsin,0.92191136,InputSig,NA,NA,LINCSCP_54222,SW620,10uM,6h
DLPFC_overall,Veliparib,0.92176465,InputSig,NA,NA,LINCSCP_101103,HCC515,0.37uM,24h
DLPFC_overall,UNC1215,0.92174873,InputSig,NA,NA,LINCSCP_148862,NPC,1.11uM,24h
DLPFC_overall,BRD-K30393343,0.92049139,InputSig,NA,NA,LINCSCP_38024,MCF7,10uM,6h
DLPFC_overall,BMS-387032,0.92016834,InputSig,NA,NA,LINCSCP_133065,MCF7,0.12uM,3h
DLPFC_overall,CHEMBL2002102,0.91990128,InputSig,NA,NA,LINCSCP_272025,PC3,10uM,24h
DLPFC_overall,EDOXUDINE,0.91894655,InputSig,NA,NA,LINCSCP_108056,HELA,0.37uM,24h
DLPFC_overall,Dioxybenzone,0.91891152,InputSig,NA,NA,LINCSCP_33350,MCF7,10uM,24h
DLPFC_overall,Tyrphostin AG-1478,0.91856173,InputSig,NA,NA,LINCSCP_57178,VCAP,60uM,6h
DLPFC_overall,Foretinib,0.91839763,InputSig,NA,NA,LINCSCP_163286,SKBR3,0.37uM,3h
DLPFC_overall,Pindolol,0.91797216,InputSig,NA,NA,LINCSCP_174930,YAPC,3.33uM,24h
