Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
NA_overall,BRD-K57678861,0.99182493,InputSig,NA,NA,LINCSCP_2997,A375,10uM,6h
NA_overall,Eugenol,0.99139066,InputSig,NA,NA,LINCSCP_74122,A375,0.12uM,24h
NA_overall,AC1NWATH,0.98437774,InputSig,NA,NA,LINCSCP_203799,ASC,10uM,24h
NA_overall,XAV 939,0.98243057,InputSig,NA,NA,LINCSCP_207607,FIBRNPC,10uM,6h
NA_overall,Dasatinib,0.98220496,InputSig,NA,NA,LINCSCP_141229,MCF7,1.11uM,24h
NA_overall,4-Deoxyuridine,0.98186739,InputSig,NA,NA,LINCSCP_13407,H1299,10uM,6h
NA_overall,BRD-K05671267,0.98038968,InputSig,NA,NA,LINCSCP_231650,HT29,5uM,24h
NA_overall,Ticlopidine,0.98014346,InputSig,NA,NA,LINCSCP_211099,HA1E,10uM,6h
NA_overall,SB525334,0.97803842,InputSig,NA,NA,LINCSCP_165494,SKL,0.12uM,24h
NA_overall,BRD-K31315646,0.97693102,InputSig,NA,NA,LINCSCP_37902,MCF7,10uM,24h
NA_overall,Adenosine,0.97678513,InputSig,NA,NA,LINCSCP_122002,HT29,10uM,24h
NA_overall,"2-Propenoic acid, 3-[4-(1H-imidazol-1-ylmethyl)phenyl]-, (z)-",0.9753397,InputSig,NA,NA,LINCSCP_18103,HCC515,10uM,6h
NA_overall,AC1M52QF,0.97477918,InputSig,NA,NA,LINCSCP_39871,NCIH1694,10uM,6h
NA_overall,Chenodeoxycholic Acid,0.97436846,InputSig,NA,NA,LINCSCP_103320,HELA,10uM,24h
NA_overall,BRD-K11264391,0.97383758,InputSig,NA,NA,LINCSCP_253865,MCF7,10uM,24h
NA_overall,Famotidine,0.97302006,InputSig,NA,NA,LINCSCP_121957,HT29,1.11uM,24h
NA_overall,CHEMBL436817,0.97202798,InputSig,NA,NA,LINCSCP_10318,A673,40uM,6h
NA_overall,LY2334737,0.9717063,InputSig,NA,NA,LINCSCP_138177,MCF7,0.37uM,24h
NA_overall,CHEMBL1673039,0.96976993,InputSig,NA,NA,LINCSCP_69675,A375,0.04uM,24h
NA_overall,GW842166X,0.96974515,InputSig,NA,NA,LINCSCP_73872,A375,10uM,24h
NA_overall,BRD-K81574109,0.96909514,InputSig,NA,NA,LINCSCP_59802,VCAP,5uM,6h
