Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
AI_Overall_Up,(S)-Tipifarnib,0.4585624,InputSig,NA,NA,LINCSCP_53478,SKMEL28,10uM,6h
AI_Overall_Up,PRX-08066 Maleic acid,0.45541523,InputSig,NA,NA,LINCSCP_118431,HT29,10uM,24h
AI_Overall_Up,MLS002699429,0.43552941,InputSig,NA,NA,LINCSCP_282968,RKO,40uM,6h
AI_Overall_Up,Disulfiram,0.42708928,InputSig,NA,NA,LINCSCP_71828,A375,0.37uM,24h
AI_Overall_Up,KW-2478,0.41655623,InputSig,NA,NA,LINCSCP_75478,A375,1.11uM,24h
AI_Overall_Up,LY 2183240,0.40445889,InputSig,NA,NA,LINCSCP_57122,VCAP,10uM,6h
AI_Overall_Up,BRD-A24396574-001-01-5,0.38933627,InputSig,NA,NA,LINCSCP_86286,BT20,10uM,3h
AI_Overall_Up,AZD-2014,0.38106535,InputSig,NA,NA,LINCSCP_12970,EFO27,10uM,6h
AI_Overall_Up,Fusaric acid,0.37827989,InputSig,NA,NA,LINCSCP_7208,A549,10uM,6h
AI_Overall_Up,BIIB 021,0.3755484,InputSig,NA,NA,LINCSCP_58737,VCAP,10uM,6h
AI_Overall_Up,Cadmium Dichloride,0.37255687,InputSig,NA,NA,LINCSCP_17088,HA1E,20uM,24h
AI_Overall_Up,17-DMAG (Alvespimycin) HCl,0.37023495,InputSig,NA,NA,LINCSCP_101865,HELA,0.04uM,24h
AI_Overall_Up,Capsaicin,0.36283068,InputSig,NA,NA,LINCSCP_282977,RKO,100uM,6h
AI_Overall_Up,SPOX1_000651,0.36267715,InputSig,NA,NA,LINCSCP_58726,VCAP,10uM,6h
AI_Overall_Up,BRD-K96539190,0.3608445,InputSig,NA,NA,LINCSCP_27458,HT29,5uM,24h
AI_Overall_Up,IN1541,0.3572132,InputSig,NA,NA,LINCSCP_40161,NCIH508,10uM,6h
AI_Overall_Up,Withaferin A,0.35547713,InputSig,NA,NA,LINCSCP_69099,A375,10uM,24h
AI_Overall_Up,BRD-K44070326,0.35105063,InputSig,NA,NA,LINCSCP_312013,VCAP,10uM,24h
AI_Overall_Up,Auranofin,0.34848132,InputSig,NA,NA,LINCSCP_894,A375,10uM,6h
AI_Overall_Up,PNU-74654,0.34770195,InputSig,NA,NA,LINCSCP_57111,VCAP,80uM,6h
AI_Overall_Up,NSC23766,0.34760618,InputSig,NA,NA,LINCSCP_50727,RKO,100uM,6h
AI_Overall_Up,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",0.34731597,InputSig,NA,NA,LINCSCP_294953,VCAP,10uM,6h
AI_Overall_Up,CI-1040,0.34578153,InputSig,NA,NA,LINCSCP_29686,MCF10A,0.5uM,6h
AI_Overall_Up,Verapamil,0.33824374,InputSig,NA,NA,LINCSCP_40262,NCIH596,10uM,6h
AI_Overall_Up,OTSSP167,0.33750208,InputSig,NA,NA,LINCSCP_146307,MNEU.E,1.11uM,24h
AI_Overall_Up,Albendazole,0.33478543,InputSig,NA,NA,LINCSCP_228015,HT29,10uM,6h
AI_Overall_Up,STK249718,0.33437453,InputSig,NA,NA,LINCSCP_23731,HEPG2,3uM,6h
AI_Overall_Up,BRD-K53022123,0.33433909,InputSig,NA,NA,LINCSCP_228757,HT29,5uM,24h
AI_Overall_Up,Selumetinib,0.32919633,InputSig,NA,NA,LINCSCP_29773,MCF10A,0.5uM,6h
