Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
Sub_Medication,SKF-83959,0.61039828,InputSig,NA,NA,LINCSCP_78840,A375,0.12uM,24h
Sub_Medication,"NG,NG-Dimethyl-L-arginine, Dihydrochloride",0.58111618,InputSig,NA,NA,LINCSCP_103674,HELA,3.33uM,24h
Sub_Medication,TIROFIBAN HYDROCHLORIDE,0.5745632,InputSig,NA,NA,LINCSCP_105485,HELA,1.11uM,24h
Sub_Medication,Alprostadil,0.56571353,InputSig,NA,NA,LINCSCP_103778,HELA,0.37uM,24h
Sub_Medication,Felbamate,0.5601795,InputSig,NA,NA,LINCSCP_103661,HELA,10uM,24h
Sub_Medication,Pramipexole,0.55942858,InputSig,NA,NA,LINCSCP_138278,MCF7,1.11uM,24h
Sub_Medication,Clozapine,0.55758931,InputSig,NA,NA,LINCSCP_122238,HT29,1.11uM,24h
Sub_Medication,Camostat Mesilate,0.55444901,InputSig,NA,NA,LINCSCP_91603,HA1E,0.37uM,24h
Sub_Medication,ML130,0.54955737,InputSig,NA,NA,LINCSCP_189577,A549,10uM,24h
Sub_Medication,Avanafil,0.53279386,InputSig,NA,NA,LINCSCP_95655,HA1E,3.33uM,24h
Sub_Medication,Benzamil,0.52371287,InputSig,NA,NA,LINCSCP_92070,HA1E,1.11uM,24h
Sub_Medication,Sumatriptan,0.5216915,InputSig,NA,NA,LINCSCP_140268,MCF7,3.33uM,24h
Sub_Medication,BRD-K01594737,0.51668721,InputSig,NA,NA,LINCSCP_63130,VCAP,5uM,6h
Sub_Medication,Dipraglurant,0.51650674,InputSig,NA,NA,LINCSCP_95588,HA1E,10uM,24h
Sub_Medication,Thiabendazole,0.51500826,InputSig,NA,NA,LINCSCP_142991,MCF7,10uM,24h
Sub_Medication,S18986,0.51190378,InputSig,NA,NA,LINCSCP_122105,HT29,3.33uM,24h
Sub_Medication,BRD-K00600835,0.51047655,InputSig,NA,NA,LINCSCP_311646,VCAP,10uM,24h
Sub_Medication,Taranabant,0.5100505,InputSig,NA,NA,LINCSCP_137733,MCF7,0.37uM,24h
