Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
Sub_Female,Infigratinib,-0.5182601,InputSig,NA,NA,LINCSCP_100417,HCC515,0.37uM,24h
Sub_Female,CDK9 Inhibitor,-0.48857877,InputSig,NA,NA,LINCSCP_117065,HT29,0.12uM,24h
Sub_Female,W13,-0.47644688,InputSig,NA,NA,LINCSCP_262631,NPC,10uM,24h
Sub_Female,GSK 1059615,-0.46593415,InputSig,NA,NA,LINCSCP_134192,MCF7,0.04uM,24h
Sub_Female,Oxetane,-0.45229064,InputSig,NA,NA,LINCSCP_202121,A549,3uM,6h
Sub_Female,Avicin-D,-0.45138329,InputSig,NA,NA,LINCSCP_49411,PC3,3uM,6h
Sub_Female,Avicin-G,-0.44145822,InputSig,NA,NA,LINCSCP_49415,PC3,3uM,6h
Sub_Female,BRD-A24396574-001-01-5,-0.43695535,InputSig,NA,NA,LINCSCP_145765,MDAMB231,10uM,3h
Sub_Female,Idelalisib,-0.42946109,InputSig,NA,NA,LINCSCP_117191,HT29,0.12uM,24h
Sub_Female,Proscillaridin A,-0.42766782,InputSig,NA,NA,LINCSCP_25150,HT29,10uM,6h
Sub_Female,Cymarin,-0.42728948,InputSig,NA,NA,LINCSCP_7642,A549,10uM,6h
Sub_Female,CHEMBL1434137,-0.42449058,InputSig,NA,NA,LINCSCP_4737,A549,40uM,6h
Sub_Female,Calmidazolium,-0.42348832,InputSig,NA,NA,LINCSCP_6544,A549,10uM,6h
Sub_Female,Penfluridol,-0.42249396,InputSig,NA,NA,LINCSCP_12616,CORL23,30uM,6h
Sub_Female,MLS001033149,-0.42219939,InputSig,NA,NA,LINCSCP_6642,A549,10uM,6h
Sub_Female,STK219801,-0.4219742,InputSig,NA,NA,LINCSCP_151987,PC3,0.12uM,24h
Sub_Female,TL_HRAS26,-0.41956886,InputSig,NA,NA,LINCSCP_41833,NOMO1,10uM,6h
Sub_Female,Anacardic acid,-0.41944976,InputSig,NA,NA,LINCSCP_88865,HA1E,0.37uM,24h
Sub_Female,CHEMBL3182405,-0.41736249,InputSig,NA,NA,LINCSCP_12639,CORL23,10uM,6h
