Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
Mouse_PFC_Male,CHEMBL3182405,-0.33003706,InputSig,NA,NA,LINCSCP_12639,CORL23,10uM,6h
Mouse_PFC_Male,CDK4 Inhibitor III,-0.32306097,InputSig,NA,NA,LINCSCP_22883,HEPG2,10uM,6h
Mouse_PFC_Male,GNF-PF-159,-0.31306234,InputSig,NA,NA,LINCSCP_23296,HEPG2,10uM,6h
Mouse_PFC_Male,CHEMBL399379,-0.3128227,InputSig,NA,NA,LINCSCP_4765,A549,80uM,6h
Mouse_PFC_Male,KBIO2_001961,-0.31013078,InputSig,NA,NA,LINCSCP_289731,VCAP,10uM,6h
Mouse_PFC_Male,Wortmannin,-0.30733004,InputSig,NA,NA,LINCSCP_68234,SKMEL28,10uM,6h
Mouse_PFC_Male,C23H24CLN3O5,-0.30650929,InputSig,NA,NA,LINCSCP_20054,HCC515,10uM,6h
Mouse_PFC_Male,CHEMBL1434137,-0.30636514,InputSig,NA,NA,LINCSCP_4737,A549,40uM,6h
Mouse_PFC_Male,Prosteride,-0.30469555,InputSig,NA,NA,LINCSCP_173140,YAPC,0.04uM,24h
Mouse_PFC_Male,Pazopanib,-0.30226866,InputSig,NA,NA,LINCSCP_133439,MCF7,0.37uM,24h
Mouse_PFC_Male,AZ628,-0.29993816,InputSig,NA,NA,LINCSCP_148514,NPC,0.04uM,24h
Mouse_PFC_Male,Resveratrol,-0.29747913,InputSig,NA,NA,LINCSCP_150136,NPC.TAK,3.33uM,24h
Mouse_PFC_Male,Foretinib,-0.29658389,InputSig,NA,NA,LINCSCP_36767,MCF7,10uM,24h
Mouse_PFC_Male,Manumycin-A,-0.29637444,InputSig,NA,NA,LINCSCP_53412,SKMEL28,10uM,6h
Mouse_PFC_Male,ML175,-0.29497054,InputSig,NA,NA,LINCSCP_19656,HCC515,10uM,6h
Mouse_PFC_Male,MLS000718932,-0.28869515,InputSig,NA,NA,LINCSCP_22175,HEPG2,10uM,6h
Mouse_PFC_Male,"N-(3-Fluoro-4-((7-methoxyquinolin-4-yl)oxy)phenyl)-1-(2-hydroxy-2-methylpropyl)-5-methyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxamide",-0.28708293,InputSig,NA,NA,LINCSCP_112734,HEPG2,10uM,24h
