Name_GeneSymbol,AI,CG,DLPFC,NAA,OFC,SUB
IER3,2.94142797281125,1.39181890090728,1.009481791,0,0,0.912355535920399
PLSCR3,2.49842754666291,0.420217839097973,0,0,0.335085776,0.677793174726327
HSPA1A,1.58176173557918,0,0,0.675102444308093,1.118850806,0
TIMM22,1.21356186039052,0,0,1.15299404727905,0,0
CDK7,0.994602431947859,0,0,0,1.016615023,0
IL1B,0.768972707716182,1.51660206963535,1.212133345,0.200453858165127,0.816820143,0.508745823438836
TSTA3,0.738257897164423,0,0,0.981086926899067,1.644037699,1.15282580023966
BIRC5,0.71977545860556,0.473902552293871,0,0.592896008962253,0,0.663015478284265
MYCBP,0.708067069540211,0.967113046150151,0.476002779,1.3772299425682,-0.031718294,0
ADRB2,0.6126594937338,0.595610165731575,0.342801597,0.353601420124416,0.522879156,0.386980404959328
INTS3,0.595045230458294,0,0,0,1.211401188,-0.0323920690761808
CSNK1E,0.570170518001696,0,0,0,0,-0.0271812529157327
IGF2BP2,0.553844880415686,0.314108558549888,0,0,-0.026385699,0.258583439757489
CDC20,0.543226452936791,0.486548115603156,0,0.487787261615193,0,0.510156343885441
UBR7,0.538213840352316,0,0,0,0,0.604125479853061
TBXA2R,0.537158772385088,0,0.370126632,0,0.743311186,0
TOP2A,0.531600428010802,0,0,0.371122096435227,0,0
GATA2,0.511506947070362,0,0,0.366545374486906,0.318232943,0.428715877376899
TERT,0.507420112743217,0,0.415588632,0.287501602622678,0,0.59296481293707
S100A4,0.507167142897954,1.60792384423759,0.273939699,0.223779720054411,0.390487567,0.471223321282979
LSR,0.506451335377896,0,0,0.207767793703963,-0.023919298,0
MYL9,0.490531581823347,0,0,0,0,0
HMGA2,0.488766649831541,1.1886707027708,0,0,0,0
PLK1,0.481472596191772,0,0,0,0,0
CCDC85B,0.461007275420225,0,0.41659934,0.299309254514265,0.730363571,0
STAP2,0.3987212312289,0,0,0,0.464079874,0
CDKN2A,0.391580831344141,0.220094761015186,0,0.29062365023783,0.281812593,-0.0253712645024334
MYBL2,0.380765943294899,0,0,0,0,0
PTPRK,0.360897810494263,0.903712729381631,0.532180423,0,1.854217484,0
IKZF1,0.353321396354719,0.510287105997778,0.460912459,0.222450690019724,0.659511515,0.526743897988741
PRR15L,0.349883828703364,0.217245703908141,0,0,0,-0.0237464759274725
CASP10,0.346301497484801,0.255368374312191,0,0.211893321444947,0,0
KIF20A,0.345291912967075,0.379389689977275,0,0.194288306470022,0.47169702,0.349934961831197
S100A13,0.336342728845171,0.398622534182541,0,0.21985116788514,0,0.435930653599063
GPER1,0.334933448130361,0,0,0.294765097144,0,0
BAD,0.334679026495864,0.205217900237641,0.532800172,0.451350343009177,0.768958026,0
PTPN6,0.326385193849304,0,0,0,0,0.237574115061777
RAC2,0.293220190943501,0,0,0.289538041029342,0,0.243165383412362
PRKCH,0.281353170785641,0.410431478043342,0,0,0,0
TFAP2A,0.280071907196733,0,0,0,0,0.711519119734176
DUSP14,0.278609399738589,0,0.316602003,0.444905801463985,0.471117787,0.649812661403311
CCNB2,0.268646861481958,-0.0176069435196724,0,0.259848469762826,0,0.238754821966503
LAMA3,0.267900356631446,0,0,0.296011880308296,0,0
LYN,0.258705369262403,0,0,0.202858585220427,0,0.258563396409798
POLG2,0.248752102327063,0,0,0,0,0
CRYZ,0.247272401797907,0.21020694122143,0.536633294,0,0.416766753,0.283909542356334
CASP7,0.242333294316531,0.384265152450269,0,0.207010992041732,0.252752215,0.255239880685853
IL4R,0.23681601921472,0,0,0,0,0.241753690002796
POLD4,0.23673841053719,0,0,-0.0261925915786671,0,0
TGFBR2,0.235752307340105,0.379123846315141,0,0.267365486804454,0.281435379,-0.0162107543455011
NUSAP1,0.234614552388688,0,0,0,0,0
HMOX1,0.234147166251547,0.276282750866578,0.330590018,0,0,0
EZH2,0.233973157025465,0,0,0,0,-0.0391936528866524
TP53,0.23112981212295,0.361659356030801,0,0.218367674651914,0,0.205369509352311
KIF2C,0.227963746256084,0,0,-0.00503138383659595,-0.013695896,0
CCDC92,0.224327456843167,0,0,0.55167130727312,0.262504896,0
MRPL12,0.224073208472473,0,-0.028835301,0,0,0
RAB27A,0.22105582881416,0,0,0,0,0
CCNA2,0.219727630868624,0.205291396345742,0,0,0,0
GSTM2,0.214368869810029,0.241834199374822,0,0,0,0
MKNK1,0.213808029180828,-0.0139577849548033,0,0,0,-0.0192487108500567
SYNE2,0.208097723231621,0,0,0.222884722520856,0,0
HOOK2,0.205146987130075,0,0,0,0,0
TRIB3,0.200818845585733,0,0,0,0.262609887,-0.0298704327691057
PMAIP1,0.197479685766966,0.266360005633905,0,0,0.567725774,0
DSG2,0.196532356485294,0.256927300828944,0,0,0.673511045,0
CFLAR,0.195915570150924,0,0,0,0,0
PHKA1,0.195652696767827,0.330462206938999,0,0,-0.034173167,0.218907910610138
PRR7,0.192208386805431,0,0,0,0,0
SYK,0.191676832907364,0.343918664795725,0,0,0.422210935,0.569490794160561
ADI1,0.190281365717012,-0.000965285752612302,0,0,0,0
AURKB,0.18895762376735,0,0,0,1.516182389,0
SLC5A6,0.185360750990496,0,-0.006591094,0.215079687249822,0,0
ABCB6,0.183339382864344,0,0,0,0,0
STXBP2,0.182240456880242,0.66652045069483,0,0,0,0.491050764912899
CHMP6,0.182127781334503,0,0,0,0,0
CETN3,0.181856218720107,0,0,0.229275243487181,0,0
SCAND1,0.17623984514833,0.252582528728642,0,0,0.347447538,0
CAT,0.176038921571661,0.276610159066995,0,0,0,0
IKBKB,0.174615404751102,0,0,0,0,-0.0111100015593132
PPARG,0.171441772686906,0,0,0,0.282667409,0.196978383076454
FAS,0.171116017486728,0,0,0,0,-0.0379224666497329
FZD1,0.169569448913305,0,0,0,0,0
CPNE3,0.166040877632708,0,0,0,0,0
RAI14,0.165210030255411,0,0,0.232669434994521,-0.02163308,0
BTK,0.164060345377389,0.349124600149395,0,0.222991393436477,0,0.415872828388711
PTPRC,0.163548717064447,0.3430050418356,0,0.196444183757805,0.376346599,0.47414683580098
EPB41L2,0.163371773161122,0,0,0,-0.001623474,0
PLP2,0.162762884271153,0,0,-0.020077910477239,0,0
RRS1,0.161860650074321,0,0,-0.0156864492091843,0,0
MELK,0.161298529812441,0,0,0.19741624494075,0,0.17050552125297
AKAP8L,0.158561827287784,-0.0154783237474726,-0.04125656,0,0,0
ZNF274,0.155927769367931,0,-0.018742222,-0.02425376645821,0,0
PRKX,0.149984617417389,-0.0186626936645425,0,0,-0.031637912,0
CCL2,0.146232956215128,0.755152481141316,0,0,0.452499358,0.487053348326483
DDB2,0.144619044207064,0,0,0,0,0
CHMP4A,0.143482410963448,-0.00632565024664122,-0.035144756,-0.00361172294180167,0,0
ABL1,-0.000343334007049255,0,0,0,0,0
RNPS1,-0.000439294988048464,0,0,0,0,0
ELAC2,-0.000645178136869698,0,0,-0.0142226297175885,0,0
RSU1,-0.000765017940946702,0,0,0,0,-0.00364360336043424
YKT6,-0.000863802254691183,0,0,0,0,0
MTA1,-0.00128165509465597,0,0,0,0,0
AMDHD2,-0.00141994105664819,0,0,0,0.363444387,0
FIS1,-0.00163585778083863,0.218951192234229,0,0,0.354992762,0
SLC35A3,-0.00165081121552048,0,0,0,0,0
TMEM50A,-0.00199030152992454,0,0,-0.0138629195539077,0,0
HDAC2,-0.0024227601279179,0,0,0,0,0
PAK6,-0.00254839226619154,0,0,0,0,0
NOLC1,-0.00274504803021299,0,0,0,0,-0.0321249417221374
IGHMBP2,-0.00278457298240958,0,0,0,0,0
SSBP2,-0.00315036249937528,0,0,0,0,-0.024507886536716
TOPBP1,-0.00337856999930671,-0.0202399704662805,0,0,-0.013082308,0
EIF4G1,-0.0033791863651673,0,-0.009890419,0,0,0
ATG3,-0.00362854519910248,0,0,0,0,0
RFNG,-0.00416479076417685,0,0,0,0.255540684,0
MSH6,-0.00422224238850003,0,0,0,0,0
PPP1R13B,-0.00436382471456746,0,0,0,0,0
RAB21,-0.0044090100697468,0,0,-0.014349762870527,0,0
PARP2,-0.00450973325259808,0,2.92E-06,0,0,0
UFM1,-0.00529561658303824,0,0,0,0,0
TOR1A,-0.0053678272054305,0,0,0,-0.027994131,-0.0162145757830634
NPRL2,-0.00575519069168552,0,0,0,0,0
