Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
CG_Medication,OTSSP167,0.35562795,InputSig,NA,NA,LINCSCP_146306,MNEU.E,3.33uM,24h
CG_Medication,CGP 60474,0.33221562,InputSig,NA,NA,LINCSCP_146046,MNEU.E,1.11uM,24h
CG_Medication,Mitoxantrone,0.32808853,InputSig,NA,NA,LINCSCP_146007,MNEU.E,10uM,24h
CG_Medication,PP-30,0.32086672,InputSig,NA,NA,LINCSCP_30529,MCF7,10uM,24h
CG_Medication,761437-28-9,0.31112666,InputSig,NA,NA,LINCSCP_146269,MNEU.E,0.12uM,24h
CG_Medication,UNII-CVL1685GPH,0.30593386,InputSig,NA,NA,LINCSCP_139580,MCF7,1.11uM,24h
CG_Medication,GDC-0068,0.30408567,InputSig,NA,NA,LINCSCP_142237,MCF7,1.11uM,24h
CG_Medication,Dinaciclib,0.29851983,InputSig,NA,NA,LINCSCP_146094,MNEU.E,1.11uM,24h
CG_Medication,PHA-767491,0.29816891,InputSig,NA,NA,LINCSCP_146187,MNEU.E,10uM,24h
CG_Medication,BRD-A25736793,0.2952683,InputSig,NA,NA,LINCSCP_146228,MNEU.E,0.04uM,24h
CG_Medication,MLS006011051,0.29051324,InputSig,NA,NA,LINCSCP_43,A375,0.1uM,6h
CG_Medication,Vandetanib,0.28699961,InputSig,NA,NA,LINCSCP_146332,MNEU.E,0.37uM,24h
CG_Medication,PIK 90,0.2857345,InputSig,NA,NA,LINCSCP_30683,MCF7,10uM,24h
CG_Medication,"24(S),25-epoxycholesterol",0.28224623,InputSig,NA,NA,LINCSCP_32515,MCF7,10uM,24h
CG_Medication,PF-04691502,0.2798994,InputSig,NA,NA,LINCSCP_138394,MCF7,0.12uM,24h
CG_Medication,Idelalisib,0.27593795,InputSig,NA,NA,LINCSCP_146317,MNEU.E,10uM,24h
CG_Medication,LY288513,0.27568876,InputSig,NA,NA,LINCSCP_18396,HCC515,10uM,6h
CG_Medication,AZD2014,0.2747781,InputSig,NA,NA,LINCSCP_143289,MCF7,0.12uM,24h
CG_Medication,AZD-6482,0.27322191,InputSig,NA,NA,LINCSCP_32510,MCF7,10uM,24h
CG_Medication,BGT-226,0.27275656,InputSig,NA,NA,LINCSCP_146286,MNEU.E,0.04uM,24h
CG_Medication,BRD-K84023371,0.27131441,InputSig,NA,NA,LINCSCP_65116,VCAP,5uM,24h
CG_Medication,PLX-4720,0.27120805,InputSig,NA,NA,LINCSCP_37,A375,0.5uM,6h
CG_Medication,Wortmannin,0.27120622,InputSig,NA,NA,LINCSCP_68261,THP1,10uM,6h
CG_Medication,AZD-2014,0.27072383,InputSig,NA,NA,LINCSCP_10406,A673,10uM,6h
CG_Medication,Ipatasertib,0.26700289,InputSig,NA,NA,LINCSCP_146075,MNEU.E,3.33uM,24h
CG_Medication,Dactolisib,0.26677702,InputSig,NA,NA,LINCSCP_135183,MCF7,3.33uM,24h
CG_Medication,Tranylcypromine,0.26620777,InputSig,NA,NA,LINCSCP_84685,ASC,0.04uM,24h
CG_Medication,"PI 3-K/mTOR Inhibitor III, PKI-179",0.26541605,InputSig,NA,NA,LINCSCP_134677,MCF7,0.37uM,24h
CG_Medication,OSI-906 (Linsitinib),0.26494214,InputSig,NA,NA,LINCSCP_141452,MCF7,0.37uM,24h
CG_Medication,BRD-K43579410,0.26456287,InputSig,NA,NA,LINCSCP_64914,VCAP,10uM,24h
CG_Medication,Sunitinib,0.26217634,InputSig,NA,NA,LINCSCP_146163,MNEU.E,10uM,24h
CG_Medication,EX-8678,0.26008857,InputSig,NA,NA,LINCSCP_132837,MCF7,0.12uM,24h
CG_Medication,BG45,0.25956636,InputSig,NA,NA,LINCSCP_43428,NPC,10uM,24h
CG_Medication,Taselisib,0.25936991,InputSig,NA,NA,LINCSCP_140977,MCF7,1.11uM,24h
CG_Medication,BRD-K92434623,0.25867834,InputSig,NA,NA,LINCSCP_312068,VCAP,10uM,24h
CG_Medication,VER 155008,0.25853149,InputSig,NA,NA,LINCSCP_53163,SKM1,10uM,6h
CG_Medication,SCHEMBL6851809,0.2583099,InputSig,NA,NA,LINCSCP_141781,MCF7,1.11uM,24h
CG_Medication,"Mapp, D-Erythro",0.25678727,InputSig,NA,NA,LINCSCP_289307,VCAP,10uM,24h
CG_Medication,Quizartinib,0.2563387,InputSig,NA,NA,LINCSCP_146271,MNEU.E,10uM,24h
CG_Medication,OSI-027,0.25478393,InputSig,NA,NA,LINCSCP_32772,MCF7,10uM,6h
CG_Medication,BRD-K77172154,0.25428267,InputSig,NA,NA,LINCSCP_64804,VCAP,10uM,6h
CG_Medication,Sirolimus,0.25407337,InputSig,NA,NA,LINCSCP_143129,MCF7,10uM,24h
CG_Medication,Dabrafenib,0.25291651,InputSig,NA,NA,LINCSCP_33,A375,0.5uM,6h
CG_Medication,BRD-K73517272,0.25184726,InputSig,NA,NA,LINCSCP_309235,VCAP,5uM,24h
CG_Medication,XL-147,0.25105171,InputSig,NA,NA,LINCSCP_141659,MCF7,10uM,24h
CG_Medication,Tacedinaline,0.2508386,InputSig,NA,NA,LINCSCP_207666,FIBRNPC,10uM,6h
CG_Medication,Rhamnetin,0.2498471,InputSig,NA,NA,LINCSCP_56418,VCAP,10uM,24h
CG_Medication,Flunisolide,0.24980429,InputSig,NA,NA,LINCSCP_18420,HCC515,10uM,6h
CG_Medication,MK-2206,0.24974457,InputSig,NA,NA,LINCSCP_142430,MCF7,0.37uM,24h
CG_Medication,Pictilisib,0.24961451,InputSig,NA,NA,LINCSCP_136838,MCF7,1.11uM,24h
CG_Medication,Clocortolone Pivalate,0.24942487,InputSig,NA,NA,LINCSCP_18708,HCC515,10uM,6h
CG_Medication,PI-103,0.24932896,InputSig,NA,NA,LINCSCP_132732,MCF7,3.33uM,24h
CG_Medication,Rebastinib,0.2485896,InputSig,NA,NA,LINCSCP_146181,MNEU.E,10uM,24h
CG_Medication,MLN-0128,0.24847339,InputSig,NA,NA,LINCSCP_146237,MNEU.E,1.11uM,24h
