Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
OFC_Female,TL_HRAS26,-0.39272476,InputSig,NA,NA,LINCSCP_41833,NOMO1,10uM,6h
OFC_Female,Proscillaridin A,-0.37452606,InputSig,NA,NA,LINCSCP_25150,HT29,10uM,6h
OFC_Female,CHEMBL3182405,-0.35680989,InputSig,NA,NA,LINCSCP_12639,CORL23,10uM,6h
OFC_Female,AC1NWALC,-0.35422042,InputSig,NA,NA,LINCSCP_25165,HT29,10uM,6h
OFC_Female,NSC25485,-0.34640078,InputSig,NA,NA,LINCSCP_25153,HT29,10uM,6h
OFC_Female,Sepantronium,-0.34597576,InputSig,NA,NA,LINCSCP_54324,SW620,0.5uM,6h
OFC_Female,Gossypol,-0.33878785,InputSig,NA,NA,LINCSCP_54189,SW620,10uM,6h
OFC_Female,Cymarin,-0.33638763,InputSig,NA,NA,LINCSCP_27050,HT29,10uM,6h
OFC_Female,AC1NWALF,-0.33539764,InputSig,NA,NA,LINCSCP_25167,HT29,10uM,6h
OFC_Female,Lanacordin,-0.33098737,InputSig,NA,NA,LINCSCP_27283,HT29,10uM,6h
OFC_Female,BRD-A24396574-001-01-5,-0.32575183,InputSig,NA,NA,LINCSCP_145765,MDAMB231,10uM,3h
OFC_Female,SPECTRUM2_001084,-0.32556384,InputSig,NA,NA,LINCSCP_25160,HT29,10uM,6h
OFC_Female,Oxetane,-0.32524241,InputSig,NA,NA,LINCSCP_202121,A549,3uM,6h
OFC_Female,CHEMBL1434137,-0.32238934,InputSig,NA,NA,LINCSCP_4737,A549,40uM,6h
OFC_Female,Withaferin A,-0.31933457,InputSig,NA,NA,LINCSCP_113452,HME1,3.33uM,3h
OFC_Female,MLS000564806,-0.31304044,InputSig,NA,NA,LINCSCP_54075,SW620,10uM,6h
OFC_Female,Penfluridol,-0.31233237,InputSig,NA,NA,LINCSCP_12616,CORL23,30uM,6h
OFC_Female,C24H25CLFN5O3,-0.30386833,InputSig,NA,NA,LINCSCP_145781,MDAMB231,0.12uM,3h
OFC_Female,Radicicol,-0.30376237,InputSig,NA,NA,LINCSCP_133126,MCF7,0.04uM,3h
OFC_Female,Avicin-G,-0.29775416,InputSig,NA,NA,LINCSCP_49415,PC3,3uM,6h
OFC_Female,MEGXM0_000203,-0.29692086,InputSig,NA,NA,LINCSCP_50410,PHH,10uM,6h
OFC_Female,Bufalin,-0.29545564,InputSig,NA,NA,LINCSCP_27135,HT29,10uM,6h
OFC_Female,Salermide,-0.29279945,InputSig,NA,NA,LINCSCP_54104,SW620,100uM,6h
OFC_Female,LDN 193189,-0.29014706,InputSig,NA,NA,LINCSCP_12519,CL34,10uM,6h
OFC_Female,SCH-79797,-0.28892845,InputSig,NA,NA,LINCSCP_53672,SNU1040,10uM,6h
OFC_Female,ML162,-0.28668995,InputSig,NA,NA,LINCSCP_12591,CORL23,10uM,6h
OFC_Female,22862-76-6,-0.28604588,InputSig,NA,NA,LINCSCP_13387,FIBRNPC,10uM,6h
OFC_Female,AKT Inhibitor IV,-0.28469412,InputSig,NA,NA,LINCSCP_4741,A549,10uM,6h
OFC_Female,pyrvinium-pamoate,-0.2813288,InputSig,NA,NA,LINCSCP_12669,CORL23,10uM,6h
OFC_Female,NSC23766,-0.28039433,InputSig,NA,NA,LINCSCP_12509,CL34,100uM,6h
OFC_Female,Cladribine,-0.28018889,InputSig,NA,NA,LINCSCP_1861,A375,10uM,6h
OFC_Female,O-Demethylated Adapalene,-0.28005652,InputSig,NA,NA,LINCSCP_40334,NCIH596,10uM,6h
OFC_Female,4-Deoxyuridine,-0.27681517,InputSig,NA,NA,LINCSCP_13407,H1299,10uM,6h
OFC_Female,Dicloxacillin,-0.27623654,InputSig,NA,NA,LINCSCP_121667,HT29,10uM,24h
OFC_Female,Narciclasine,-0.27534297,InputSig,NA,NA,LINCSCP_15535,HA1E,10uM,6h
OFC_Female,MLS000038106,-0.27469673,InputSig,NA,NA,LINCSCP_43815,OV7,10uM,6h
OFC_Female,6-fluoro-3-hydroxypyrazine-2-carboxamide,-0.27453374,InputSig,NA,NA,LINCSCP_138127,MCF7,3.33uM,24h
OFC_Female,AT-7519,-0.27305759,InputSig,NA,NA,LINCSCP_169713,YAPC,0.37uM,24h
OFC_Female,CHEMBL399379,-0.27258401,InputSig,NA,NA,LINCSCP_54236,SW620,80uM,6h
OFC_Female,Avicin-D,-0.27216267,InputSig,NA,NA,LINCSCP_49410,PC3,10uM,6h
OFC_Female,SCHEMBL8922766,-0.27149251,InputSig,NA,NA,LINCSCP_44682,PC3,10uM,24h
OFC_Female,Buparlisib,-0.27044117,InputSig,NA,NA,LINCSCP_115236,HS578T,10uM,3h
OFC_Female,Zafirlukast,-0.27036508,InputSig,NA,NA,LINCSCP_108869,HELA,10uM,24h
OFC_Female,CHEMBL41721,-0.26972703,InputSig,NA,NA,LINCSCP_16221,HA1E,10uM,6h
OFC_Female,STK249718,-0.26897955,InputSig,NA,NA,LINCSCP_11080,ASC,10uM,24h
OFC_Female,IN1048,-0.26892999,InputSig,NA,NA,LINCSCP_33527,MCF7,10uM,6h
OFC_Female,Perhexiline,-0.268501,InputSig,NA,NA,LINCSCP_201212,A549,10uM,6h
OFC_Female,ST072947,-0.26840611,InputSig,NA,NA,LINCSCP_46569,PC3,10uM,6h
OFC_Female,MLS-0208612.0001,-0.2683521,InputSig,NA,NA,LINCSCP_20008,HCC515,10uM,6h
OFC_Female,Manumycin-A,-0.26827153,InputSig,NA,NA,LINCSCP_53412,SKMEL28,10uM,6h
OFC_Female,W13,-0.26787099,InputSig,NA,NA,LINCSCP_262631,NPC,10uM,24h
OFC_Female,Dapivirine (TMC120),-0.26734544,InputSig,NA,NA,LINCSCP_92637,HA1E,10uM,24h
OFC_Female,GNF-PF-159,-0.26584145,InputSig,NA,NA,LINCSCP_23296,HEPG2,10uM,6h
OFC_Female,Dinoprostone,-0.26525792,InputSig,NA,NA,LINCSCP_44021,PC3,10uM,24h
OFC_Female,CHIR-99021,-0.26461887,InputSig,NA,NA,LINCSCP_39374,MDAMB231,1uM,24h
OFC_Female,NCGC00172397-01,-0.26286508,InputSig,NA,NA,LINCSCP_16239,HA1E,10uM,6h
OFC_Female,Raltitrexed,-0.26204709,InputSig,NA,NA,LINCSCP_269273,PC3,10uM,24h
OFC_Female,SCHEMBL17783967,-0.26203036,InputSig,NA,NA,LINCSCP_48698,PC3,10uM,6h
OFC_Female,3-(4-Pyridyl)indole,-0.25898254,InputSig,NA,NA,LINCSCP_76687,A375,0.37uM,24h
OFC_Female,Strophanthidin,-0.25800112,InputSig,NA,NA,LINCSCP_7737,A549,10uM,6h
OFC_Female,Quinoclamine,-0.25761743,InputSig,NA,NA,LINCSCP_17758,HCC15,10uM,6h
OFC_Female,KUC111774N,-0.25760204,InputSig,NA,NA,LINCSCP_23803,HEPG2,3uM,6h
OFC_Female,BRN 1088760,-0.25747051,InputSig,NA,NA,LINCSCP_2220,A375,10uM,6h
OFC_Female,CID 75060947,-0.25712963,InputSig,NA,NA,LINCSCP_10760,ASC,10uM,24h
OFC_Female,Gemcitabine,-0.25691196,InputSig,NA,NA,LINCSCP_21062,HCC515,0.5uM,6h
OFC_Female,Withaferin-A,-0.25660098,InputSig,NA,NA,LINCSCP_46689,PC3,10uM,24h
OFC_Female,Plumbagin,-0.25531907,InputSig,NA,NA,LINCSCP_13340,FIBRNPC,10uM,6h
OFC_Female,CDK4 Inhibitor III,-0.25528052,InputSig,NA,NA,LINCSCP_7415,A549,10uM,6h
OFC_Female,DG-041,-0.25456037,InputSig,NA,NA,LINCSCP_54006,SW480,40uM,6h
OFC_Female,MLS-0435555.0001,-0.2534258,InputSig,NA,NA,LINCSCP_6061,A549,10uM,6h
OFC_Female,MLS000718723,-0.25251199,InputSig,NA,NA,LINCSCP_1685,A375,10uM,6h
OFC_Female,Menadione,-0.25226466,InputSig,NA,NA,LINCSCP_12654,CORL23,10uM,6h
OFC_Female,BRD-K06432527,-0.25224946,InputSig,NA,NA,LINCSCP_278763,PC3,10uM,24h
OFC_Female,Calmidazolium,-0.25158257,InputSig,NA,NA,LINCSCP_6564,A549,10uM,6h
OFC_Female,BRD-K10055064,-0.25111135,InputSig,NA,NA,LINCSCP_305457,VCAP,5uM,24h
OFC_Female,SPECTRUM_000011,-0.25034699,InputSig,NA,NA,LINCSCP_109370,HELA,0.04uM,24h
OFC_Female,"PI 3-K/mTOR Inhibitor III, PKI-179",-0.25017457,InputSig,NA,NA,LINCSCP_101303,HELA,10uM,24h
OFC_Female,Linolenic acid,-0.24966375,InputSig,NA,NA,LINCSCP_7163,A549,10uM,6h
OFC_Female,Tamoxifen,-0.24949038,InputSig,NA,NA,LINCSCP_43683,NPC,10uM,6h
OFC_Female,SMP2_000249,-0.24948404,InputSig,NA,NA,LINCSCP_26957,HT29,10uM,6h
OFC_Female,Colforsin,-0.24863181,InputSig,NA,NA,LINCSCP_154352,PC3,1.11uM,24h
OFC_Female,BRD-K46503544-001-01-5,-0.24824993,InputSig,NA,NA,LINCSCP_47524,PC3,10uM,24h
OFC_Female,AS-605240,-0.24748583,InputSig,NA,NA,LINCSCP_76665,A375,0.04uM,24h
OFC_Female,Nilotinib,-0.24716061,InputSig,NA,NA,LINCSCP_16710,HA1E,10uM,6h
OFC_Female,RG 108,-0.24703613,InputSig,NA,NA,LINCSCP_164759,SKL.C,0.04uM,24h
OFC_Female,NCGC00170405-01,-0.24654515,InputSig,NA,NA,LINCSCP_8030,A549,10uM,6h
OFC_Female,Brompheniramine,-0.2461033,InputSig,NA,NA,LINCSCP_254198,MCF7,0.5uM,24h
OFC_Female,CI-1040,-0.245657,InputSig,NA,NA,LINCSCP_138185,MCF7,0.04uM,24h
OFC_Female,PF-562271,-0.24544077,InputSig,NA,NA,LINCSCP_131602,MCF10A,0.12uM,3h
OFC_Female,MLS000518920,-0.24444769,InputSig,NA,NA,LINCSCP_6026,A549,10uM,6h
OFC_Female,BRD-K99567611,-0.24378253,InputSig,NA,NA,LINCSCP_61857,VCAP,5uM,24h
OFC_Female,STK219801,-0.24374594,InputSig,NA,NA,LINCSCP_12648,CORL23,20uM,6h
OFC_Female,KI8751,-0.24299092,InputSig,NA,NA,LINCSCP_28988,HUH7,10uM,6h
OFC_Female,79966-13-5,-0.24269937,InputSig,NA,NA,LINCSCP_54333,SW620,10uM,6h
OFC_Female,Digoxin,-0.24269405,InputSig,NA,NA,LINCSCP_26992,HT29,10uM,6h
OFC_Female,Apoptosis Activator II,-0.24225908,InputSig,NA,NA,LINCSCP_11267,ASC,10uM,24h
OFC_Female,SKF-83822,-0.24149818,InputSig,NA,NA,LINCSCP_207153,FIBRNPC,10uM,6h
OFC_Female,CP466722,-0.24143597,InputSig,NA,NA,LINCSCP_203439,ASC,10uM,24h
OFC_Female,GSK 1059615,-0.24123604,InputSig,NA,NA,LINCSCP_128201,HUES3,3.33uM,24h
OFC_Female,Acivicin,-0.24123403,InputSig,NA,NA,LINCSCP_169649,YAPC,0.05uM,24h
OFC_Female,Isocycloheximide,-0.24095703,InputSig,NA,NA,LINCSCP_25158,HT29,10uM,6h
OFC_Female,Arachidonyl Trifluoromethylketone,-0.24057561,InputSig,NA,NA,LINCSCP_53431,SKMEL28,80uM,6h
OFC_Female,Omacetaxine Mepesuccinate,-0.24001179,InputSig,NA,NA,LINCSCP_50128,PHH,10uM,24h
OFC_Female,iloprost,-0.23925102,InputSig,NA,NA,LINCSCP_205476,CD34,10uM,24h
OFC_Female,CHEMBL585951,-0.23924427,InputSig,NA,NA,LINCSCP_145872,MDAMB231,0.04uM,3h
OFC_Female,Tretinoin,-0.2389458,InputSig,NA,NA,LINCSCP_36164,MCF7,3uM,6h
OFC_Female,Rifabutin,-0.23849764,InputSig,NA,NA,LINCSCP_92320,HA1E,3.33uM,24h
OFC_Female,ML175,-0.23780853,InputSig,NA,NA,LINCSCP_19656,HCC515,10uM,6h
OFC_Female,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",-0.23731569,InputSig,NA,NA,LINCSCP_64513,VCAP,20uM,48h
OFC_Female,(Z) Fluvoxamine,-0.23730635,InputSig,NA,NA,LINCSCP_192519,A549,10uM,6h
OFC_Female,MLS002703102,-0.23706835,InputSig,NA,NA,LINCSCP_45330,PC3,10uM,24h
OFC_Female,TAK-285,-0.23659131,InputSig,NA,NA,LINCSCP_173499,YAPC,0.12uM,24h
OFC_Female,Desoxypeganine,-0.23630178,InputSig,NA,NA,LINCSCP_74416,A375,9.58uM,24h
OFC_Female,SMR000217164,-0.23626107,InputSig,NA,NA,LINCSCP_6589,A549,10uM,6h
OFC_Female,PF-04449913,-0.23602097,InputSig,NA,NA,LINCSCP_153666,PC3,10uM,24h
OFC_Female,Etoposide,-0.23569738,InputSig,NA,NA,LINCSCP_46091,PC3,10uM,24h
OFC_Female,SU-11652,-0.23562448,InputSig,NA,NA,LINCSCP_51173,RMUGS,10uM,6h
OFC_Female,Isoniazid,-0.23553638,InputSig,NA,NA,LINCSCP_103906,HELA,0.04uM,24h
OFC_Female,Solifenacin succinate,-0.23552771,InputSig,NA,NA,LINCSCP_102447,HELA,10uM,24h
OFC_Female,Heliomycin,-0.23551442,InputSig,NA,NA,LINCSCP_8053,A549,10uM,6h
OFC_Female,GSK 3BETA Inhibitor VIII,-0.23547256,InputSig,NA,NA,LINCSCP_11463,ASC,10uM,24h
OFC_Female,UNII-BXU45ZH6LI,-0.23531076,InputSig,NA,NA,LINCSCP_6963,A549,10uM,6h
OFC_Female,Diflorasone Diacetate,-0.23523799,InputSig,NA,NA,LINCSCP_56258,VCAP,10uM,24h
OFC_Female,Berberine,-0.23516538,InputSig,NA,NA,LINCSCP_137993,MCF7,0.04uM,24h
OFC_Female,ST51009565,-0.23451364,InputSig,NA,NA,LINCSCP_203323,ASC,10uM,24h
OFC_Female,BRD-K86048057,-0.23438409,InputSig,NA,NA,LINCSCP_259103,NEU,10uM,24h
OFC_Female,Andreson,-0.23437704,InputSig,NA,NA,LINCSCP_13187,FIBRNPC,10uM,24h
OFC_Female,NSC 663284,-0.23366399,InputSig,NA,NA,LINCSCP_92,A375,10uM,6h
OFC_Female,MLS001033149,-0.23359008,InputSig,NA,NA,LINCSCP_6642,A549,10uM,6h
OFC_Female,Phloretin,-0.23339075,InputSig,NA,NA,LINCSCP_54179,SW620,100uM,6h
OFC_Female,MLS001210968,-0.23315276,InputSig,NA,NA,LINCSCP_178166,A375,10uM,6h
OFC_Female,Lersivirine,-0.23311312,InputSig,NA,NA,LINCSCP_75262,A375,3.33uM,24h
OFC_Female,Mecamylamine,-0.23255406,InputSig,NA,NA,LINCSCP_72166,A375,10uM,24h
OFC_Female,Ouabain,-0.23236936,InputSig,NA,NA,LINCSCP_2700,A375,10uM,6h
OFC_Female,2-Phenylaminoadenosine,-0.23174532,InputSig,NA,NA,LINCSCP_44688,PC3,10uM,24h
OFC_Female,32703-82-5,-0.23170811,InputSig,NA,NA,LINCSCP_19423,HCC515,40uM,24h
OFC_Female,Iodoacetic acid,-0.23146484,InputSig,NA,NA,LINCSCP_17018,HA1E,10uM,6h
OFC_Female,Selamectin,-0.23143692,InputSig,NA,NA,LINCSCP_21476,HEPG2,10uM,6h
OFC_Female,ZINC00969081,-0.2312039,InputSig,NA,NA,LINCSCP_10923,ASC,10uM,24h
OFC_Female,AC1NWAML,-0.23118087,InputSig,NA,NA,LINCSCP_104489,HELA,10uM,24h
OFC_Female,Niclosamide,-0.23038986,InputSig,NA,NA,LINCSCP_10375,A673,10uM,6h
OFC_Female,BMS-345541,-0.23026878,InputSig,NA,NA,LINCSCP_49932,PHH,10uM,24h
OFC_Female,SCHEMBL10195776,-0.23012431,InputSig,NA,NA,LINCSCP_412,A375,10uM,6h
OFC_Female,CHEMBL2132289,-0.23010111,InputSig,NA,NA,LINCSCP_152235,PC3,1.11uM,24h
OFC_Female,Everolimus,-0.22974025,InputSig,NA,NA,LINCSCP_92704,HA1E,3.33uM,24h
OFC_Female,CGS-15943,-0.22964288,InputSig,NA,NA,LINCSCP_67745,NKDBA,40uM,24h
OFC_Female,PX 12,-0.22947033,InputSig,NA,NA,LINCSCP_41818,NOMO1,30uM,6h
OFC_Female,BRD-K13515789,-0.22916294,InputSig,NA,NA,LINCSCP_61557,VCAP,5uM,24h
OFC_Female,CHEMBL2145183,-0.22870368,InputSig,NA,NA,LINCSCP_66096,VCAP,0.5uM,24h
OFC_Female,"Ingenol 3,20-dibenzoate",-0.22852833,InputSig,NA,NA,LINCSCP_9298,A549,10uM,6h
OFC_Female,Etomoxir,-0.22798751,InputSig,NA,NA,LINCSCP_13505,H1299,90uM,6h
OFC_Female,"3,7-Bis(dimethylamino)phenothiazin-5-ium",-0.22792544,InputSig,NA,NA,LINCSCP_54180,SW620,10uM,6h
OFC_Female,NCGC00170397-01,-0.22758823,InputSig,NA,NA,LINCSCP_17003,HA1E,10uM,6h
OFC_Female,Cisatracurium Besylate,-0.22758352,InputSig,NA,NA,LINCSCP_71579,A375,0.37uM,24h
OFC_Female,AZD4547,-0.22747031,InputSig,NA,NA,LINCSCP_84143,ASC,3.33uM,24h
OFC_Female,Dexamethasone Acetate,-0.22742677,InputSig,NA,NA,LINCSCP_110935,HELA,10uM,24h
OFC_Female,Rifaximin,-0.22731888,InputSig,NA,NA,LINCSCP_140357,MCF7,10uM,24h
OFC_Female,BRD-K72980834,-0.22670204,InputSig,NA,NA,LINCSCP_60231,VCAP,5uM,24h
OFC_Female,XMD 8-92,-0.22661224,InputSig,NA,NA,LINCSCP_164901,SKL.C,3.33uM,24h
OFC_Female,PK-11195,-0.22659597,InputSig,NA,NA,LINCSCP_75475,A375,0.04uM,24h
OFC_Female,179324-69-7,-0.22631357,InputSig,NA,NA,LINCSCP_102267,HELA,20uM,24h
OFC_Female,AS601245,-0.22590765,InputSig,NA,NA,LINCSCP_116477,HT29,1.11uM,24h
OFC_Female,Rimonabant,-0.22572671,InputSig,NA,NA,LINCSCP_169704,YAPC,10uM,24h
OFC_Female,172985-18-1,-0.22554132,InputSig,NA,NA,LINCSCP_203448,ASC,10uM,24h
OFC_Female,Amuvatinib,-0.22543989,InputSig,NA,NA,LINCSCP_24957,HS578T,10uM,6h
OFC_Female,Peruvoside,-0.22517913,InputSig,NA,NA,LINCSCP_64836,VCAP,0.5uM,24h
OFC_Female,AZD-1152-HQPA,-0.22508748,InputSig,NA,NA,LINCSCP_24352,HS578T,10uM,24h
OFC_Female,Cycloheximide,-0.22507185,InputSig,NA,NA,LINCSCP_27110,HT29,10uM,6h
OFC_Female,LRRK2-IN-1,-0.22497962,InputSig,NA,NA,LINCSCP_51540,SKBR3,0.1uM,6h
OFC_Female,Chelerythrine,-0.22485332,InputSig,NA,NA,LINCSCP_152287,PC3,10uM,24h
OFC_Female,Adapalene,-0.22476654,InputSig,NA,NA,LINCSCP_137673,MCF7,0.37uM,24h
OFC_Female,Cisapride,-0.22464812,InputSig,NA,NA,LINCSCP_74324,A375,0.37uM,24h
OFC_Female,"Tazac, Axid, Axid Ar, Nizatidine",-0.22464418,InputSig,NA,NA,LINCSCP_18588,HCC515,10uM,24h
OFC_Female,GNF-PF-2272,-0.2245696,InputSig,NA,NA,LINCSCP_2439,A375,10uM,6h
OFC_Female,IN1092,-0.22444079,InputSig,NA,NA,LINCSCP_52543,SKB,10uM,24h
OFC_Female,MG-132,-0.22400333,InputSig,NA,NA,LINCSCP_71321,A375,20uM,24h
OFC_Female,Momelotinib,-0.22398297,InputSig,NA,NA,LINCSCP_36839,MCF7,10uM,24h
OFC_Female,AC1NSZCT,-0.2239803,InputSig,NA,NA,LINCSCP_109495,HELA,0.12uM,24h
OFC_Female,YC1,-0.22394915,InputSig,NA,NA,LINCSCP_284752,SKB,10uM,24h
OFC_Female,Afuresertib,-0.22391433,InputSig,NA,NA,LINCSCP_104003,HELA,10uM,24h
OFC_Female,Veliparib,-0.22391023,InputSig,NA,NA,LINCSCP_84002,ASC.C,0.12uM,24h
OFC_Female,MLS000583957,-0.22370324,InputSig,NA,NA,LINCSCP_6558,A549,10uM,6h
OFC_Female,BRN 1088757,-0.22358948,InputSig,NA,NA,LINCSCP_2215,A375,10uM,6h
