Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
OFC_Male,GSK-1904529A,0.42271183,InputSig,NA,NA,LINCSCP_145805,MDAMB231,0.12uM,3h
OFC_Male,Erlotinib,0.40130506,InputSig,NA,NA,LINCSCP_144858,MDAMB231,0.37uM,24h
OFC_Male,BRD-K87536251,0.38945726,InputSig,NA,NA,LINCSCP_41129,NEU,10uM,24h
OFC_Male,THZ-2-98-01,0.3883413,InputSig,NA,NA,LINCSCP_145891,MDAMB231,10uM,3h
OFC_Male,CDK9 Inhibitor,0.38311753,InputSig,NA,NA,LINCSCP_117065,HT29,0.12uM,24h
OFC_Male,PIK-93,0.37597308,InputSig,NA,NA,LINCSCP_144805,MDAMB231,0.12uM,24h
OFC_Male,Gallocatechin Gallate,0.36182125,InputSig,NA,NA,LINCSCP_39861,NCIH1694,90uM,6h
OFC_Male,Infigratinib,0.35781367,InputSig,NA,NA,LINCSCP_100417,HCC515,0.37uM,24h
OFC_Male,Ponatinib,0.35205642,InputSig,NA,NA,LINCSCP_112713,HEPG2,0.37uM,24h
OFC_Male,GSK 1059615,0.34972737,InputSig,NA,NA,LINCSCP_134192,MCF7,0.04uM,24h
OFC_Male,Amoxicillin,0.34962867,InputSig,NA,NA,LINCSCP_20738,HCC515,10uM,6h
OFC_Male,Bupropion,0.34915648,InputSig,NA,NA,LINCSCP_138207,MCF7,0.37uM,24h
OFC_Male,Chaetocin,0.34783335,InputSig,NA,NA,LINCSCP_39707,MDST8,0.1uM,6h
OFC_Male,Tipiracil (hydrochloride),0.34188482,InputSig,NA,NA,LINCSCP_92558,HA1E,0.04uM,24h
OFC_Male,Buparlisib,0.34168545,InputSig,NA,NA,LINCSCP_150900,PC3,0.04uM,24h
OFC_Male,PF-04620110,0.34140102,InputSig,NA,NA,LINCSCP_92397,HA1E,10uM,24h
OFC_Male,Rifabutin,0.33801041,InputSig,NA,NA,LINCSCP_92320,HA1E,3.33uM,24h
OFC_Male,Decitabine,0.33777624,InputSig,NA,NA,LINCSCP_133890,MCF7,3.33uM,24h
OFC_Male,Ampalex,0.33532809,InputSig,NA,NA,LINCSCP_137384,MCF7,1.11uM,24h
OFC_Male,"N-(3-Chloro-4-fluorophenyl)-5-(pyridin-4-yl)-1,3,4-thiadiazol-2-amine",0.33257848,InputSig,NA,NA,LINCSCP_1176,A375,10uM,24h
OFC_Male,Anacardic acid,0.33166093,InputSig,NA,NA,LINCSCP_88865,HA1E,0.37uM,24h
OFC_Male,Everolimus,0.33090891,InputSig,NA,NA,LINCSCP_92704,HA1E,3.33uM,24h
OFC_Male,CHEMBL1271322,0.32883942,InputSig,NA,NA,LINCSCP_1090,A375,10uM,24h
