Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
NA_medication,HSCI1_000191,1,InputSig,NA,NA,LINCSCP_55683,VCAP,10uM,24h
NA_medication,BRD-K82364958,1,InputSig,NA,NA,LINCSCP_310878,VCAP,10uM,24h
NA_medication,Sydowinin B,1,InputSig,NA,NA,LINCSCP_32206,MCF7,10uM,24h
NA_medication,N6022,1,InputSig,NA,NA,LINCSCP_107954,HELA,0.37uM,24h
NA_medication,Linsitinib,0.99999999,InputSig,NA,NA,LINCSCP_81338,A549,0.12uM,24h
NA_medication,MLS003587251,0.99999999,InputSig,NA,NA,LINCSCP_271538,PC3,10uM,24h
NA_medication,AC1N1YO4,0.99999999,InputSig,NA,NA,LINCSCP_26064,HT29,10uM,6h
NA_medication,2-(1-Pyrrolidinyl)-4(3H)-quinazolinone,0.99999999,InputSig,NA,NA,LINCSCP_239449,MCF7,10uM,24h
NA_medication,BRD-K73428213,0.99999998,InputSig,NA,NA,LINCSCP_63897,VCAP,5uM,24h
NA_medication,BRD-K57732441,0.99999998,InputSig,NA,NA,LINCSCP_59235,VCAP,10uM,24h
NA_medication,NVP-AUY922,0.99999997,InputSig,NA,NA,LINCSCP_54555,SW948,10uM,6h
NA_medication,ST062844,0.99999997,InputSig,NA,NA,LINCSCP_292888,VCAP,10uM,24h
NA_medication,Motesanib,0.99999996,InputSig,NA,NA,LINCSCP_148673,NPC,3.33uM,24h
NA_medication,BRD-K34547533,0.99999996,InputSig,NA,NA,LINCSCP_65266,VCAP,10uM,24h
NA_medication,KUC104219,0.99999996,InputSig,NA,NA,LINCSCP_19904,HCC515,10uM,6h
NA_medication,Amuvatinib,0.99999995,InputSig,NA,NA,LINCSCP_100075,HCC515,0.04uM,24h
NA_medication,Eugenol,0.99999994,InputSig,NA,NA,LINCSCP_299,A375,10uM,24h
NA_medication,TAE-684,0.99999992,InputSig,NA,NA,LINCSCP_163709,SKBR3,1.11uM,24h
NA_medication,Ranitidine,0.9999999,InputSig,NA,NA,LINCSCP_2638,A375,10uM,6h
NA_medication,Fedratinib,0.9999999,InputSig,NA,NA,LINCSCP_40052,NCIH2073,10uM,6h
NA_medication,CHEMBL586058,0.99999989,InputSig,NA,NA,LINCSCP_289805,VCAP,10uM,6h
NA_medication,Decitabine,0.99999987,InputSig,NA,NA,LINCSCP_260173,NEU,10uM,6h
NA_medication,CHEMBL1673039,0.99999987,InputSig,NA,NA,LINCSCP_148419,NPC,0.37uM,24h
NA_medication,LGX818,0.99999982,InputSig,NA,NA,LINCSCP_93987,HA1E,0.37uM,24h
NA_medication,BRD-K24621485,0.99999981,InputSig,NA,NA,LINCSCP_253060,MCF7,1uM,24h
NA_medication,Camptothecin,0.99999981,InputSig,NA,NA,LINCSCP_122307,HT29,0.04uM,24h
NA_medication,Halcinonide,0.99999973,InputSig,NA,NA,LINCSCP_258770,NEU,10uM,24h
NA_medication,AB00540133,0.99999972,InputSig,NA,NA,LINCSCP_25496,HT29,10uM,24h
NA_medication,Rifampicin,0.99999971,InputSig,NA,NA,LINCSCP_180731,A375,10uM,6h
NA_medication,2-[(3-Carboxypropanoyl)amino]benzoic acid,0.99999969,InputSig,NA,NA,LINCSCP_32028,MCF7,10uM,6h
NA_medication,Broad-Sai-443,0.99999969,InputSig,NA,NA,LINCSCP_17103,HA1E,3uM,24h
NA_medication,Famciclovir,0.99999967,InputSig,NA,NA,LINCSCP_172803,YAPC,1.11uM,24h
NA_medication,PHA-793887,0.99999966,InputSig,NA,NA,LINCSCP_133001,MCF7,10uM,3h
NA_medication,XL888,0.99999965,InputSig,NA,NA,LINCSCP_121518,HT29,3.33uM,24h
NA_medication,BRD-K19677752,0.99999965,InputSig,NA,NA,LINCSCP_28219,HT29,10uM,24h
NA_medication,Glyburide,0.99999963,InputSig,NA,NA,LINCSCP_708,A375,10uM,24h
NA_medication,BRD-K97277752,0.99999962,InputSig,NA,NA,LINCSCP_181732,A375,5uM,24h
NA_medication,Olaparib,0.99999961,InputSig,NA,NA,LINCSCP_85089,ASC,0.37uM,24h
NA_medication,ST056792,0.99999961,InputSig,NA,NA,LINCSCP_46348,PC3,10uM,6h
NA_medication,"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",0.99999958,InputSig,NA,NA,LINCSCP_150127,NPC.TAK,0.12uM,24h
