triple,mean_rank,AI,CG,DLPFC,NAC,OFC,SUB
A375-6h-10uM,1,1,1,1,1,1,1
A549-24h-10uM,1,1,1,1,1,1,1
A549-6h-10uM,1,1,1,1,1,1,1
HEPG2-6h-10uM,1,1,1,1,1,1,1
HT29-6h-10uM,1,1,1,1,1,1,1
MCF7-6h-10uM,1,1,1,1,1,1,1
PC3-24h-0.37uM,1,1,1,1,1,1,1
PC3-24h-1.11uM,1,1,1,1,1,1,1
PC3-24h-10uM,1,1,1,1,1,1,1
PC3-24h-3.33uM,1,1,1,1,1,1,1
PC3-6h-10uM,1,1,1,1,1,1,1
A375-24h-10uM,1.1666666666666667,1,1,1,2,1,1
A375-24h-3.33uM,1.1666666666666667,1,1,2,1,1,1
YAPC-24h-1.11uM,1.1666666666666667,1,1,1,2,1,1
YAPC-24h-10uM,1.1666666666666667,1,1,1,2,1,1
CORL23-6h-10uM,1.3333333333333333,1,1,2,2,1,1
HA1E-24h-10uM,1.3333333333333333,1,1,1,3,1,1
HCC515-24h-10uM,1.3333333333333333,1,1,1,3,1,1
HCC515-6h-10uM,1.3333333333333333,1,1,1,3,1,1
A375-24h-0.12uM,1.5,1,1,3,2,1,1
A375-24h-1.11uM,1.5,1,1,3,2,1,1
A549-6h-3uM,1.5,1,1,2,2,2,1
HELA-24h-10uM,1.5,1,2,1,3,1,1
MCF7-24h-0.04uM,1.5,1,1,1,4,1,1
MCF7-24h-10uM,1.5,1,1,1,4,1,1
PC3-24h-0.12uM,1.5,1,1,2,1,3,1
ASC-24h-10uM,1.6666666666666667,2,2,1,2,1,2
MCF7-24h-0.37uM,1.6666666666666667,1,1,1,4,2,1
MCF7-24h-1.11uM,1.6666666666666667,1,2,1,4,1,1
NCIH2073-6h-10uM,1.6666666666666667,1,1,2,4,1,1
SKB-24h-10uM,1.6666666666666667,1,1,1,5,1,1
VCAP-6h-10uM,1.6666666666666667,1,1,1,5,1,1
YAPC-24h-0.37uM,1.6666666666666667,1,1,2,2,3,1
PC3-24h-0.5uM,1.8333333333333333,1,1,2,5,1,1
YAPC-24h-0.12uM,1.8333333333333333,1,1,2,1,5,1
OV7-6h-10uM,2,1,2,2,4,2,1
PC3-6h-3uM,2,1,2,5,1,1,2
RMUGS-6h-10uM,2,1,2,3,2,2,2
SW620-6h-10uM,2,1,1,3,5,1,1
CL34-6h-10uM,2.1666666666666665,2,2,3,2,2,2
NCIH1694-6h-10uM,2.1666666666666665,2,2,2,4,1,2
NPC-6h-10uM,2.1666666666666665,1,1,5,4,1,1
BT20-3h-10uM,2.3333333333333335,2,3,3,2,2,2
HT115-6h-10uM,2.3333333333333335,2,2,4,3,2,1
PC3-24h-0.04uM,2.6666666666666665,2,3,2,4,3,2
A673-6h-1uM,2.8333333333333335,3,3,3,2,3,3
HME1-3h-10uM,3,2,3,4,3,2,4
SNU1040-6h-10uM,3.1666666666666665,2,2,3,5,5,2
SW620-6h-100uM,3.1666666666666665,3,3,3,5,3,2
CORL23-6h-30uM,3.3333333333333335,3,4,3,2,4,4
PC3-24h-1uM,3.3333333333333335,2,5,3,5,3,2
HME1-3h-3.33uM,3.8333333333333335,4,4,4,3,4,4
SKL.C-24h-10uM,4,3,3,5,5,5,3
PC3-6h-1uM,4.666666666666667,5,5,5,5,5,3
NCIH2073-6h-70uM,4.833333333333333,5,5,5,4,5,5
HA1E-6h-10uM,17.5,1,1,1,100,1,1
HT29-24h-10uM,17.5,1,1,1,100,1,1
NPC-24h-10uM,17.5,1,1,1,100,1,1
SKMEL28-6h-10uM,17.5,1,1,1,100,1,1
VCAP-24h-10uM,17.666666666666668,1,1,2,100,1,1
YAPC-24h-3.33uM,17.666666666666668,1,1,1,100,2,1
A673-6h-10uM,17.833333333333332,1,1,3,100,1,1
HCC15-6h-10uM,17.833333333333332,1,1,100,3,1,1
HELA-24h-3.33uM,17.833333333333332,1,2,2,100,1,1
HUVEC-24h-10uM,17.833333333333332,1,1,2,100,2,1
MCF7-24h-3.33uM,17.833333333333332,1,3,1,100,1,1
NEU-24h-10uM,17.833333333333332,1,1,2,100,2,1
PHH-24h-10uM,17.833333333333332,3,1,1,100,1,1
A375-24h-0.04uM,18,1,1,3,100,2,1
A375-24h-0.37uM,18,1,1,2,100,3,1
HELA-24h-0.37uM,18,1,2,2,100,1,2
HELA-24h-1.11uM,18,1,2,2,100,2,1
HS578T-24h-10uM,18.166666666666668,3,1,2,100,1,2
MCF7-24h-0.12uM,18.166666666666668,1,3,2,100,2,1
A549-24h-0.5uM,18.333333333333332,2,1,3,100,2,2
HEPG2-6h-100uM,18.333333333333332,2,2,2,100,2,2
LOVO-6h-10uM,18.333333333333332,1,1,100,4,2,2
MCF7-24h-0.5uM,18.333333333333332,2,1,2,100,4,1
NEU-6h-10uM,18.333333333333332,1,1,5,100,2,1
SKMEL1-6h-10uM,18.333333333333332,1,1,5,100,1,2
BT20-3h-3.33uM,18.5,2,2,3,100,2,2
HCC515-6h-0.1uM,18.5,2,2,3,100,2,2
HCC515-6h-0.5uM,18.5,2,2,3,100,2,2
HELA-24h-0.12uM,18.5,1,2,4,100,1,3
HEPG2-24h-10uM,18.5,4,1,4,100,1,1
PHH-6h-10uM,18.5,2,2,3,100,2,2
HA1E-24h-0.04uM,18.666666666666668,2,2,2,100,4,2
HEPG2-6h-80uM,18.666666666666668,2,2,4,100,2,2
HS578T-3h-10uM,18.666666666666668,2,2,4,100,2,2
MCF7-24h-3uM,18.666666666666668,2,3,4,100,2,1
