triple,mean_rank,AI,CG,DLPFC,NAC,OFC,SUB
A375-24h-10uM,1,1,1,1,1,1,1
A375-6h-10uM,1,1,1,1,1,1,1
A549-24h-10uM,1,1,1,1,1,1,1
A549-6h-10uM,1,1,1,1,1,1,1
HA1E-6h-10uM,1,1,1,1,1,1,1
HCC515-6h-10uM,1,1,1,1,1,1,1
HEPG2-6h-10uM,1,1,1,1,1,1,1
HT29-6h-10uM,1,1,1,1,1,1,1
MCF7-24h-0.04uM,1,1,1,1,1,1,1
MCF7-24h-10uM,1,1,1,1,1,1,1
MCF7-6h-10uM,1,1,1,1,1,1,1
PC3-24h-0.37uM,1,1,1,1,1,1,1
PC3-24h-10uM,1,1,1,1,1,1,1
PC3-6h-10uM,1,1,1,1,1,1,1
CORL23-6h-10uM,1.1666666666666667,1,1,1,2,1,1
NCIH2073-6h-10uM,1.1666666666666667,1,1,2,1,1,1
PC3-24h-1.11uM,1.1666666666666667,1,1,2,1,1,1
PC3-24h-3.33uM,1.1666666666666667,1,1,2,1,1,1
SKMEL28-6h-10uM,1.1666666666666667,1,1,1,2,1,1
VCAP-24h-10uM,1.1666666666666667,1,1,1,2,1,1
VCAP-6h-10uM,1.1666666666666667,1,1,1,2,1,1
YAPC-24h-10uM,1.1666666666666667,1,1,2,1,1,1
A375-24h-3.33uM,1.3333333333333333,2,1,2,1,1,1
H1299-6h-10uM,1.3333333333333333,1,1,1,3,1,1
HCC515-24h-10uM,1.3333333333333333,1,1,1,1,2,2
HT29-24h-10uM,1.3333333333333333,1,1,1,2,1,2
YAPC-24h-1.11uM,1.3333333333333333,1,1,3,1,1,1
A375-24h-1.11uM,1.5,1,1,3,2,1,1
A549-6h-3uM,1.5,2,1,1,2,2,1
PC3-6h-3uM,1.5,1,2,2,2,1,1
SNUC5-6h-10uM,1.5,1,1,2,2,2,1
ASC-24h-10uM,1.6666666666666667,2,1,1,2,1,3
HA1E-24h-10uM,1.6666666666666667,2,1,3,2,1,1
OV7-6h-10uM,1.6666666666666667,1,1,2,2,2,2
SW620-6h-10uM,1.6666666666666667,1,1,1,5,1,1
YAPC-24h-0.37uM,1.6666666666666667,1,1,5,1,1,1
HS578T-3h-10uM,1.8333333333333333,1,1,2,4,2,1
LOVO-6h-10uM,1.8333333333333333,2,1,2,2,2,2
PC3-24h-0.5uM,1.8333333333333333,2,2,2,2,2,1
CL34-6h-10uM,2,2,2,2,2,2,2
HCC15-6h-10uM,2,2,2,3,3,1,1
HUVEC-24h-10uM,2,1,1,4,1,3,2
PC3-24h-0.12uM,2,1,2,2,1,5,1
MDST8-6h-10uM,2.1666666666666665,2,2,1,3,3,2
RMUGS-6h-10uM,2.1666666666666665,2,2,2,3,2,2
T3M10-6h-10uM,2.1666666666666665,1,2,3,3,3,1
YAPC-24h-0.12uM,2.1666666666666665,1,1,3,1,2,5
MCF7-24h-0.12uM,2.3333333333333335,2,2,4,1,3,2
NPC-24h-10uM,2.3333333333333335,5,1,2,2,2,2
SKLU1-6h-10uM,2.3333333333333335,2,1,5,2,2,2
HCC515-6h-0.5uM,2.5,2,2,4,3,2,2
MCF7-24h-0.5uM,2.5,4,1,2,4,3,1
PC3-24h-0.04uM,2.5,2,3,2,1,5,2
A549-6h-0.1uM,2.6666666666666665,3,2,3,3,3,2
HT115-6h-10uM,2.6666666666666665,4,2,2,4,2,2
NCIH1694-6h-10uM,2.6666666666666665,2,2,5,5,1,1
HELA-24h-0.37uM,2.8333333333333335,4,2,4,2,1,4
SKBR3-3h-10uM,2.8333333333333335,2,2,3,5,2,3
SW620-6h-80uM,2.8333333333333335,3,2,3,5,2,2
A375-6h-0.5uM,3,3,3,3,3,3,3
A375-6h-80uM,3,3,3,3,3,3,3
HCT116-6h-10uM,3,2,2,4,4,2,4
HELA-24h-0.04uM,3,4,2,2,4,2,4
HEPG2-24h-10uM,3,4,4,2,4,2,2
HME1-3h-10uM,3,2,2,4,4,2,4
SKL.C-24h-10uM,3,3,3,3,3,3,3
SNUC4-6h-10uM,3,3,2,2,3,5,3
CORL23-6h-30uM,3.1666666666666665,3,3,3,3,3,4
SNU1040-6h-10uM,3.1666666666666665,3,2,5,2,5,2
THP1-6h-10uM,3.1666666666666665,2,2,3,5,5,2
HA1E-6h-80uM,3.3333333333333335,4,2,3,3,4,4
HELA-24h-0.12uM,3.3333333333333335,4,4,4,2,2,4
SW620-6h-100uM,3.3333333333333335,3,3,3,5,3,3
RMGI-6h-10uM,3.5,2,1,5,5,5,3
HME1-3h-3.33uM,4,4,4,4,4,4,4
NOMO1-6h-10uM,4.166666666666667,5,3,5,5,5,2
MCF7-6h-30uM,4.333333333333333,4,4,5,4,4,5
PC3-6h-1uM,4.5,2,5,5,5,5,5
