region,cellline,time,concentration,n
AI,A375,24h,0.04uM,80
AI,A375,24h,0.08uM,1
AI,A375,24h,0.12uM,70
AI,A375,24h,0.1uM,5
AI,A375,24h,0.21uM,1
AI,A375,24h,0.37uM,83
AI,A375,24h,0.5uM,4
AI,A375,24h,1.11uM,73
AI,A375,24h,100uM,4
AI,A375,24h,10uM,187
AI,A375,24h,11.2uM,2
AI,A375,24h,1uM,7
AI,A375,24h,3.33uM,89
AI,A375,24h,3.73uM,1
AI,A375,24h,3uM,7
AI,A375,24h,40uM,1
AI,A375,24h,5uM,2
AI,A375,24h,6.79uM,1
AI,A375,24h,80uM,3
AI,A375,6h,0.1uM,4
AI,A375,6h,0.5uM,5
AI,A375,6h,100uM,2
AI,A375,6h,10uM,271
AI,A375,6h,3uM,5
AI,A375,6h,40uM,1
AI,A549,24h,0.001uM,5
AI,A549,24h,0.01uM,6
AI,A549,24h,0.04uM,10
AI,A549,24h,0.12uM,15
AI,A549,24h,0.1uM,3
AI,A549,24h,0.37uM,19
AI,A549,24h,0.41uM,1
AI,A549,24h,0.5uM,9
AI,A549,24h,1.11uM,19
AI,A549,24h,100uM,3
AI,A549,24h,10uM,241
AI,A549,24h,1uM,12
AI,A549,24h,3.33uM,18
AI,A549,24h,3.7uM,1
AI,A549,24h,3uM,3
AI,A549,24h,40uM,1
AI,A549,24h,5uM,2
AI,A549,24h,70uM,1
AI,A549,24h,80uM,2
AI,A549,6h,0.001uM,7
AI,A549,6h,0.01uM,16
AI,A549,6h,0.1uM,6
AI,A549,6h,0.5uM,9
AI,A549,6h,100uM,3
AI,A549,6h,10uM,251
AI,A549,6h,1uM,15
AI,A549,6h,3uM,19
AI,A549,6h,5uM,1
AI,A549,6h,90uM,1
AI,A673,6h,100uM,2
AI,A673,6h,10uM,17
AI,A673,6h,1uM,1
AI,A673,6h,30uM,1
AI,A673,6h,40uM,1
AI,A673,6h,80uM,1
AI,A673,6h,90uM,1
AI,AGS,6h,0.5uM,1
AI,AGS,6h,100uM,1
AI,AGS,6h,10uM,13
AI,AGS,6h,1uM,2
AI,AGS,6h,40uM,2
AI,AGS,6h,80uM,2
AI,ASC,24h,0.04uM,5
AI,ASC,24h,0.12uM,6
AI,ASC,24h,0.37uM,3
AI,ASC,24h,1.11uM,1
AI,ASC,24h,10uM,80
AI,ASC,24h,3.33uM,2
AI,ASC.C,24h,0.04uM,6
AI,ASC.C,24h,0.12uM,3
AI,ASC.C,24h,0.37uM,6
AI,ASC.C,24h,1.11uM,10
AI,ASC.C,24h,10uM,13
AI,ASC.C,24h,3.33uM,4
AI,BT20,24h,0.04uM,10
AI,BT20,24h,0.12uM,4
AI,BT20,24h,0.1uM,4
AI,BT20,24h,0.37uM,4
AI,BT20,24h,0.5uM,8
AI,BT20,24h,1.11uM,5
AI,BT20,24h,10uM,13
AI,BT20,24h,1uM,5
AI,BT20,24h,3.33uM,3
AI,BT20,3h,0.04uM,1
AI,BT20,3h,0.12uM,3
AI,BT20,3h,0.37uM,2
AI,BT20,3h,1.11uM,3
AI,BT20,3h,10uM,8
AI,BT20,3h,3.33uM,4
AI,BT20,6h,0.1uM,4
AI,BT20,6h,0.5uM,5
AI,BT20,6h,10uM,6
AI,BT20,6h,1uM,8
AI,CD34,24h,0.04uM,7
AI,CD34,24h,0.12uM,7
AI,CD34,24h,0.37uM,6
AI,CD34,24h,0.5uM,4
AI,CD34,24h,1.11uM,6
AI,CD34,24h,10uM,10
AI,CD34,24h,1uM,5
AI,CD34,24h,3.33uM,6
AI,CD34,24h,3uM,2
AI,CD34,6h,0.5uM,2
AI,CD34,6h,1uM,3
AI,CD34,6h,3uM,3
AI,CL34,6h,0.1uM,2
AI,CL34,6h,0.5uM,1
AI,CL34,6h,100uM,2
AI,CL34,6h,10uM,11
AI,CL34,6h,1uM,1
AI,CL34,6h,40uM,2
AI,CL34,6h,5uM,1
AI,CL34,6h,80uM,3
AI,CORL23,6h,100uM,1
AI,CORL23,6h,10uM,8
AI,CORL23,6h,40uM,2
AI,COV644,6h,10uM,12
AI,DV90,6h,0.5uM,2
AI,DV90,6h,10uM,12
AI,DV90,6h,90uM,1
AI,EFO27,6h,0.1uM,2
AI,EFO27,6h,0.5uM,2
AI,EFO27,6h,100uM,4
AI,EFO27,6h,10uM,6
AI,EFO27,6h,30uM,1
AI,EFO27,6h,40uM,1
AI,EFO27,6h,70uM,1
AI,EFO27,6h,80uM,1
AI,FIBRNPC,24h,0.1uM,1
AI,FIBRNPC,24h,10uM,37
AI,FIBRNPC,24h,1uM,1
AI,FIBRNPC,6h,10uM,14
