region,cellline,time,concentration,n
AI,A375,24h,0.04uM,101
AI,A375,24h,0.05uM,1
AI,A375,24h,0.12uM,79
AI,A375,24h,0.1uM,3
AI,A375,24h,0.37uM,82
AI,A375,24h,0.5uM,7
AI,A375,24h,0.75uM,1
AI,A375,24h,1.11uM,97
AI,A375,24h,100uM,1
AI,A375,24h,10uM,196
AI,A375,24h,1uM,7
AI,A375,24h,3.33uM,113
AI,A375,24h,3.7uM,2
AI,A375,24h,3uM,5
AI,A375,24h,4.17uM,1
AI,A375,24h,40uM,4
AI,A375,24h,5uM,1
AI,A375,24h,6.79uM,1
AI,A375,24h,80uM,2
AI,A375,24h,9.58uM,1
AI,A375,6h,0.1uM,9
AI,A375,6h,0.5uM,7
AI,A375,6h,100uM,4
AI,A375,6h,10uM,210
AI,A375,6h,3uM,3
AI,A375,6h,40uM,1
AI,A375,6h,5uM,1
AI,A375,6h,80uM,2
AI,A549,24h,0.001uM,11
AI,A549,24h,0.01uM,15
AI,A549,24h,0.04uM,27
AI,A549,24h,0.12uM,31
AI,A549,24h,0.1uM,8
AI,A549,24h,0.37uM,21
AI,A549,24h,0.5uM,7
AI,A549,24h,1.11uM,25
AI,A549,24h,100uM,1
AI,A549,24h,10uM,256
AI,A549,24h,1uM,17
AI,A549,24h,3.33uM,23
AI,A549,24h,3uM,12
AI,A549,6h,0.001uM,11
AI,A549,6h,0.01uM,9
AI,A549,6h,0.1uM,7
AI,A549,6h,0.5uM,8
AI,A549,6h,100uM,4
AI,A549,6h,10uM,216
AI,A549,6h,1uM,10
AI,A549,6h,3uM,13
AI,A673,6h,100uM,2
AI,A673,6h,10uM,10
AI,A673,6h,3uM,1
AI,A673,6h,80uM,3
AI,AGS,6h,0.1uM,1
AI,AGS,6h,100uM,1
AI,AGS,6h,10uM,17
AI,AGS,6h,1uM,2
AI,AGS,6h,70uM,1
AI,ASC,24h,0.04uM,9
AI,ASC,24h,0.12uM,4
AI,ASC,24h,0.37uM,4
AI,ASC,24h,1.11uM,5
AI,ASC,24h,10uM,98
AI,ASC,24h,3.33uM,8
AI,ASC.C,24h,0.04uM,10
AI,ASC.C,24h,0.12uM,10
AI,ASC.C,24h,0.37uM,4
AI,ASC.C,24h,1.11uM,10
AI,ASC.C,24h,10uM,7
AI,ASC.C,24h,3.33uM,9
AI,BT20,24h,0.04uM,9
AI,BT20,24h,0.12uM,10
AI,BT20,24h,0.1uM,3
AI,BT20,24h,0.37uM,3
AI,BT20,24h,0.5uM,5
AI,BT20,24h,1.11uM,12
AI,BT20,24h,10uM,11
AI,BT20,24h,1uM,6
AI,BT20,24h,3.33uM,7
AI,BT20,3h,0.04uM,6
AI,BT20,3h,0.12uM,11
AI,BT20,3h,0.37uM,10
AI,BT20,3h,1.11uM,12
AI,BT20,3h,10uM,13
AI,BT20,3h,3.33uM,8
AI,BT20,6h,0.1uM,3
AI,BT20,6h,0.5uM,5
AI,BT20,6h,10uM,2
AI,BT20,6h,1uM,4
AI,CD34,24h,0.04uM,2
AI,CD34,24h,0.12uM,5
AI,CD34,24h,0.37uM,6
AI,CD34,24h,1.11uM,9
AI,CD34,24h,10uM,5
AI,CD34,24h,1uM,2
AI,CD34,24h,3.33uM,7
AI,CD34,24h,3uM,1
AI,CD34,6h,10uM,2
AI,CD34,6h,1uM,2
AI,CD34,6h,3uM,1
AI,CL34,6h,100uM,2
AI,CL34,6h,10uM,6
AI,CL34,6h,40uM,1
AI,CL34,6h,5uM,1
AI,CL34,6h,80uM,1
AI,CORL23,6h,10uM,12
AI,CORL23,6h,1uM,1
AI,COV644,6h,10uM,9
AI,COV644,6h,30uM,1
AI,DV90,6h,100uM,4
AI,DV90,6h,10uM,12
AI,DV90,6h,80uM,3
AI,EFO27,6h,0.1uM,1
AI,EFO27,6h,100uM,2
AI,EFO27,6h,10uM,8
AI,EFO27,6h,40uM,1
AI,FIBRNPC,24h,0.1uM,1
AI,FIBRNPC,24h,10uM,32
AI,FIBRNPC,6h,0.1uM,2
AI,FIBRNPC,6h,10uM,20
AI,H1299,6h,0.1uM,1
AI,H1299,6h,0.5uM,1
AI,H1299,6h,10uM,13
AI,H1299,6h,1uM,2
AI,H1299,6h,40uM,1
AI,H1299,6h,70uM,1
AI,H1299,6h,80uM,3
AI,H1299,6h,90uM,1
AI,HA1E,24h,0.01uM,1
AI,HA1E,24h,0.04uM,158
AI,HA1E,24h,0.06uM,1
AI,HA1E,24h,0.08uM,1
AI,HA1E,24h,0.12uM,108
AI,HA1E,24h,0.1uM,6
AI,HA1E,24h,0.37uM,124
AI,HA1E,24h,0.41uM,1
AI,HA1E,24h,0.46uM,1
AI,HA1E,24h,0.5uM,3
AI,HA1E,24h,1.11uM,119
AI,HA1E,24h,10uM,379
AI,HA1E,24h,1uM,4
AI,HA1E,24h,20uM,11
AI,HA1E,24h,2uM,1
AI,HA1E,24h,3.33uM,145
AI,HA1E,24h,33.33uM,1
AI,HA1E,24h,3uM,3
AI,HA1E,24h,40uM,2
AI,HA1E,24h,5.77uM,1
AI,HA1E,24h,5uM,2
AI,HA1E,24h,70uM,1
AI,HA1E,24h,80uM,2
AI,HA1E,24h,90uM,3
AI,HA1E,6h,0.1uM,3
AI,HA1E,6h,0.5uM,4
AI,HA1E,6h,100uM,1
AI,HA1E,6h,10uM,191
AI,HA1E,6h,1uM,2
AI,HA1E,6h,20uM,8
AI,HA1E,6h,3uM,3
AI,HA1E,6h,40uM,1
AI,HA1E,6h,5uM,2
AI,HA1E,6h,80uM,1
AI,HCC15,6h,0.1uM,1
AI,HCC15,6h,0.5uM,1
AI,HCC15,6h,100uM,2
AI,HCC15,6h,10uM,19
AI,HCC15,6h,1uM,1
AI,HCC15,6h,30uM,1
AI,HCC15,6h,3uM,1
AI,HCC15,6h,40uM,1
AI,HCC15,6h,5uM,1
AI,HCC15,6h,80uM,3
AI,HCC15,6h,90uM,2
AI,HCC515,24h,0.04uM,27
AI,HCC515,24h,0.12uM,18
AI,HCC515,24h,0.1uM,1
AI,HCC515,24h,0.37uM,37
AI,HCC515,24h,1.11uM,30
AI,HCC515,24h,100uM,2
AI,HCC515,24h,10uM,101
AI,HCC515,24h,3.33uM,21
AI,HCC515,24h,90uM,1
AI,HCC515,6h,0.001uM,2
AI,HCC515,6h,0.01uM,5
AI,HCC515,6h,0.1uM,1
AI,HCC515,6h,0.5uM,3
AI,HCC515,6h,100uM,2
AI,HCC515,6h,10uM,136
AI,HCC515,6h,3uM,3
AI,HCC515,6h,80uM,1
AI,HCT116,6h,0.1uM,1
AI,HCT116,6h,0.5uM,1
AI,HCT116,6h,10uM,9
AI,HCT116,6h,1uM,1
AI,HCT116,6h,30uM,1
AI,HCT116,6h,40uM,1
AI,HCT116,6h,80uM,2
AI,HCT116,6h,90uM,1
AI,HEC108,6h,0.1uM,1
AI,HEC108,6h,100uM,2
AI,HEC108,6h,10uM,10
AI,HEC108,6h,40uM,2
AI,HEC108,6h,80uM,1
AI,HEK293T,24h,0.1uM,1
AI,HEK293T,24h,0.5uM,2
AI,HEK293T,24h,10uM,6
AI,HEK293T,24h,3uM,1
AI,HEK293T,6h,0.1uM,1
AI,HEK293T,6h,10uM,3
AI,HEK293T,6h,3uM,2
AI,HELA,24h,0.01uM,1
AI,HELA,24h,0.02uM,1
AI,HELA,24h,0.04uM,110
AI,HELA,24h,0.06uM,1
AI,HELA,24h,0.12uM,84
AI,HELA,24h,0.18uM,1
AI,HELA,24h,0.37uM,69
AI,HELA,24h,1.11uM,89
AI,HELA,24h,1.12uM,1
AI,HELA,24h,1.24uM,1
AI,HELA,24h,1.6uM,1
AI,HELA,24h,10uM,125
AI,HELA,24h,1uM,1
AI,HELA,24h,3.33uM,110
AI,HELA,24h,3.35uM,1
AI,HEPG2,24h,0.04uM,17
AI,HEPG2,24h,0.12uM,12
AI,HEPG2,24h,0.37uM,22
AI,HEPG2,24h,1.11uM,18
AI,HEPG2,24h,10uM,29
AI,HEPG2,24h,1uM,1
AI,HEPG2,24h,3.33uM,28
AI,HEPG2,24h,5uM,1
AI,HEPG2,6h,100uM,2
AI,HEPG2,6h,10uM,121
AI,HEPG2,6h,1uM,2
AI,HEPG2,6h,3uM,3
AI,HEPG2,6h,40uM,1
AI,HEPG2,6h,5uM,1
AI,HEPG2,6h,90uM,1
AI,HL60,24h,0.5uM,1
AI,HL60,24h,1uM,2
AI,HL60,24h,3uM,1
AI,HL60,6h,0.5uM,4
AI,HL60,6h,10uM,5
AI,HL60,6h,1uM,5
AI,HL60,6h,3uM,6
AI,HME1,24h,0.04uM,8
AI,HME1,24h,0.12uM,2
AI,HME1,24h,0.37uM,6
AI,HME1,24h,1.11uM,4
AI,HME1,24h,10uM,14
AI,HME1,24h,3.33uM,7
AI,HME1,3h,0.04uM,6
AI,HME1,3h,0.12uM,5
AI,HME1,3h,0.37uM,4
AI,HME1,3h,1.11uM,4
AI,HME1,3h,10uM,11
AI,HME1,3h,3.33uM,7
AI,HS27A,6h,10uM,2
AI,HS578T,24h,0.04uM,6
AI,HS578T,24h,0.12uM,10
AI,HS578T,24h,0.1uM,4
AI,HS578T,24h,0.37uM,4
AI,HS578T,24h,0.5uM,4
AI,HS578T,24h,1.11uM,7
AI,HS578T,24h,10uM,11
AI,HS578T,24h,1uM,7
AI,HS578T,24h,3.33uM,12
AI,HS578T,3h,0.04uM,9
AI,HS578T,3h,0.12uM,7
AI,HS578T,3h,0.37uM,9
AI,HS578T,3h,1.11uM,7
AI,HS578T,3h,10uM,16
AI,HS578T,3h,3.33uM,12
AI,HS578T,6h,0.1uM,6
AI,HS578T,6h,0.5uM,3
AI,HS578T,6h,10uM,3
AI,HS578T,6h,1uM,3
AI,HT115,6h,100uM,1
AI,HT115,6h,10uM,4
AI,HT29,24h,0.04uM,140
AI,HT29,24h,0.12uM,113
AI,HT29,24h,0.18uM,1
AI,HT29,24h,0.21uM,1
AI,HT29,24h,0.35uM,1
AI,HT29,24h,0.37uM,128
AI,HT29,24h,0.43uM,1
AI,HT29,24h,0.5uM,1
AI,HT29,24h,0.75uM,1
AI,HT29,24h,1.11uM,116
AI,HT29,24h,1.12uM,2
AI,HT29,24h,100uM,4
AI,HT29,24h,10uM,163
AI,HT29,24h,1uM,4
AI,HT29,24h,2.26uM,1
AI,HT29,24h,3.33uM,146
AI,HT29,24h,30uM,2
AI,HT29,24h,3uM,2
AI,HT29,24h,40uM,1
AI,HT29,24h,6.79uM,1
AI,HT29,24h,8.11uM,1
AI,HT29,6h,0.5uM,2
AI,HT29,6h,100uM,2
AI,HT29,6h,10uM,201
AI,HT29,6h,1uM,1
AI,HT29,6h,3uM,1
AI,HT29,6h,40uM,1
AI,HT29,6h,80uM,2
AI,HUES3,24h,0.04uM,6
AI,HUES3,24h,0.12uM,3
AI,HUES3,24h,0.37uM,2
AI,HUES3,24h,1.11uM,2
AI,HUES3,24h,10uM,10
AI,HUES3,24h,3.33uM,3
AI,HUH7,24h,10uM,4
AI,HUH7,24h,1uM,2
AI,HUH7,24h,3uM,1
AI,HUH7,6h,0.1uM,1
AI,HUH7,6h,10uM,4
AI,HUH7,6h,3uM,4
AI,HUVEC,24h,0.04uM,4
AI,HUVEC,24h,0.12uM,4
AI,HUVEC,24h,0.37uM,6
AI,HUVEC,24h,1.11uM,7
AI,HUVEC,24h,10uM,9
AI,JHUEM2,6h,10uM,4
AI,JHUEM2,6h,30uM,1
AI,JURKAT,24h,0.04uM,1
AI,JURKAT,24h,0.1uM,1
AI,JURKAT,24h,0.37uM,1
AI,JURKAT,24h,0.5uM,1
AI,JURKAT,24h,1.11uM,4
AI,JURKAT,24h,10uM,1
AI,JURKAT,24h,3.33uM,3
AI,JURKAT,24h,3uM,2
AI,JURKAT,6h,10uM,2
AI,LNCAP,24h,0.04uM,1
AI,LNCAP,24h,0.12uM,1
AI,LNCAP,24h,0.37uM,1
AI,LNCAP,24h,1.11uM,4
AI,LNCAP,24h,10uM,4
AI,LNCAP,24h,3.33uM,1
AI,LNCAP,3h,0.04uM,3
AI,LNCAP,3h,0.12uM,2
AI,LNCAP,3h,0.37uM,3
AI,LNCAP,3h,1.11uM,4
AI,LNCAP,3h,10uM,3
AI,LNCAP,3h,3.33uM,1
AI,LOVO,6h,100uM,1
AI,LOVO,6h,10uM,9
AI,LOVO,6h,1uM,1
AI,LOVO,6h,40uM,1
AI,LOVO,6h,80uM,1
AI,MCF10A,24h,0.04uM,2
AI,MCF10A,24h,0.12uM,4
AI,MCF10A,24h,0.1uM,6
AI,MCF10A,24h,0.37uM,8
AI,MCF10A,24h,0.5uM,3
AI,MCF10A,24h,1.11uM,10
AI,MCF10A,24h,10uM,17
AI,MCF10A,24h,1uM,4
AI,MCF10A,24h,3.33uM,7
AI,MCF10A,3h,0.04uM,4
AI,MCF10A,3h,0.12uM,8
AI,MCF10A,3h,0.37uM,8
AI,MCF10A,3h,1.11uM,12
AI,MCF10A,3h,10uM,20
AI,MCF10A,3h,3.33uM,9
AI,MCF10A,6h,0.1uM,5
AI,MCF10A,6h,0.5uM,6
AI,MCF10A,6h,10uM,7
AI,MCF10A,6h,1uM,3
AI,MCF7,24h,0.001uM,12
AI,MCF7,24h,0.01uM,29
