region,cellline,time,concentration,n
AI,A375,24h,0.04uM,117
AI,A375,24h,0.08uM,1
AI,A375,24h,0.12uM,98
AI,A375,24h,0.1uM,3
AI,A375,24h,0.21uM,1
AI,A375,24h,0.37uM,119
AI,A375,24h,0.5uM,3
AI,A375,24h,0uM,1
AI,A375,24h,1.11uM,129
AI,A375,24h,100uM,4
AI,A375,24h,10uM,304
AI,A375,24h,11.2uM,1
AI,A375,24h,1uM,1
AI,A375,24h,3.33uM,184
AI,A375,24h,3.36uM,1
AI,A375,24h,3.73uM,1
AI,A375,24h,30uM,1
AI,A375,24h,3uM,3
AI,A375,24h,4.17uM,1
AI,A375,24h,40uM,4
AI,A375,24h,5.77uM,2
AI,A375,24h,5uM,2
AI,A375,24h,6.79uM,1
AI,A375,24h,70uM,1
AI,A375,24h,80uM,3
AI,A375,24h,90uM,2
AI,A375,6h,0.1uM,7
AI,A375,6h,0.5uM,7
AI,A375,6h,100uM,3
AI,A375,6h,10uM,350
AI,A375,6h,1uM,1
AI,A375,6h,3uM,6
AI,A375,6h,40uM,1
AI,A375,6h,5uM,1
AI,A375,6h,80uM,5
AI,A549,24h,0.001uM,14
AI,A549,24h,0.01uM,2
AI,A549,24h,0.04uM,17
AI,A549,24h,0.12uM,18
AI,A549,24h,0.1uM,12
AI,A549,24h,0.37uM,18
AI,A549,24h,0.5uM,18
AI,A549,24h,1.11uM,19
AI,A549,24h,100uM,3
AI,A549,24h,10uM,244
AI,A549,24h,1uM,5
AI,A549,24h,3.33uM,20
AI,A549,24h,33.33uM,1
AI,A549,24h,3uM,11
AI,A549,24h,40uM,2
AI,A549,24h,5uM,1
AI,A549,24h,70uM,1
AI,A549,24h,80uM,2
AI,A549,24h,90uM,1
AI,A549,6h,0.001uM,6
AI,A549,6h,0.01uM,15
AI,A549,6h,0.1uM,17
AI,A549,6h,0.5uM,20
AI,A549,6h,100uM,7
AI,A549,6h,10uM,313
AI,A549,6h,1uM,28
AI,A549,6h,3uM,30
AI,A549,6h,40uM,3
