Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
DLPFC_Medication,ST50982848,-0.58667754,InputSig,NA,NA,LINCSCP_42375,NPC,10uM,24h
DLPFC_Medication,Nifedipine,-0.580544,InputSig,NA,NA,LINCSCP_42936,NPC,10uM,24h
DLPFC_Medication,Clofibric acid,-0.57992014,InputSig,NA,NA,LINCSCP_262299,NPC,10uM,24h
DLPFC_Medication,Veratridine,-0.57531847,InputSig,NA,NA,LINCSCP_52765,SKB,10uM,24h
DLPFC_Medication,AC1O7M2R,-0.57480746,InputSig,NA,NA,LINCSCP_42923,NPC,10uM,24h
DLPFC_Medication,W13,-0.5734984,InputSig,NA,NA,LINCSCP_262631,NPC,10uM,24h
DLPFC_Medication,Digoxigenin,-0.56251188,InputSig,NA,NA,LINCSCP_262830,NPC,10uM,24h
DLPFC_Medication,Xanthohumol,-0.53852653,InputSig,NA,NA,LINCSCP_42455,NPC,10uM,24h
DLPFC_Medication,Trapidil,-0.53681279,InputSig,NA,NA,LINCSCP_262460,NPC,10uM,24h
DLPFC_Medication,Broad-Sai-296,-0.53451126,InputSig,NA,NA,LINCSCP_17118,HA1E,0.5uM,24h
DLPFC_Medication,SPECTRUM_000281,-0.52411226,InputSig,NA,NA,LINCSCP_262741,NPC,10uM,24h
DLPFC_Medication,CHEMBL97698,-0.51555623,InputSig,NA,NA,LINCSCP_42350,NPC,10uM,24h
DLPFC_Medication,Thiorphan,-0.51249444,InputSig,NA,NA,LINCSCP_284852,SKB,10uM,24h
DLPFC_Medication,SUGA1_010064,-0.5054875,InputSig,NA,NA,LINCSCP_42282,NPC,10uM,24h
DLPFC_Medication,PK04_096316,-0.50511187,InputSig,NA,NA,LINCSCP_261794,NPC,10uM,24h
DLPFC_Medication,CGP 60474,-0.50322988,InputSig,NA,NA,LINCSCP_42318,NPC,10uM,24h
DLPFC_Medication,Rivaroxaban,-0.49303342,InputSig,NA,NA,LINCSCP_42409,NPC,10uM,24h
DLPFC_Medication,BRD-K94390774,-0.49211027,InputSig,NA,NA,LINCSCP_260962,NKDBA,1uM,24h
DLPFC_Medication,Dids,-0.49071566,InputSig,NA,NA,LINCSCP_42846,NPC,10uM,24h
DLPFC_Medication,Mibefradil,-0.4345728,InputSig,NA,NA,LINCSCP_64873,VCAP,0.5uM,24h
DLPFC_Medication,Daph,-0.43258442,InputSig,NA,NA,LINCSCP_42383,NPC,10uM,24h
DLPFC_Medication,BRN 1087718,-0.43228117,InputSig,NA,NA,LINCSCP_261609,NPC,10uM,24h
DLPFC_Medication,CHEMBL2134949,-0.43164126,InputSig,NA,NA,LINCSCP_49868,PHH,10uM,24h
DLPFC_Medication,Spironolactone,-0.43064164,InputSig,NA,NA,LINCSCP_42674,NPC,10uM,24h
