Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
DLPFC_Overall,Antipyrine,0.29596067,InputSig,NA,NA,LINCSCP_108189,HELA,0.12uM,24h
DLPFC_Overall,PF-04447943,0.28405662,InputSig,NA,NA,LINCSCP_96070,HA1E,0.37uM,24h
DLPFC_Overall,Inolitazone (dihydrochloride),0.28359778,InputSig,NA,NA,LINCSCP_73125,A375,0.12uM,24h
DLPFC_Overall,Mitoxantrone,0.28071291,InputSig,NA,NA,LINCSCP_130837,MCF10A,1.11uM,3h
DLPFC_Overall,Nebivolol,0.28008563,InputSig,NA,NA,LINCSCP_169974,YAPC,10uM,24h
DLPFC_Overall,AKT Inhibitor VIII,0.26603099,InputSig,NA,NA,LINCSCP_107727,HELA,0.37uM,24h
DLPFC_Overall,BRD-K56243496,0.26067256,InputSig,NA,NA,LINCSCP_65663,VCAP,10uM,24h
DLPFC_Overall,Rita,0.26007309,InputSig,NA,NA,LINCSCP_10319,A673,10uM,6h
DLPFC_Overall,QS-11,0.25946123,InputSig,NA,NA,LINCSCP_54874,THP1,10uM,6h
DLPFC_Overall,BRD-K62993927,0.25697229,InputSig,NA,NA,LINCSCP_63234,VCAP,5uM,24h
DLPFC_Overall,Masitinib,0.25629809,InputSig,NA,NA,LINCSCP_129562,JURKAT,1.11uM,24h
DLPFC_Overall,Medetomidine,0.25606845,InputSig,NA,NA,LINCSCP_119902,HT29,0.37uM,24h
DLPFC_Overall,Talnetant,0.25504136,InputSig,NA,NA,LINCSCP_95888,HA1E,3.33uM,24h
DLPFC_Overall,Ledipasvir,0.25249822,InputSig,NA,NA,LINCSCP_121621,HT29,1.11uM,24h
DLPFC_Overall,Febuxostat,0.25244023,InputSig,NA,NA,LINCSCP_107783,HELA,0.04uM,24h
DLPFC_Overall,MLS001250347,0.2477357,InputSig,NA,NA,LINCSCP_1151,A375,10uM,24h
DLPFC_Overall,BRD-A98888159,0.24694628,InputSig,NA,NA,LINCSCP_107657,HELA,0.04uM,24h
DLPFC_Overall,TH-302,0.24233802,InputSig,NA,NA,LINCSCP_119881,HT29,10uM,24h
DLPFC_Overall,BRD-A95504714,0.24194654,InputSig,NA,NA,LINCSCP_24172,HL60,10uM,6h
DLPFC_Overall,"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.24189785,InputSig,NA,NA,LINCSCP_54087,SW620,0.5uM,6h
DLPFC_Overall,Felbamate,0.24161753,InputSig,NA,NA,LINCSCP_103661,HELA,10uM,24h
DLPFC_Overall,Ziprasidone,0.24064717,InputSig,NA,NA,LINCSCP_71274,A375,0.37uM,24h
DLPFC_Overall,R547,0.24051338,InputSig,NA,NA,LINCSCP_76442,A375,0.37uM,24h
DLPFC_Overall,Palbociclib,0.23965927,InputSig,NA,NA,LINCSCP_29540,MCF10A,10uM,24h
DLPFC_Overall,6266-99-5,0.23651122,InputSig,NA,NA,LINCSCP_29030,HUH7,10uM,6h
DLPFC_Overall,CHEMBL1222381,0.23416607,InputSig,NA,NA,LINCSCP_4777,A549,80uM,6h
DLPFC_Overall,MLN-8054,0.2328769,InputSig,NA,NA,LINCSCP_29617,MCF10A,1uM,24h
DLPFC_Overall,Dabrafenib,0.23246534,InputSig,NA,NA,LINCSCP_114535,HME1,10uM,24h
DLPFC_Overall,PHA-793887,0.23175751,InputSig,NA,NA,LINCSCP_29572,MCF10A,1uM,24h
DLPFC_Overall,Penciclovir,0.23141469,InputSig,NA,NA,LINCSCP_95930,HA1E,3.33uM,24h
DLPFC_Overall,CX-5461,0.23117821,InputSig,NA,NA,LINCSCP_74287,A375,1.11uM,24h
DLPFC_Overall,Nafamostat Mesylate,0.23073408,InputSig,NA,NA,LINCSCP_121707,HT29,0.12uM,24h
DLPFC_Overall,BRD-K33451389,0.23005374,InputSig,NA,NA,LINCSCP_62275,VCAP,5uM,24h
DLPFC_Overall,Seliciclib,0.22986266,InputSig,NA,NA,LINCSCP_170220,YAPC,10uM,24h
DLPFC_Overall,Pantoprazole,0.22966734,InputSig,NA,NA,LINCSCP_119950,HT29,0.12uM,24h
