Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
OFC_Overall,W13,-0.48703851,InputSig,NA,NA,LINCSCP_262631,NPC,10uM,24h
OFC_Overall,ST50982848,-0.44355413,InputSig,NA,NA,LINCSCP_42375,NPC,10uM,24h
OFC_Overall,Thiorphan,-0.44284224,InputSig,NA,NA,LINCSCP_284852,SKB,10uM,24h
OFC_Overall,Digoxigenin,-0.43205578,InputSig,NA,NA,LINCSCP_262830,NPC,10uM,24h
OFC_Overall,SPECTRUM_000281,-0.41966227,InputSig,NA,NA,LINCSCP_262741,NPC,10uM,24h
OFC_Overall,Nifedipine,-0.41086257,InputSig,NA,NA,LINCSCP_42936,NPC,10uM,24h
OFC_Overall,AC1O7M2R,-0.40883543,InputSig,NA,NA,LINCSCP_42923,NPC,10uM,24h
OFC_Overall,Xanthohumol,-0.3937895,InputSig,NA,NA,LINCSCP_42455,NPC,10uM,24h
OFC_Overall,Veratridine,-0.39316602,InputSig,NA,NA,LINCSCP_52765,SKB,10uM,24h
OFC_Overall,Rivaroxaban,-0.39127373,InputSig,NA,NA,LINCSCP_42409,NPC,10uM,24h
OFC_Overall,Clofibric acid,-0.38272516,InputSig,NA,NA,LINCSCP_262299,NPC,10uM,24h
OFC_Overall,CHEMBL2134949,-0.37852925,InputSig,NA,NA,LINCSCP_49868,PHH,10uM,24h
OFC_Overall,Trapidil,-0.36813579,InputSig,NA,NA,LINCSCP_262460,NPC,10uM,24h
OFC_Overall,Daph,-0.36809192,InputSig,NA,NA,LINCSCP_42383,NPC,10uM,24h
OFC_Overall,Azacitidine,-0.35846605,InputSig,NA,NA,LINCSCP_64853,VCAP,0.5uM,24h
OFC_Overall,CHEMBL97698,-0.35802462,InputSig,NA,NA,LINCSCP_42350,NPC,10uM,24h
OFC_Overall,SUGA1_010064,-0.35532406,InputSig,NA,NA,LINCSCP_42282,NPC,10uM,24h
OFC_Overall,CGP 60474,-0.35335177,InputSig,NA,NA,LINCSCP_42318,NPC,10uM,24h
OFC_Overall,CHEMBL2142684,-0.3513524,InputSig,NA,NA,LINCSCP_42163,NPC,10uM,24h
OFC_Overall,BRD-K29253960,-0.34815174,InputSig,NA,NA,LINCSCP_64891,VCAP,10uM,24h
