Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
OFC_Female,Nicotin-Amide,0.51011932,InputSig,NA,NA,LINCSCP_73924,A375,0.12uM,24h
OFC_Female,Ornidazole,0.44667967,InputSig,NA,NA,LINCSCP_168474,YAPC,0.04uM,24h
OFC_Female,CC-930,0.36586918,InputSig,NA,NA,LINCSCP_124592,HT29,0.37uM,24h
OFC_Female,Tasisulam,0.35173917,InputSig,NA,NA,LINCSCP_157255,PC3,1.11uM,24h
OFC_Female,AZD3514,0.3229246,InputSig,NA,NA,LINCSCP_77869,A375,0.37uM,24h
OFC_Female,Amoxapine,0.31915712,InputSig,NA,NA,LINCSCP_156847,PC3,3.33uM,24h
OFC_Female,"L741,626",0.31261425,InputSig,NA,NA,LINCSCP_52566,SKB,10uM,24h
OFC_Female,Fosfomycin Tromethamine,0.30978823,InputSig,NA,NA,LINCSCP_77624,A375,0.37uM,24h
OFC_Female,MLS002473428,0.29577487,InputSig,NA,NA,LINCSCP_5639,A549,10uM,6h
OFC_Female,Raloxifene,0.29462719,InputSig,NA,NA,LINCSCP_158973,PC3,10uM,24h
OFC_Female,GW 405833,0.29285102,InputSig,NA,NA,LINCSCP_18683,HCC515,10uM,6h
OFC_Female,Tasquinimod,0.28217249,InputSig,NA,NA,LINCSCP_121407,HT29,0.12uM,24h
OFC_Female,"ICI 182,780",0.28103867,InputSig,NA,NA,LINCSCP_156981,PC3,0.37uM,24h
OFC_Female,Dopamine,0.2788972,InputSig,NA,NA,LINCSCP_93932,HA1E,1.11uM,24h
OFC_Female,Foretinib,0.27726197,InputSig,NA,NA,LINCSCP_170621,YAPC,0.04uM,24h
OFC_Female,Ricolinostat,0.27706793,InputSig,NA,NA,LINCSCP_77958,A375,1.11uM,24h
OFC_Female,Enzastaurin,0.27678613,InputSig,NA,NA,LINCSCP_99430,HCC515,0.12uM,24h
OFC_Female,AZD-1480,0.27643322,InputSig,NA,NA,LINCSCP_159076,PC3,3.33uM,24h
OFC_Female,Quinacrine,0.27590506,InputSig,NA,NA,LINCSCP_78030,A375,1.11uM,24h
OFC_Female,AZD-8330,0.27544783,InputSig,NA,NA,LINCSCP_132337,MCF7,3.33uM,3h
OFC_Female,BRD-K56243496,0.27455801,InputSig,NA,NA,LINCSCP_65663,VCAP,10uM,24h
OFC_Female,MLS002699429,0.27433194,InputSig,NA,NA,LINCSCP_40345,NCIH596,40uM,6h
OFC_Female,Fiacitabine,0.27214647,InputSig,NA,NA,LINCSCP_104983,HELA,0.37uM,24h
OFC_Female,1-(3-Chlorophenyl)-4-hexylpiperazine,0.2693675,InputSig,NA,NA,LINCSCP_33274,MCF7,10uM,6h
OFC_Female,Mizolastine,0.26783951,InputSig,NA,NA,LINCSCP_73009,A375,0.12uM,24h
OFC_Female,Pomalidomide,0.26382914,InputSig,NA,NA,LINCSCP_121255,HT29,1.11uM,24h
OFC_Female,Midostaurin,0.26110861,InputSig,NA,NA,LINCSCP_169719,YAPC,0.37uM,24h
OFC_Female,Flavoxate,0.26090407,InputSig,NA,NA,LINCSCP_107754,HELA,10uM,24h
OFC_Female,BMS-707035,0.2587661,InputSig,NA,NA,LINCSCP_78123,A375,0.04uM,24h
OFC_Female,Amuvatinib,0.25790774,InputSig,NA,NA,LINCSCP_107513,HELA,1.11uM,24h
OFC_Female,CGP-12177,0.25736239,InputSig,NA,NA,LINCSCP_122388,HT29,1.11uM,24h
OFC_Female,Epigalocatechin Gallate,0.2572778,InputSig,NA,NA,LINCSCP_165805,SKL,0.37uM,24h
OFC_Female,Pictilisib,0.25722533,InputSig,NA,NA,LINCSCP_81447,A549,0.04uM,24h
