Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
CG_Male,Rita,0.33524612,InputSig,NA,NA,LINCSCP_10319,A673,10uM,6h
CG_Male,Teniposide,0.31192888,InputSig,NA,NA,LINCSCP_9521,A549,10uM,6h
CG_Male,"4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione",0.30947155,InputSig,NA,NA,LINCSCP_12592,CORL23,0.5uM,6h
CG_Male,Adarotene,0.30393586,InputSig,NA,NA,LINCSCP_121886,HT29,0.37uM,24h
CG_Male,Camptothecin,0.30352157,InputSig,NA,NA,LINCSCP_10222,A549,3uM,6h
CG_Male,Roquinimex,0.30318201,InputSig,NA,NA,LINCSCP_122224,HT29,10uM,24h
CG_Male,STK249718,0.30244053,InputSig,NA,NA,LINCSCP_23730,HEPG2,10uM,6h
CG_Male,Refametinib,0.29875764,InputSig,NA,NA,LINCSCP_77900,A375,0.12uM,24h
CG_Male,TILUDRONATE DISODIUM,0.29513262,InputSig,NA,NA,LINCSCP_154399,PC3,3.33uM,24h
CG_Male,ABT-333,0.29249377,InputSig,NA,NA,LINCSCP_122144,HT29,0.12uM,24h
CG_Male,(+)-Camptothecin,0.29162232,InputSig,NA,NA,LINCSCP_7119,A549,10uM,6h
CG_Male,NSC 663284,0.2893773,InputSig,NA,NA,LINCSCP_28913,HUH7,3uM,6h
CG_Male,Lofexidine,0.28803454,InputSig,NA,NA,LINCSCP_122149,HT29,0.37uM,24h
CG_Male,Amuvatinib,0.28527785,InputSig,NA,NA,LINCSCP_129386,JURKAT,3.33uM,24h
CG_Male,PLX-4720,0.28503984,InputSig,NA,NA,LINCSCP_9,A375,0.1uM,24h
CG_Male,"MEK162 (ARRY-162, ARRY-438162)",0.2848034,InputSig,NA,NA,LINCSCP_78248,A375,0.12uM,24h
CG_Male,SPECTRUM_001060,0.28442542,InputSig,NA,NA,LINCSCP_122095,HT29,0.37uM,24h
CG_Male,YC1,0.28379172,InputSig,NA,NA,LINCSCP_23460,HEPG2,20uM,24h
CG_Male,Palbociclib,0.28290321,InputSig,NA,NA,LINCSCP_11732,BT20,0.5uM,24h
CG_Male,6266-99-5,0.28265053,InputSig,NA,NA,LINCSCP_29030,HUH7,10uM,6h
CG_Male,SCHEMBL14177979,0.28116431,InputSig,NA,NA,LINCSCP_208846,HA1E,10uM,6h
CG_Male,Avagacestat (BMS-708163),0.27746575,InputSig,NA,NA,LINCSCP_160095,PC3,3.33uM,24h
CG_Male,BRD-A95504714,0.27528434,InputSig,NA,NA,LINCSCP_24173,HL60,3uM,6h
CG_Male,BRD-K51810646,0.27513484,InputSig,NA,NA,LINCSCP_259006,NEU,10uM,24h
CG_Male,BRD-A24396574-001-01-5,0.27407017,InputSig,NA,NA,LINCSCP_86286,BT20,10uM,3h
CG_Male,SMR000075319,0.27294335,InputSig,NA,NA,LINCSCP_866,A375,60uM,6h
CG_Male,AC1Q6JJ5,0.27214678,InputSig,NA,NA,LINCSCP_9784,A549,0.5uM,6h
CG_Male,SPECTRUM2_000920,0.27110444,InputSig,NA,NA,LINCSCP_44613,PC3,10uM,6h
CG_Male,GF-109203,0.27107979,InputSig,NA,NA,LINCSCP_39749,MDST8,10uM,6h
CG_Male,CEP-32496,0.26856246,InputSig,NA,NA,LINCSCP_72926,A375,0.37uM,24h
CG_Male,AC1MJ3VH,0.26770113,InputSig,NA,NA,LINCSCP_9394,A549,3uM,24h
CG_Male,PHA-793887,0.26710944,InputSig,NA,NA,LINCSCP_11768,BT20,1uM,24h
CG_Male,TAK-733,0.26709575,InputSig,NA,NA,LINCSCP_169329,YAPC,0.37uM,24h
CG_Male,Wortmannin,0.26662901,InputSig,NA,NA,LINCSCP_66690,A549,3uM,24h
CG_Male,BRD-A80960055-001-01-7,0.26660885,InputSig,NA,NA,LINCSCP_20385,HCC515,10uM,6h
CG_Male,ATN-161 (trifluoroacetate salt),0.26577862,InputSig,NA,NA,LINCSCP_121937,HT29,10uM,24h
CG_Male,AG 14361,0.26525482,InputSig,NA,NA,LINCSCP_50914,RMGI,20uM,6h
CG_Male,R428,0.26514351,InputSig,NA,NA,LINCSCP_137994,MCF7,10uM,24h
CG_Male,Auranofin,0.26448096,InputSig,NA,NA,LINCSCP_894,A375,10uM,6h
CG_Male,Genz-644282,0.26403285,InputSig,NA,NA,LINCSCP_143224,MCF7,0.04uM,24h
CG_Male,AS-605240,0.2625532,InputSig,NA,NA,LINCSCP_69630,A375,0.12uM,24h
CG_Male,BRD-K63513868,0.26220743,InputSig,NA,NA,LINCSCP_24138,HL60,10uM,24h
CG_Male,BRD-K80666761,0.26137446,InputSig,NA,NA,LINCSCP_28003,HT29,5uM,24h
CG_Male,Lamivudine,0.2608653,InputSig,NA,NA,LINCSCP_122172,HT29,1.11uM,24h
CG_Male,Irinotecan,0.26077368,InputSig,NA,NA,LINCSCP_33070,MCF7,10uM,24h
CG_Male,SN-38,0.25963208,InputSig,NA,NA,LINCSCP_92159,HA1E,3.33uM,24h
CG_Male,MLS006011051,0.2573506,InputSig,NA,NA,LINCSCP_20,A375,0.5uM,24h
CG_Male,Trifluridine,0.25677207,InputSig,NA,NA,LINCSCP_34650,MCF7,10uM,24h
CG_Male,SCHEMBL17052537,0.25672171,InputSig,NA,NA,LINCSCP_163604,SKBR3,0.12uM,24h
CG_Male,Floxuridine,0.25575477,InputSig,NA,NA,LINCSCP_142767,MCF7,0.12uM,24h
CG_Male,SB-218078,0.25563511,InputSig,NA,NA,LINCSCP_57,A375,10uM,6h
CG_Male,ZINC77024257,0.25443076,InputSig,NA,NA,LINCSCP_207854,H1299,10uM,6h
CG_Male,Tozasertib,0.25211398,InputSig,NA,NA,LINCSCP_9961,A549,10uM,24h
CG_Male,CDK4 Inhibitor III,0.25149077,InputSig,NA,NA,LINCSCP_23581,HEPG2,10uM,6h
CG_Male,Pictilisib,0.25124404,InputSig,NA,NA,LINCSCP_69394,A375,1.11uM,24h
CG_Male,Clarithromycin,0.25054801,InputSig,NA,NA,LINCSCP_153227,PC3,0.12uM,24h
CG_Male,Verapamil,0.25040468,InputSig,NA,NA,LINCSCP_154344,PC3,10uM,24h
CG_Male,BMS-299897,0.25011928,InputSig,NA,NA,LINCSCP_122166,HT29,1.11uM,24h
