Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
CG_Female,RO-281675,-0.9911739,InputSig,NA,NA,LINCSCP_53449,SKMEL28,100uM,6h
CG_Female,COT-10B,-0.98724387,InputSig,NA,NA,LINCSCP_54752,T3M10,40uM,6h
CG_Female,Ampalex,-0.9852132,InputSig,NA,NA,LINCSCP_73860,A375,10uM,24h
CG_Female,THZ-2-98-01,-0.9844536,InputSig,NA,NA,LINCSCP_130332,LNCAP,10uM,3h
CG_Female,SB-216763,-0.98363039,InputSig,NA,NA,LINCSCP_81763,A549,10uM,24h
CG_Female,BX 912,-0.98286718,InputSig,NA,NA,LINCSCP_132450,MCF7,10uM,3h
CG_Female,BRD-K45230579,-0.98027577,InputSig,NA,NA,LINCSCP_48441,PC3,10uM,24h
CG_Female,Enzastaurin,-0.97961,InputSig,NA,NA,LINCSCP_114808,HS578T,0.37uM,24h
CG_Female,936890-98-1,-0.97897741,InputSig,NA,NA,LINCSCP_132990,MCF7,3.33uM,3h
CG_Female,Belinostat,-0.97819566,InputSig,NA,NA,LINCSCP_83582,ASC.C,1.11uM,24h
CG_Female,BRD-K47121420,-0.97653404,InputSig,NA,NA,LINCSCP_49755,PC3,10uM,6h
CG_Female,MLS003329220,-0.97588017,InputSig,NA,NA,LINCSCP_57557,VCAP,10uM,24h
CG_Female,Rosmarinic acid,-0.9743351,InputSig,NA,NA,LINCSCP_14036,HA1E,10uM,24h
CG_Female,AZD-8055,-0.97386345,InputSig,NA,NA,LINCSCP_130075,LNCAP,3.33uM,3h
CG_Female,MLN 2238,-0.97278323,InputSig,NA,NA,LINCSCP_25116,HT115,10uM,6h
CG_Female,Sulfasalazine,-0.97272648,InputSig,NA,NA,LINCSCP_47703,PC3,10uM,6h
CG_Female,SCHEMBL17498001,-0.97203002,InputSig,NA,NA,LINCSCP_17235,HA1E,1uM,24h
CG_Female,Omeprazole,-0.97194441,InputSig,NA,NA,LINCSCP_26791,HT29,10uM,6h
CG_Female,BRD-K39211770,-0.97129541,InputSig,NA,NA,LINCSCP_49128,PC3,10uM,6h
CG_Female,Entinostat,-0.97082888,InputSig,NA,NA,LINCSCP_10135,A549,0.04uM,24h
CG_Female,Apomorphine,-0.97027924,InputSig,NA,NA,LINCSCP_79389,A375,0.12uM,24h
CG_Female,GR-79236,-0.9702439,InputSig,NA,NA,LINCSCP_44225,PC3,10uM,24h
CG_Female,Tazarotene,-0.96979134,InputSig,NA,NA,LINCSCP_142966,MCF7,0.04uM,24h
CG_Female,DL-Norepinephrine,-0.9691617,InputSig,NA,NA,LINCSCP_47379,PC3,10uM,6h
CG_Female,pyrvinium-pamoate,-0.96890396,InputSig,NA,NA,LINCSCP_25140,HT115,10uM,6h
CG_Female,UNII-BXU45ZH6LI,-0.968497,InputSig,NA,NA,LINCSCP_11162,ASC,10uM,24h
CG_Female,PLX-4720,-0.96800782,InputSig,NA,NA,LINCSCP_162993,SKBR3,0.37uM,24h
CG_Female,Probenecid,-0.96771375,InputSig,NA,NA,LINCSCP_244349,MCF7,10uM,6h
CG_Female,MG-132,-0.96709091,InputSig,NA,NA,LINCSCP_102521,HELA,20uM,24h
CG_Female,SMR000030495,-0.96695267,InputSig,NA,NA,LINCSCP_19663,HCC515,10uM,6h
CG_Female,CHEMBL2152359,-0.96677838,InputSig,NA,NA,LINCSCP_17240,HA1E,3uM,24h
CG_Female,BRD-K91701366,-0.96656455,InputSig,NA,NA,LINCSCP_8974,A549,10uM,24h
CG_Female,AZD 1480,-0.96656408,InputSig,NA,NA,LINCSCP_83933,ASC.C,3.33uM,24h
CG_Female,MLS003568132,-0.96648803,InputSig,NA,NA,LINCSCP_268106,PC3,10uM,24h
CG_Female,BRD-A07407288,-0.96611115,InputSig,NA,NA,LINCSCP_47071,PC3,10uM,24h
CG_Female,CHIR-99021,-0.96586442,InputSig,NA,NA,LINCSCP_69656,A375,10uM,24h
CG_Female,Amiodarone,-0.96581769,InputSig,NA,NA,LINCSCP_267284,PC3,10uM,24h
CG_Female,172516-45-9,-0.96559175,InputSig,NA,NA,LINCSCP_5149,A549,10uM,6h
CG_Female,GSK-3 Inhibitor IX,-0.96538428,InputSig,NA,NA,LINCSCP_6570,A549,10uM,6h
CG_Female,Silibinin,-0.96530606,InputSig,NA,NA,LINCSCP_212431,HA1E,20uM,24h
CG_Female,Tamatinib,-0.96451982,InputSig,NA,NA,LINCSCP_163882,SKBR3,1.11uM,3h
CG_Female,wiskostatin,-0.96389893,InputSig,NA,NA,LINCSCP_140420,MCF7,0.37uM,24h
CG_Female,Floxuridine,-0.96365085,InputSig,NA,NA,LINCSCP_46468,PC3,10uM,24h
CG_Female,BRD-K59524902,-0.9636145,InputSig,NA,NA,LINCSCP_312336,VCAP,0.5uM,24h
CG_Female,CHEMBL2359798,-0.96346404,InputSig,NA,NA,LINCSCP_7954,A549,10uM,6h
CG_Female,BRD-K70697816,-0.96342431,InputSig,NA,NA,LINCSCP_28164,HT29,5uM,24h
CG_Female,Perhexiline,-0.96335162,InputSig,NA,NA,LINCSCP_12676,COV644,10uM,6h
CG_Female,BRD-K76418961,-0.96316639,InputSig,NA,NA,LINCSCP_277987,PC3,10uM,24h
CG_Female,SMR001317659,-0.96304944,InputSig,NA,NA,LINCSCP_45370,PC3,10uM,6h
