Gene,SRR5961948,SRR5961952,SRR5961953,SRR5961957,SRR5961959,SRR5961964,SRR5961965,SRR5961971
ENTPD7,15.89425998,15.43336666,10.36755452,13.20322937,13.4163961,12.70731826,13.43184761,10.97094229
ENTR1,10.63241663,8.24962795,9.494741744,9.684589956,9.719913845,9.296003296,8.683917672,8.442137063
ENTREP1,9.297324294,7.786134369,2.967614921,9.405574688,8.881964242,8.765101565,8.074600137,8.437017226
ENTREP2,2.036683213,2.008568892,0.384961243,2.808859239,2.59528679,0.45522644,0.578538089,2.172617824
ENY2,35.20781295,45.89159213,48.34299325,36.60440278,46.43182037,47.81601788,48.74319738,50.21276886
EOGT,16.68627209,15.47864256,13.30639733,13.51194353,21.80001215,18.8770777,14.60800656,14.30354419
EOLA1,4.526406571,5.870536536,5.315609174,5.114671046,3.900663813,3.916310409,5.048262098,6.243428445
EOLA1-DT,7.984937842,5.513245124,4.048377334,4.108790903,3.799645431,3.200768733,4.704880415,4.466517319
EOLA2,8.445558379,7.077302572,5.548297305,7.551435969,5.950048042,5.395526935,6.466438275,8.554609604
EOLA2-DT,7.594493568,6.558278109,4.257431899,6.096356334,5.034778188,5.135211699,6.127411265,4.745490851
EP300,141.773119,98.0892641,109.7795907,117.2547368,83.2233363,89.86380195,91.24028454,82.92441626
EP400,111.09978,63.30271593,72.7912308,71.28752046,54.79416723,54.90871007,55.13665276,54.08259045
EP400P1,3.593740799,2.514977592,2.811779039,3.15839488,2.87360349,3.432692386,2.344137857,1.962735516
EPAS1,89.83892515,73.62610903,53.14825993,88.8959227,68.84762647,53.23247081,56.26444516,55.92647578
EPB41,37.10351076,27.61167465,29.94615069,27.06259425,33.1575741,37.31029724,34.79035673,29.65807218
EPB41L1,396.5995615,218.352182,302.1028662,237.4122808,194.1184226,208.6156344,232.3631192,231.2014771
EPB41L2,208.5296814,206.2025496,164.7891422,175.6531988,166.6718346,186.5809457,164.3520131,134.5341853
EPB41L3,299.0503266,302.3355259,386.4825297,268.2741544,271.7553015,342.4409946,360.7178091,326.326128
EPB41L4A,26.34927146,22.81506429,25.20871791,28.71546561,27.87589494,24.52481353,19.93205666,25.84011773
EPB41L4A-AS1,10.1916011,11.5874799,16.68729987,13.39809372,15.65792951,14.42396298,12.76990909,12.50810023
EPB41L4B,95.66723691,91.61894304,86.29549842,78.17591833,72.30594732,74.69706098,70.62425936,73.788311
EPB41L5,77.13015883,90.52980167,87.32253677,82.69809312,122.9890525,103.7102251,84.34252903,88.017901
EPC1,42.05853177,38.63028239,33.29448292,36.1319074,41.0175192,37.30917594,37.21073747,33.76311396
EPC1-AS1,0.273087015,0.562559607,0.286280356,0.640893119,0.968917181,0.643924405,0.39894588,0.642603744
EPC2,83.71601567,80.41372402,80.05657616,75.50858368,87.7040223,79.53211506,76.52961834,81.06878543
EPCAM,1.628833682,2.647068747,4.425936804,2.054615899,2.360294453,2.131121058,1.963589071,2.03794087
EPDR1,88.74321038,97.95450567,121.4267228,89.2488352,75.45376811,121.9243018,128.381259,103.0730824
EPG5,89.31217264,75.5289671,80.91491499,74.43823402,70.93704913,71.36131452,85.61576995,70.59921512
EPHA1-AS1,0.651377254,0.763459547,0.403500204,0.297243719,0.385182852,0.719958899,0.79298373,0.306552446
EPHA10,16.47981817,11.29062108,13.59181446,10.45539551,10.47907438,10.80412109,12.14997353,13.37843484
EPHA2,1.119684053,0.769332241,0.461750711,0.780354945,0.396557589,0.840049131,0.555152768,0.632337496
EPHA3,30.37734845,32.62220315,37.73072821,25.92916361,39.56925908,44.18786578,35.75740713,22.93570648
EPHA4,329.3102825,423.4714092,361.447719,339.9351463,316.0840651,379.4364846,374.7494348,418.7451067
EPHA5,123.2241598,122.6808183,188.2342701,132.6560964,122.1317539,151.4850851,146.0652774,138.4533363
EPHA5-AS1,0.562699378,0.441785671,0.572949948,0.369398842,0.519204927,0.305516539,0.479519379,0.390259121
EPHA6,62.76982,71.2338333,59.76515286,45.45054694,75.65220273,69.36445764,52.25784434,51.4543603
EPHA7,59.57397447,62.39547833,70.24702679,56.37394871,67.78529851,73.5705185,70.22235423,66.67929132
EPHA8,1.361788395,1.28656214,1.635226763,0.552379056,0.817906328,0.468274238,0.889704809,0.726339207
EPHB1,26.99842776,19.74947135,13.00175693,16.01504175,15.82527378,21.88341093,18.00733887,16.16256315
EPHB2,16.26363821,12.74673093,13.60568886,14.15040313,9.402062833,11.06032005,10.92272535,12.57650275
EPHB3,8.371194315,5.299743459,4.503140621,5.214974769,4.368586186,3.527594735,3.292494431,4.389019996
EPHB4,0.910493951,1.146930072,0.749123441,1.625014784,1.477982461,1.127120122,1.034535813,0.828430348
EPHB6,3.219450146,3.389176022,2.360556549,1.897081653,1.200580047,1.705475454,2.199776003,1.856392607
EPHX1,19.48378946,18.39747898,12.92316881,19.96660474,14.33588909,17.86109686,15.36455699,17.85473123
EPHX2,7.546418546,6.798454906,4.678912321,7.197936563,8.625381904,8.838145939,7.225286333,8.544516085
EPHX4,8.846994456,12.72974692,14.42685873,11.22083158,13.11231668,17.98860415,18.39274356,16.67447375
EPIC1,4.34775213,2.975069222,3.459214427,2.584679632,2.292101029,2.880369548,2.005487771,3.341415456
EPM2A,21.31725136,25.22102971,23.75036777,22.53088294,27.39762439,26.20771746,27.79221116,22.27805989
EPM2A-DT,5.161385523,5.650705933,4.651339305,4.820791303,5.908941798,5.698140728,6.520454678,6.157883766
EPM2AIP1,27.15208715,28.59488057,29.96086948,25.78242272,26.3575647,34.45115949,33.2738796,35.93863273
EPN1,34.70816587,19.79413658,27.9054744,21.85105789,16.68221947,14.29535867,16.17318707,21.34715973
EPN2,59.55788672,45.72413613,48.22469673,65.42145471,43.71214933,36.6461701,42.72708693,41.91235074
EPN2-AS1,5.006363929,2.160987522,2.245471225,3.797877993,1.722170369,1.18675264,2.323775947,1.604156493
EPN2-IT1,2.374154149,1.024609582,0.717199764,1.444533931,1.068913579,0.646953358,0.687124251,0.505960347
EPN3,2.123309537,0.886870346,0.963203553,1.24023327,0.785851295,1.796135327,1.84562392,1.199131337
EPOR,2.378548988,2.429357928,1.743993271,2.620619771,1.690509464,1.85686487,1.533903844,1.795069717
EPPK1,3.029347479,0.899294252,1.327158577,1.30673262,0.726610549,0.27985781,1.425626439,1.255447328
EPRS1,125.826375,144.3606417,146.8604759,129.5874653,164.9669853,161.6742704,157.0839539,148.4913765
EPS15,430.4491857,513.1014884,623.6618667,497.6329839,491.678198,568.8725246,565.5421142,517.4020531
EPS15L1,29.56081889,16.88036331,18.3271755,18.58051237,12.31509981,15.29689858,13.09346618,14.57015216
EPS8,17.86725568,21.80443452,13.29690184,23.19941219,34.04998908,23.4910376,18.32992959,20.08375584
EPS8L2,2.793543662,2.85924613,2.584546498,1.947840461,1.529216895,1.766957381,1.320621054,1.900081734
EPSTI1,4.110212023,3.471325883,2.20458569,3.053769523,6.175796688,5.41198716,4.118667513,3.868712148
EPX,1.066181358,0.541429608,0.423727949,0.772929865,0.463976503,0.608440994,0.618604298,0.298925837
EQTN,0.962935579,0.843620647,0.978867185,1.115980907,0.736894558,1.27718437,0.859667182,0.841617471
ERAL1,10.01025282,7.867406835,9.027337685,8.307355571,7.012304972,7.480961281,7.36255079,8.034086953
ERAP1,35.78291104,37.18724455,30.80970654,38.83268855,39.61407289,46.52247037,45.04551777,41.05946166
ERAP2,5.074126324,3.49005767,5.15949706,4.678565291,5.137961986,4.934703728,9.981514289,9.194307973
ERBB2,7.297729005,6.706269992,5.299744645,7.573702623,6.522920919,7.194812568,4.329652671,7.368897908
ERBB3,21.26636251,12.2608556,18.99926463,36.84576156,22.77484356,13.45297958,25.48355226,17.56543387
ERBB4,203.8436255,302.6182341,199.4878588,249.499983,368.0541676,313.737973,255.7268594,250.0641342
ERBIN,227.2349303,176.3022207,157.1189124,266.3868183,277.3213193,230.6619001,273.0536261,239.1686297
ERC1,215.132193,189.8291285,208.4353654,191.9889548,216.9599198,187.5881018,166.278435,163.3870812
ERC2,318.8863243,293.6079402,398.6315196,348.4029606,347.3375647,309.582385,289.5248477,291.6697752
ERC2-IT1,9.966767912,6.00446671,3.702063516,5.267341128,3.956421561,4.946222487,4.312931686,2.402746961
ERCC1,17.07427191,17.21384808,18.30443341,20.76438938,16.56730805,16.7540921,15.98893945,16.95606921
ERCC2,9.111917611,8.05246454,8.744199473,8.013816519,8.421690715,6.237498287,6.197559209,7.243293606
ERCC3,34.84874425,28.17050475,32.98858379,31.53268755,26.56535987,26.67129294,27.10914886,28.01842893
ERCC4,22.99564462,21.38080975,19.53516176,22.32571623,27.49742831,22.45445114,26.92791262,22.11395052
ERCC5,0.959724147,1.272572962,1.508119051,1.154895659,0.872422112,1.716091353,1.490312996,0.983630938
ERCC6,53.30107816,41.1158661,42.43401177,44.18724682,48.06187692,48.83729939,44.94281002,42.68978424
ERCC6L,3.172330319,0.994249393,0.461735016,1.204898647,2.078552041,0.634682214,1.179659534,1.121988328
ERCC6L2,123.3814353,125.4356615,115.0448,129.7414695,138.1775198,129.1717521,129.0434261,120.3359853
ERCC6L2-AS1,20.75741286,12.56081923,13.92936417,11.37168655,17.28613227,16.97865209,16.46785334,12.75544016
ERCC8,8.374511618,9.862475551,10.38930154,10.64894003,12.69978771,11.32942119,11.61256826,9.749356306
EREG,0.148445804,0.498240742,0.470389252,0.282251841,0.668687386,0.306273778,0.253004154,0.192120106
ERF,6.777037041,6.244404855,5.026557077,6.718688898,4.091105864,4.377876292,6.605539234,8.009220755
ERFE,1.906228487,2.723724948,2.397151065,2.053029821,1.856600321,1.356184715,2.016550889,2.289184905
ERG,4.952258944,7.629258575,2.890728143,6.604738888,8.656151436,4.242092781,5.124529041,5.556083705
ERG28,7.944850229,8.189831761,7.223593461,7.850479057,10.50591179,9.544071659,11.0306539,10.73870277
ERGIC1,47.34368095,55.93800232,43.47955769,57.78191838,50.06153448,42.46730381,45.88743745,46.09781515
ERGIC2,40.13400401,53.95632148,56.37936603,53.21354833,69.57147124,66.27047893,61.27804229,63.80924409
ERGIC3,23.69094909,25.84653009,33.19446168,28.88838396,34.30763465,29.94656713,26.43149182,28.14877218
ERH,28.93266041,40.98259104,40.24044398,36.60300279,39.61812416,43.10963607,36.75660031,43.21472695
ERI1,9.96957468,9.298640797,6.210947448,8.533595076,10.6440493,11.50064443,9.125792778,9.477827796
ERI2,8.805488166,9.509458804,7.755789713,9.616517411,14.48915473,10.1127722,8.265941144,9.032747446
ERI3,35.57511609,36.32692299,42.40814323,37.57524318,38.70262516,36.17163409,37.92508445,36.89900517
ERI3-IT1,4.066414205,2.536056117,2.574799889,2.320412891,1.566317692,2.085609093,2.036110833,1.23258079
ERICH1,29.11682487,19.89959706,25.02553816,23.48562064,15.62377322,14.39360549,15.73487269,18.89325647
ERICH2,3.277142995,3.835161488,2.362869996,1.92345665,2.611491893,2.356248983,2.313149901,2.897646069
ERICH2-DT,0.563499295,0.300209297,0.322212541,0.330611491,0.3724195,0.415219015,0.445900975,0.322022679
ERICH3,131.4625867,128.7774699,137.4728621,93.26854804,109.9303763,127.0207584,128.9515208,130.3920469
ERICH3-AS1,1.991793744,1.184599541,1.328740635,0.499013525,2.396393888,1.490691599,2.196584179,1.617443266
ERICH5,1.007133355,1.251971739,1.252114394,0.668489168,1.159260699,1.46398924,1.131337088,1.572748774
ERICH6,0.988732908,1.126300772,1.031360759,0.656275791,1.295661294,1.817415666,0.674060229,0.5245419
ERICH6-AS1,0.423224409,0.372590833,0.453589299,0.392593093,0.398690925,0.40081207,0.378399518,0.261217973
ERLEC1,73.62881787,91.01857358,95.62020656,76.49969525,94.69705392,110.6689443,97.30757243,109.8900522
ERLIN1,12.75366285,11.58475179,11.70138034,10.74363522,13.08997966,12.98403547,11.83825746,12.28787416
ERLIN2,24.07739848,28.27247203,14.99981496,23.17855125,34.56921234,28.56320435,29.91061971,26.55113285
ERMAP,8.612731656,8.263125786,5.88866271,8.828130437,10.3551003,7.631433274,9.136394765,6.828449525
ERMN,92.98366539,64.9639302,134.2180032,277.5740144,201.8233721,106.6040987,272.312682,103.7588217
ERMP1,26.26338858,29.59285948,22.09107112,31.81059199,30.71673763,27.71037925,35.63359965,29.09620109
ERN1,4.95269184,2.390556035,3.041318749,3.404285727,2.805444438,1.966722676,3.002078575,2.438122996
ERO1A,60.01709799,65.33493938,62.50958456,57.38751733,66.08840049,71.72542966,72.87156386,75.51438693
ERO1B,19.32179211,22.13050005,11.06376062,19.66918352,21.13757812,17.77708224,19.26735537,15.32058029
ERP29,24.20025164,34.2670815,39.31886677,31.8237845,47.16152896,33.10772162,36.33029537,38.22923932
ERP44,45.70587879,43.06855783,38.58150518,41.10857959,53.47876742,44.57075654,45.77688647,43.580751
ERRFI1,32.35945379,36.57559062,27.01524015,31.83787025,32.06352107,33.91269508,36.78125274,34.63953171
ERV3-1,17.28392785,13.66545421,8.474606065,14.31561154,15.35269749,12.6988867,10.30722466,14.33167893
ERVFRD-1,2.098316831,2.775568433,1.440573951,2.144365329,3.492126547,1.933452731,3.020736308,2.396878636
ERVK13-1,52.63966665,44.86790206,32.0751774,39.71491612,38.36728584,39.22479959,40.41602615,34.07663089
ERVMER34-1,1.043171976,0.879549366,1.119504007,0.317354565,0.81722806,1.544023506,1.81658474,0.917843692
ERVS71-1,1.324208757,0.734011849,1.187507402,0.92457787,1.205160647,1.030140221,1.25795545,0.61298531
ERVW-1,9.7086417,4.486644442,4.101423372,6.391553038,5.64337241,5.657929431,5.390011781,3.726054272
ESAM,3.899537368,5.15521904,2.959688935,4.915769924,4.207380692,3.420557157,2.825626062,2.747317295
ESAM-AS1,0.422718579,0.611471425,0.897268762,0.724835039,0.916997605,0.832510727,0.949699866,0.542565409
ESCO1,48.78157911,51.48299322,48.45931849,54.46671787,63.62837087,57.69580339,52.93918241,52.88373814
ESCO2,1.331269202,1.415230286,0.796227343,0.949654517,0.938924449,1.846904274,0.625918226,0.799358887
ESD,19.63516672,30.74173152,32.22156802,31.03625641,39.86376256,35.91859999,31.67568217,35.856051
ESF1,62.51633096,60.47823568,62.52855042,53.08519907,64.3328598,66.74374317,59.37629279,58.96639219
ESR1,2.642761628,2.169293523,1.986880028,1.710058942,1.838541438,2.726276403,3.288781329,1.974193143
ESR2,2.835847516,3.536812267,2.88424296,2.800316174,3.169527659,2.25404608,2.456260688,1.925342105
ESRG,1.297051569,0.588373723,0.364325427,0.484584218,0.487582977,0.422538985,0.504179825,0.514038706
ESRP1,0.865595071,1.087351476,0.790187899,0.887013003,1.353332399,0.516970488,0.582347427,1.372187137
ESRP2,0.969777224,0.740141911,0.752262445,0.548886248,0.37341857,1.023689133,0.615011492,0.615607234
ESRRA,5.885094111,6.076866963,5.866422862,6.338313477,6.302868807,4.698683221,5.918250579,6.430692235
ESRRB,0.970487738,0.347448216,0.802800419,0.897537235,0.41589739,0.600693863,0.496216306,0.420194222
ESRRG,30.0794593,37.58708842,28.67032426,33.20490105,36.85528686,42.34520398,36.4711406,34.45589964
ESS2,8.166848416,8.808713075,10.02896265,7.169275494,6.272362791,8.341101498,6.440226024,9.178503355
ESYT1,27.19618611,22.1360873,26.52478952,20.51943615,21.15217005,24.50213522,27.95652592,27.63622381
ESYT2,102.2013509,106.9960535,95.01499393,107.6317376,127.3338672,124.3741231,120.2468884,115.0182331
ESYT3,22.11114091,20.06067733,16.80249506,15.97583641,18.30081879,14.34815178,19.22249341,16.19641785
ETAA1,15.38935933,15.1764679,15.57738866,15.82961514,20.80868693,19.87779727,13.94488113,14.74473151
ETF1,66.2193475,74.60113296,80.18593454,73.96174338,84.40579789,83.54017266,82.46829499,88.03212228
ETFA,28.59709986,36.62794417,34.84273728,33.9643378,48.82555618,42.88755166,37.52637515,37.6683891
ETFB,14.56788204,13.11467508,16.22974287,14.96058867,15.58058176,13.47013394,11.81929498,12.10685516
ETFBKMT,4.79688915,5.091307285,4.161488225,4.77712404,6.13855153,5.769525002,5.829236391,5.608371589
ETFDH,20.89640082,23.37527716,22.06098376,22.18591801,31.1432215,25.00004854,20.9864732,21.7014737
ETFRF1,17.35726143,19.70192827,18.57989361,19.2280819,24.79454211,22.63948427,18.7698479,21.12597037
ETHE1,1.435510172,1.537405713,1.856347662,1.814034408,1.226058632,1.731483678,1.731452066,1.49667535
ETNK1,152.193687,186.6482342,153.4069673,180.231532,191.836624,230.1558901,229.0708293,217.2799077
ETNK2,4.711295661,4.704507342,3.658177093,5.921066023,4.739085455,2.828464744,2.961779796,4.36178211
ETNPPL,115.8993583,142.2536759,43.03123878,94.4345076,201.655377,112.5616324,98.10961837,131.7530532
ETS1,20.7013222,21.70666236,14.88087493,20.4978838,17.21821611,16.43062513,16.06005376,13.89262413
ETS2,116.1216364,93.26396645,88.77992323,93.94469275,71.35370041,81.41512407,86.61647484,97.28834441
ETV1,80.06138,93.4145484,81.91448077,89.52818257,99.28492459,104.8151911,97.18943886,90.23982826
ETV3,38.89460294,35.7638697,26.76065746,34.01321564,32.01005477,31.41169708,33.34498991,34.33502764
ETV4,1.379031315,1.551282585,0.844555458,1.155426738,0.836703057,0.606358588,0.886200219,0.702199353
ETV5,84.42922416,83.85054607,42.68942001,72.02611201,57.19464905,50.50612645,47.06268617,67.56318287
ETV6,17.36104457,14.18380483,10.33536089,13.03069466,11.1839414,12.36284764,13.90156296,11.9876728
ETV7,0.75864144,0.310658481,0.327473513,0.393708215,0.260784849,0.092072414,0.722555098,0.399037249
EVA1B,0.879344235,0.590282933,0.645278892,0.882798729,0.342580294,0.362853072,0.412146236,0.744909687
EVA1C,6.46103447,3.068536302,4.033909662,4.233558599,3.852337224,5.041634516,4.411814062,4.112748108
EVC,7.393869637,5.001008185,4.71804943,7.097386626,5.389846861,5.306104855,4.578903625,4.625214545
EVC2,2.178362659,1.428866166,1.113091021,2.53801199,2.618205829,1.960324983,1.619369333,1.265122314
EVI2A,19.36603694,23.90797494,28.73985948,53.53965925,61.58868403,31.08871066,72.17087837,25.48075035
EVI2B,9.670469183,9.042076611,4.41610858,7.69155055,11.67142126,8.51565464,9.481340282,5.893016359
EVI5,87.1865504,89.56205194,78.52633341,85.72117747,95.01214604,93.78825752,88.05731457,84.88491295
EVI5L,35.05342423,24.17644361,32.57827194,31.44506673,20.13432821,19.86876866,20.89925943,21.63331255
EVL,100.6613974,70.97721297,94.90385747,77.39484478,64.64479201,63.26913085,56.46835698,56.88513644
EVPL,0.70123562,1.669454753,0.737138721,0.801605249,0.331141398,0.350737259,0.144867092,0.620031729
EWSAT1,1.541322744,1.401435305,1.057605976,1.393309892,0.879271243,0.999447799,0.713031755,0.911906719
EWSR1,115.4347805,128.6449412,138.2683361,115.8620424,123.8166356,122.0238301,120.9153429,134.9052428
EXD1,0.620945111,0.447169364,1.142723224,0.482031891,0.771614543,1.236958511,0.948829733,0.584460821
EXD2,49.90995168,51.34041778,46.07757679,47.44729388,53.1537923,42.424049,44.88509655,46.30802077
EXD3,5.818465716,4.490912088,5.445746026,4.953632539,2.939219037,3.449104071,2.775202465,4.066576569
EXO1,0.908070672,1.111459937,1.752104459,1.105015779,1.796071784,1.239414682,0.785741979,1.012509741
EXO5,10.66216649,11.67508365,12.26768816,9.654225426,11.2555445,13.34085006,11.29405955,9.086084985
EXOC1,86.34207079,92.37325662,118.1276792,86.01345825,122.8222948,113.0527985,103.5090372,103.2095996
EXOC2,48.61224606,61.95652372,57.59339174,63.47949334,62.02983086,63.16276314,64.21782416,61.96452392
EXOC3,43.13259702,36.83685998,42.60878526,41.272597,36.57604442,37.3372957,36.65580524,40.95084007
EXOC3-AS1,2.639613719,2.127197306,2.398475724,1.9660274,2.23844912,2.676080239,1.434973349,2.034736543
EXOC3L1,0.97825164,0.685420572,0.860244203,0.338186877,0.714587334,1.467877368,0.644178986,0.669653401
EXOC4,89.72642621,100.230598,102.4105891,99.19968022,104.2460213,99.92575181,95.59616149,101.9937933
EXOC5,105.3283518,125.1975015,107.3494644,123.5905051,155.3554958,139.9492485,133.1155475,137.2143955
EXOC6,59.47730448,75.20828292,83.37534839,79.65681612,87.04101999,85.23774565,69.15645754,73.0385915
EXOC6B,231.9440992,222.0973228,247.3378652,237.6755469,247.3808547,243.6160926,240.6086102,213.9434992
EXOC7,119.0196846,115.8548319,137.3034563,130.7313056,123.6889425,116.4050732,114.3218852,119.9826236
EXOC8,33.67061213,39.29170915,35.23689581,35.00134688,42.07285826,43.35391339,43.63741027,42.70229152
EXOG,26.03059151,18.4874552,15.54773762,17.52358855,19.13173365,15.77654596,17.16864309,15.25664433
EXOSC1,7.568251579,8.5984566,8.934912834,10.2841391,10.96747311,9.747443544,9.02928422,9.476507976
EXOSC10,76.84228276,63.15385367,74.64389641,62.1170404,74.80562812,63.21773087,60.17888407,56.02404056
EXOSC2,19.10571096,22.15283033,24.37660546,20.77330033,26.68163011,24.92409171,22.81592548,22.41843687
EXOSC3,15.8927919,18.41669275,13.53714555,16.83920711,19.39860917,20.58173766,16.53698279,17.23815406
EXOSC4,2.111781319,2.378090014,2.44465676,2.522552019,2.253407678,2.370738447,2.17011931,3.493092837
EXOSC5,2.220005406,2.207758498,2.686925133,2.38309735,2.316651578,2.126577628,1.405364774,2.194044961
EXOSC6,14.11112699,14.39673327,15.71197348,16.82568822,15.26643601,20.35893485,16.85254829,16.76018009
EXOSC7,11.47520465,12.93226594,11.05887005,12.23809627,16.1636951,13.03492092,14.72329315,14.85783075
EXOSC8,5.40281464,6.410786926,5.748848307,6.13423899,8.163715178,6.32016347,6.626538707,5.956691008
EXOSC9,14.40731749,17.36707626,17.88756732,17.95261135,20.9066004,19.77927862,18.41637348,18.86868923
EXPH5,17.41909032,18.08316118,20.75002559,21.13438801,17.66711949,14.92155593,14.73140503,13.91897623
EXT1,24.30409971,22.11397228,26.51159314,22.04166502,22.39604925,23.8872577,23.25626884,21.01659365
EXT2,37.93302016,34.19115997,38.4553737,35.21915354,42.69968322,38.23937527,40.81092611,36.03337629
EXTL1,23.81253649,16.3607352,17.8083514,20.80197572,14.38199298,11.02453569,11.94120581,17.17526333
EXTL2,41.21278877,44.83113806,52.33573173,42.78056262,51.48052138,57.34809023,52.43508679,54.35606548
EXTL3,66.2168654,63.21986649,60.12797157,59.21402707,49.52856713,55.78024284,57.69067307,61.28528411
EXTL3-AS1,0.431778817,0.446572736,0.18434746,0.273220641,0.18503653,0.106901664,0.176616916,0.341383723
EYA1,12.95476673,11.31768695,3.897224847,8.943951391,16.57085063,11.62270542,10.08609864,9.194292471
EYA2,6.383042547,6.952384995,2.152484492,4.865304569,6.58121988,6.029995569,3.307523269,4.819604475
EYA3,30.4703647,27.65610591,24.6537419,29.06272806,32.43061984,28.17366348,30.76885138,26.29728904
EYA4,4.764118426,4.465306208,7.200123124,3.616946224,7.925102357,8.133127934,5.245497554,4.404831257
EYS,7.308264384,7.94303356,5.838915765,5.791192242,9.002998402,8.820583835,9.428057678,6.6613462
EZH1,83.84910541,75.11519254,78.2728996,76.7859853,69.21151263,72.97651357,70.05796328,76.40794018
EZH2,3.91132203,2.131083578,2.553756003,2.936787641,4.295809872,2.618408774,4.042316364,2.349898818
EZHIP,0.391248897,0.336032729,0.355916033,0.281334263,0.24249453,0.220152481,0.060620591,0.31804329
EZR,98.63059122,103.0201275,56.88590092,85.80414741,129.3510635,98.79003995,85.35019097,93.29474323
F10,0.222212283,0.729255201,0.32612688,0.554333025,0.757494654,0.275081384,0.946820809,0.773877069
F11,0.280290975,0.426315452,0.285975872,0.431367561,0.321169026,0.816419412,0.702521994,0.465568555
F11R,8.68671223,8.836625918,4.217205556,8.983760817,8.826534171,6.931837289,4.633697935,6.324681496
F12,0.903506439,0.678883398,0.616130095,0.80627187,0.430214343,0.787071573,1.300355379,1.247282606
F13A1,3.178089723,7.126352433,4.10521529,10.16106628,14.13608419,6.139397091,5.623592325,5.334905424
F2R,1.196259653,2.237271708,1.119629567,2.509466871,2.434569373,2.210262171,1.856266005,2.436805391
F2RL1,0.53229782,1.12224604,0.710199784,1.28253347,1.430893252,0.834661089,0.47175635,1.04212596
F2RL2,0.710474664,1.670039683,0.373425401,0.602575293,0.901667833,0.62187712,0.623797026,0.749788148
F3,50.21722809,48.33695842,13.42825976,34.09278153,67.13546284,56.45145695,41.88235636,43.3384091
F5,11.79494801,7.798436609,7.090295632,5.559843789,8.310821407,11.09799751,12.07638515,7.685946905
F7,1.59623,1.266159793,1.242333256,1.133081353,0.906892329,1.607466486,1.06878376,1.287807266
F8,18.76177952,19.43841512,17.35685582,20.07315258,22.32698508,28.77350303,25.96018457,23.87404723
F8A1,0.101236575,0.040271237,0.16208564,0.394217822,0.414123811,0.626614714,0.069017172,0.266807276
FA2H,2.938123984,1.257533251,2.059287447,5.20462804,1.829270249,1.534669671,3.771548669,2.082870096
FAAH,9.74240291,8.984028192,10.35150165,10.12017036,10.62741341,9.355893081,10.50612018,9.403395289
FAAH2,2.888938489,2.624972444,3.466245797,2.55442819,3.279306238,2.529981784,2.621289199,2.523570239
FAAP100,4.154315691,3.160632306,3.301419806,3.936516719,3.161752784,3.278599241,2.592286108,3.931591805
FAAP20,3.599439032,2.930783028,2.941485847,3.558828183,2.71693964,3.249037822,2.185492993,2.879757642
FAAP24,0.258528523,0.477475739,0.246380469,0.292127614,0.539566713,0.152399067,0.377677749,0.434532865
FABP3,61.98939258,73.34998246,117.4722362,73.3029396,73.54215247,86.179721,93.79337457,92.03684449
FABP5,6.451491929,7.382399541,8.304202063,6.869372087,6.666179811,5.503477083,5.039661015,7.512682945
FABP5P3,0.089950685,0.075692237,0.064622687,0.079989606,0.033695709,0.085655304,0.047171625,0.045589135
FABP6,3.398676292,4.691540621,7.805768944,5.24689961,6.093389427,4.116590237,4.985624564,6.668527701
FABP7,14.63460925,25.39809962,23.29115652,21.71077296,49.46134986,39.79756301,21.40123786,26.13273235
FADD,2.292771988,3.151390418,3.158532318,4.173711332,2.741423738,3.345930349,3.939464257,3.754669554
FADS1,83.48388206,80.60571197,51.30660281,73.0830301,105.6694399,99.89629718,92.75431567,80.67620998
FADS2,52.94764653,56.66296882,37.04097591,59.08559193,53.75971699,52.68738057,50.7508705,50.27768361
FADS3,18.16061824,16.67116907,19.0895267,17.47932293,21.35265551,15.15496979,17.20415413,19.65972838
FADS6,3.579323468,3.026706812,3.14559648,2.81680681,2.463258273,2.653246591,3.579894895,3.389190266
FAF1,66.68474636,65.79054811,78.99777423,73.24477432,89.23992793,74.43375077,69.45546245,69.74068137
FAF2,59.60968607,60.81468254,54.03180182,52.17157202,61.91474759,60.97740246,61.6325312,63.36588659
FAH,3.800806415,3.046105419,2.05826727,3.604886015,4.986614291,3.321247292,3.505697024,3.198693361
FAHD1,13.23654932,16.28233825,20.8635163,18.81820657,19.02192987,16.68925114,19.61077314,21.80293814
FAHD2A,17.68897296,16.0086169,15.04632873,14.62233881,15.41259358,14.02607307,16.77917645,15.47260756
FAHD2B,12.88497161,11.10968596,14.09456998,12.63071084,12.73965887,12.53132345,12.16333428,13.98587957
FAHD2CP,1.575034548,2.007569832,2.693388343,2.969431084,2.635937036,2.608846213,2.344137857,2.088016506
FAIM,7.754387599,9.921239924,10.10886288,10.61232567,14.28267256,11.41466875,9.618680926,11.1468326
FAIM2,326.3815199,212.0977164,220.5107079,183.0391916,124.5253156,183.3133215,199.3723335,231.3837628
FALEC,0.556749406,0.503343668,0.720313657,0.451665931,0.772301976,0.313278232,0.603844119,0.349358002
FAM104A,23.54586764,20.10616146,16.89431094,18.51593549,24.53499005,22.33649186,21.64633864,23.53067713
FAM104B,7.172014964,8.968316981,9.937049461,8.482203554,10.66393905,12.30191422,10.70473502,9.686534225
FAM106A,2.210707545,1.694686279,0.952461879,1.261018343,1.502720908,1.282819971,2.27639581,0.736955339
