Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
Mouse_NA_Overall,BRD-A24396574-001-01-5,-0.35975003,InputSig,NA,NA,LINCSCP_145765,MDAMB231,10uM,3h
Mouse_NA_Overall,Dorsomorphin,-0.32533437,InputSig,NA,NA,LINCSCP_50969,RMGI,10uM,6h
Mouse_NA_Overall,Tazarotene,-0.31436426,InputSig,NA,NA,LINCSCP_142965,MCF7,0.12uM,24h
Mouse_NA_Overall,CDK4 Inhibitor III,-0.31170166,InputSig,NA,NA,LINCSCP_22883,HEPG2,10uM,6h
Mouse_NA_Overall,SMR000075319,-0.31073536,InputSig,NA,NA,LINCSCP_53393,SKMEL28,60uM,6h
Mouse_NA_Overall,Tamibarotene,-0.29947367,InputSig,NA,NA,LINCSCP_135570,MCF7,0.12uM,24h
Mouse_NA_Overall,IN1048,-0.29787137,InputSig,NA,NA,LINCSCP_33527,MCF7,10uM,6h
Mouse_NA_Overall,MLS000718723,-0.29325994,InputSig,NA,NA,LINCSCP_1685,A375,10uM,6h
Mouse_NA_Overall,AM-580,-0.28834409,InputSig,NA,NA,LINCSCP_35803,MCF7,3uM,6h
Mouse_NA_Overall,Palovarotene,-0.28742787,InputSig,NA,NA,LINCSCP_141875,MCF7,10uM,24h
Mouse_NA_Overall,Isotretinoin,-0.28399309,InputSig,NA,NA,LINCSCP_34148,MCF7,10uM,24h
Mouse_NA_Overall,Salermide,-0.28195172,InputSig,NA,NA,LINCSCP_54104,SW620,100uM,6h
Mouse_NA_Overall,Tretinoin,-0.28178913,InputSig,NA,NA,LINCSCP_36164,MCF7,3uM,6h
Mouse_NA_Overall,"13-Hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate",-0.2815546,InputSig,NA,NA,LINCSCP_64472,VCAP,20uM,24h
Mouse_NA_Overall,Taselisib,-0.27855694,InputSig,NA,NA,LINCSCP_107592,HELA,10uM,24h
Mouse_NA_Overall,MLS000038106,-0.27795517,InputSig,NA,NA,LINCSCP_51249,RMUGS,10uM,6h
