Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
Mouse_PFC_Female,Selumetinib,-0.42738923,InputSig,NA,NA,LINCSCP_116771,HT29,1.11uM,24h
Mouse_PFC_Female,Erlotinib,-0.34291777,InputSig,NA,NA,LINCSCP_116431,HT29,0.12uM,24h
Mouse_PFC_Female,AZ628,-0.3398117,InputSig,NA,NA,LINCSCP_138257,MCF7,0.04uM,24h
Mouse_PFC_Female,NSC 663284,-0.31077332,InputSig,NA,NA,LINCSCP_221504,HEPG2,10uM,6h
Mouse_PFC_Female,BRD-K79610347,-0.30989481,InputSig,NA,NA,LINCSCP_28190,HT29,5uM,24h
Mouse_PFC_Female,GSK-461364,-0.30655993,InputSig,NA,NA,LINCSCP_11826,BT20,0.5uM,24h
Mouse_PFC_Female,T5820451,-0.29968346,InputSig,NA,NA,LINCSCP_22180,HEPG2,10uM,6h
Mouse_PFC_Female,Felbamate,-0.29516865,InputSig,NA,NA,LINCSCP_168843,YAPC,1.11uM,24h
Mouse_PFC_Female,MLN-8054,-0.29216594,InputSig,NA,NA,LINCSCP_11811,BT20,0.5uM,24h
Mouse_PFC_Female,Alisertib,-0.29211725,InputSig,NA,NA,LINCSCP_126312,HT29,1.11uM,24h
Mouse_PFC_Female,Taselisib,-0.29125018,InputSig,NA,NA,LINCSCP_107592,HELA,10uM,24h
Mouse_PFC_Female,GW843682X,-0.28880038,InputSig,NA,NA,LINCSCP_19427,HCC515,10uM,24h
Mouse_PFC_Female,Adapalene,-0.28748209,InputSig,NA,NA,LINCSCP_137673,MCF7,0.37uM,24h
Mouse_PFC_Female,Trametinib,-0.28732374,InputSig,NA,NA,LINCSCP_116498,HT29,0.04uM,24h
Mouse_PFC_Female,Promazine,-0.28268085,InputSig,NA,NA,LINCSCP_10334,A673,10uM,6h
Mouse_PFC_Female,Rilpivirine,-0.27806665,InputSig,NA,NA,LINCSCP_156469,PC3,3.33uM,24h
Mouse_PFC_Female,AZD-1775,-0.27724458,InputSig,NA,NA,LINCSCP_19551,HCC515,10uM,6h
Mouse_PFC_Female,SCHEMBL1564574,-0.27667166,InputSig,NA,NA,LINCSCP_116743,HT29,0.12uM,24h
Mouse_PFC_Female,"Dihydroorotate Dehydrogenase Inhibitor, Brequinar",-0.27582855,InputSig,NA,NA,LINCSCP_127867,HT29,0.37uM,24h
Mouse_PFC_Female,Fenbendazole,-0.27453196,InputSig,NA,NA,LINCSCP_56009,VCAP,10uM,24h
Mouse_PFC_Female,Buparlisib,-0.27376649,InputSig,NA,NA,LINCSCP_103404,HELA,10uM,24h
Mouse_PFC_Female,BI-2536,-0.27256344,InputSig,NA,NA,LINCSCP_11769,BT20,0.1uM,24h
Mouse_PFC_Female,FAMPRIDINE,-0.26911406,InputSig,NA,NA,LINCSCP_136554,MCF7,0.04uM,24h
Mouse_PFC_Female,Rimcazole,-0.26882096,InputSig,NA,NA,LINCSCP_126032,HT29,0.12uM,24h
Mouse_PFC_Female,Lesinurad,-0.26483347,InputSig,NA,NA,LINCSCP_155420,PC3,0.04uM,24h
Mouse_PFC_Female,CDK4 Inhibitor III,-0.26388849,InputSig,NA,NA,LINCSCP_23581,HEPG2,10uM,6h
Mouse_PFC_Female,Podofilox,-0.26229241,InputSig,NA,NA,LINCSCP_296076,VCAP,10uM,24h
Mouse_PFC_Female,Tivantinib,-0.25496726,InputSig,NA,NA,LINCSCP_148444,NPC,1.11uM,24h
Mouse_PFC_Female,A-443654,-0.254473,InputSig,NA,NA,LINCSCP_116694,HT29,0.37uM,24h
Mouse_PFC_Female,NU-7441,-0.24978606,InputSig,NA,NA,LINCSCP_111231,HEPG2,1.11uM,24h
Mouse_PFC_Female,AZD-6482,-0.24913742,InputSig,NA,NA,LINCSCP_116321,HT29,1.11uM,24h
Mouse_PFC_Female,Radicicol,-0.24644742,InputSig,NA,NA,LINCSCP_86379,BT20,0.37uM,3h
Mouse_PFC_Female,Docetaxel Intermediate,-0.24627242,InputSig,NA,NA,LINCSCP_58172,VCAP,10uM,24h
Mouse_PFC_Female,PNU-99194A,-0.24598806,InputSig,NA,NA,LINCSCP_220772,HEPG2,10uM,6h
Mouse_PFC_Female,BRD-K31695944,-0.24143175,InputSig,NA,NA,LINCSCP_65261,VCAP,10uM,24h
Mouse_PFC_Female,TH-302,-0.24000728,InputSig,NA,NA,LINCSCP_136464,MCF7,0.04uM,24h
Mouse_PFC_Female,CHEMBL3188944,-0.23785242,InputSig,NA,NA,LINCSCP_51478,SKBR3,10uM,24h
Mouse_PFC_Female,Scoulerine,-0.23763913,InputSig,NA,NA,LINCSCP_55674,VCAP,10uM,24h
Mouse_PFC_Female,SMR001317659,-0.23732307,InputSig,NA,NA,LINCSCP_19278,HCC515,0.5uM,24h
Mouse_PFC_Female,Temozolomide,-0.23625991,InputSig,NA,NA,LINCSCP_169403,YAPC,0.04uM,24h
Mouse_PFC_Female,Dilazep,-0.23581493,InputSig,NA,NA,LINCSCP_173436,YAPC,3.33uM,24h
Mouse_PFC_Female,PHA-665752,-0.2337438,InputSig,NA,NA,LINCSCP_144693,MDAMB231,0.04uM,24h
Mouse_PFC_Female,Tozasertib,-0.23269515,InputSig,NA,NA,LINCSCP_144600,MDAMB231,3.33uM,24h
Mouse_PFC_Female,GW620972X,-0.23261832,InputSig,NA,NA,LINCSCP_149393,NPC,1.11uM,24h
Mouse_PFC_Female,OSI-930,-0.2312278,InputSig,NA,NA,LINCSCP_83058,ASC.C,3.33uM,24h
Mouse_PFC_Female,CHEMBL2355554,-0.23082196,InputSig,NA,NA,LINCSCP_63394,VCAP,5uM,24h
Mouse_PFC_Female,BRD-A24396574-001-01-5,-0.23015882,InputSig,NA,NA,LINCSCP_145765,MDAMB231,10uM,3h
Mouse_PFC_Female,AT-7519,-0.23014989,InputSig,NA,NA,LINCSCP_156112,PC3,0.37uM,24h
Mouse_PFC_Female,AC1NWAML,-0.2298835,InputSig,NA,NA,LINCSCP_156072,PC3,0.04uM,24h
Mouse_PFC_Female,Mebendazole,-0.22896237,InputSig,NA,NA,LINCSCP_59513,VCAP,10uM,24h
Mouse_PFC_Female,Famotidine,-0.2288096,InputSig,NA,NA,LINCSCP_238822,MCF7,10uM,24h
Mouse_PFC_Female,Semagacestat (LY450139),-0.22850863,InputSig,NA,NA,LINCSCP_174167,YAPC,10uM,24h
Mouse_PFC_Female,Enzastaurin,-0.2280199,InputSig,NA,NA,LINCSCP_116222,HT29,0.04uM,24h
Mouse_PFC_Female,STK249718,-0.22800061,InputSig,NA,NA,LINCSCP_23731,HEPG2,3uM,6h
Mouse_PFC_Female,Lapatinib,-0.2276234,InputSig,NA,NA,LINCSCP_69600,A375,0.12uM,24h
Mouse_PFC_Female,Clobenpropit,-0.22737448,InputSig,NA,NA,LINCSCP_293939,VCAP,10uM,24h
Mouse_PFC_Female,MLS-0435526.0001,-0.22692702,InputSig,NA,NA,LINCSCP_58917,VCAP,10uM,24h
Mouse_PFC_Female,IN1048,-0.22689526,InputSig,NA,NA,LINCSCP_33527,MCF7,10uM,6h
Mouse_PFC_Female,AM-580,-0.22547346,InputSig,NA,NA,LINCSCP_35679,MCF7,3uM,24h
Mouse_PFC_Female,Ibrutinib (PCI-32765),-0.22546234,InputSig,NA,NA,LINCSCP_125975,HT29,3.33uM,24h
Mouse_PFC_Female,Epivincamine,-0.22545248,InputSig,NA,NA,LINCSCP_137346,MCF7,10uM,24h
