Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
DLPFC_Female,W13,-0.55061171,InputSig,NA,NA,LINCSCP_262631,NPC,10uM,24h
DLPFC_Female,Nifedipine,-0.49329342,InputSig,NA,NA,LINCSCP_42936,NPC,10uM,24h
DLPFC_Female,Clofibric acid,-0.44795125,InputSig,NA,NA,LINCSCP_262299,NPC,10uM,24h
DLPFC_Female,Veratridine,-0.43620414,InputSig,NA,NA,LINCSCP_52765,SKB,10uM,24h
DLPFC_Female,Digoxigenin,-0.43607736,InputSig,NA,NA,LINCSCP_262830,NPC,10uM,24h
DLPFC_Female,Trapidil,-0.42885835,InputSig,NA,NA,LINCSCP_262460,NPC,10uM,24h
DLPFC_Female,ST50982848,-0.42602896,InputSig,NA,NA,LINCSCP_42375,NPC,10uM,24h
DLPFC_Female,CGP 60474,-0.42591941,InputSig,NA,NA,LINCSCP_42318,NPC,10uM,24h
DLPFC_Female,CHEMBL2134949,-0.42458015,InputSig,NA,NA,LINCSCP_49868,PHH,10uM,24h
DLPFC_Female,AC1O7M2R,-0.42348945,InputSig,NA,NA,LINCSCP_42923,NPC,10uM,24h
DLPFC_Female,SUGA1_010064,-0.42305198,InputSig,NA,NA,LINCSCP_42282,NPC,10uM,24h
DLPFC_Female,Xanthohumol,-0.40904739,InputSig,NA,NA,LINCSCP_42455,NPC,10uM,24h
DLPFC_Female,Granisetron,-0.40813715,InputSig,NA,NA,LINCSCP_34700,MCF7,10uM,6h
DLPFC_Female,Thiorphan,-0.40580144,InputSig,NA,NA,LINCSCP_284852,SKB,10uM,24h
DLPFC_Female,MEGXP0_001010,-0.40149808,InputSig,NA,NA,LINCSCP_42301,NPC,10uM,24h
DLPFC_Female,Broad-Sai-296,-0.39640092,InputSig,NA,NA,LINCSCP_17118,HA1E,0.5uM,24h
DLPFC_Female,NCGC00170203-01,-0.3920565,InputSig,NA,NA,LINCSCP_261684,NPC,10uM,24h
DLPFC_Female,SA-244358,-0.38931189,InputSig,NA,NA,LINCSCP_260666,NKDBA,1uM,24h
DLPFC_Female,SPECTRUM_000281,-0.3869314,InputSig,NA,NA,LINCSCP_262741,NPC,10uM,24h
DLPFC_Female,Azacitidine,-0.38517946,InputSig,NA,NA,LINCSCP_64853,VCAP,0.5uM,24h
DLPFC_Female,Daph,-0.37665667,InputSig,NA,NA,LINCSCP_42383,NPC,10uM,24h
DLPFC_Female,Rivaroxaban,-0.37243619,InputSig,NA,NA,LINCSCP_42409,NPC,10uM,24h
DLPFC_Female,BRD-K94390774,-0.37114695,InputSig,NA,NA,LINCSCP_260962,NKDBA,1uM,24h
DLPFC_Female,CHEMBL3182405,-0.36534564,InputSig,NA,NA,LINCSCP_12639,CORL23,10uM,6h
DLPFC_Female,Wortmannin,-0.36503307,InputSig,NA,NA,LINCSCP_67749,NKDBA,10uM,24h
