Source,Target,Similarity,SourceSignature,SourceCellLine,SourceTime,TargetSignature,TargetCellLine,TargetConcentration,TargetTime
DLPFC_medication,AZD5363,0.99988506,InputSig,NA,NA,LINCSCP_175580,YAPC,10uM,24h
DLPFC_medication,CC-401,0.99890784,InputSig,NA,NA,LINCSCP_150447,NPC.TAK,10uM,24h
DLPFC_medication,Nimodipine,0.99871775,InputSig,NA,NA,LINCSCP_179465,A375,10uM,6h
DLPFC_medication,SB-216763,0.99831346,InputSig,NA,NA,LINCSCP_251821,MCF7,0.1uM,24h
DLPFC_medication,Mifobate,0.99829978,InputSig,NA,NA,LINCSCP_142717,MCF7,1.11uM,24h
DLPFC_medication,"Triazolothiadiazine, 36",0.99823082,InputSig,NA,NA,LINCSCP_57851,VCAP,10uM,6h
DLPFC_medication,Phentolamine,0.99820668,InputSig,NA,NA,LINCSCP_79687,A375,0.37uM,24h
DLPFC_medication,Dexlansoprazole,0.9980824,InputSig,NA,NA,LINCSCP_225589,HT29,10uM,6h
DLPFC_medication,Ibutamoren (Mesylate),0.99796813,InputSig,NA,NA,LINCSCP_106911,HELA,10uM,24h
DLPFC_medication,GW620972X,0.99796715,InputSig,NA,NA,LINCSCP_134265,MCF7,10uM,24h
DLPFC_medication,Labetalol,0.9979585,InputSig,NA,NA,LINCSCP_223154,HT29,10uM,6h
DLPFC_medication,E 2012,0.9979576,InputSig,NA,NA,LINCSCP_77753,A375,3.33uM,24h
DLPFC_medication,Dasatinib,0.99792477,InputSig,NA,NA,LINCSCP_51628,SKBR3,0.1uM,6h
DLPFC_medication,"ANANDAMIDE (20:3,N-6)",0.99784197,InputSig,NA,NA,LINCSCP_290492,VCAP,10uM,6h
DLPFC_medication,BRD-K78596368,0.99779064,InputSig,NA,NA,LINCSCP_203555,ASC,10uM,24h
DLPFC_medication,NNC 26-9100,0.99756361,InputSig,NA,NA,LINCSCP_33714,MCF7,10uM,6h
DLPFC_medication,HG-9-91-01,0.99747606,InputSig,NA,NA,LINCSCP_146217,MNEU.E,10uM,24h
DLPFC_medication,BRD-K42694358,0.99746076,InputSig,NA,NA,LINCSCP_34812,MCF7,5uM,24h
DLPFC_medication,I-BET151,0.99737395,InputSig,NA,NA,LINCSCP_112474,HEPG2,3.33uM,24h
DLPFC_medication,12K-612S,0.99727436,InputSig,NA,NA,LINCSCP_52148,SKB,10uM,24h
DLPFC_medication,Rita,0.9970969,InputSig,NA,NA,LINCSCP_256844,NCIH1836,10uM,6h
DLPFC_medication,SPECTRUM_001060,0.9970227,InputSig,NA,NA,LINCSCP_138672,MCF7,10uM,24h
DLPFC_medication,CHEMBL1609153,0.99701321,InputSig,NA,NA,LINCSCP_178511,A375,10uM,6h
DLPFC_medication,RASAGILINE,0.99677186,InputSig,NA,NA,LINCSCP_76166,A375,1.11uM,24h
DLPFC_medication,Bicalutamide,0.99676532,InputSig,NA,NA,LINCSCP_11122,ASC,10uM,24h
DLPFC_medication,TUL_XIX002,0.99658948,InputSig,NA,NA,LINCSCP_42014,NOMO1,10uM,6h
DLPFC_medication,AC1O9CBL,0.99635867,InputSig,NA,NA,LINCSCP_31906,MCF7,10uM,24h
DLPFC_medication,FR-122047,0.99629444,InputSig,NA,NA,LINCSCP_11276,ASC,10uM,24h
DLPFC_medication,AC1LDBAO,0.99617302,InputSig,NA,NA,LINCSCP_15448,HA1E,20uM,24h
DLPFC_medication,4L7B,0.99606192,InputSig,NA,NA,LINCSCP_20885,HCC515,10uM,24h
DLPFC_medication,Dovitinib,0.99601376,InputSig,NA,NA,LINCSCP_285404,SKBR3,1uM,24h
DLPFC_medication,1268524-70-4,0.99601194,InputSig,NA,NA,LINCSCP_165701,SKL,3.33uM,24h
DLPFC_medication,GW-5074,0.99590245,InputSig,NA,NA,LINCSCP_166037,SKL,10uM,24h
