triple,mean_rank,AI,CG,DLPFC,NAC,OFC,SUB
A375-24h-10uM,1,1,1,1,1,1,1
A375-6h-10uM,1,1,1,1,1,1,1
A549-24h-10uM,1,1,1,1,1,1,1
A549-6h-10uM,1,1,1,1,1,1,1
HA1E-6h-10uM,1,1,1,1,1,1,1
HCC515-6h-10uM,1,1,1,1,1,1,1
HEPG2-6h-10uM,1,1,1,1,1,1,1
HT29-6h-10uM,1,1,1,1,1,1,1
MCF7-24h-0.04uM,1,1,1,1,1,1,1
MCF7-24h-10uM,1,1,1,1,1,1,1
MCF7-6h-10uM,1,1,1,1,1,1,1
PC3-24h-0.37uM,1,1,1,1,1,1,1
PC3-24h-10uM,1,1,1,1,1,1,1
PC3-6h-10uM,1,1,1,1,1,1,1
CORL23-6h-10uM,1.1666666666666667,1,1,1,2,1,1
NCIH2073-6h-10uM,1.1666666666666667,1,1,2,1,1,1
PC3-24h-1.11uM,1.1666666666666667,1,1,2,1,1,1
PC3-24h-3.33uM,1.1666666666666667,1,1,2,1,1,1
SKMEL28-6h-10uM,1.1666666666666667,1,1,1,2,1,1
VCAP-24h-10uM,1.1666666666666667,1,1,1,2,1,1
VCAP-6h-10uM,1.1666666666666667,1,1,1,2,1,1
YAPC-24h-10uM,1.1666666666666667,1,1,2,1,1,1
A375-24h-3.33uM,1.3333333333333333,2,1,2,1,1,1
H1299-6h-10uM,1.3333333333333333,1,1,1,3,1,1
HCC515-24h-10uM,1.3333333333333333,1,1,1,1,2,2
HT29-24h-10uM,1.3333333333333333,1,1,1,2,1,2
YAPC-24h-1.11uM,1.3333333333333333,1,1,3,1,1,1
A375-24h-1.11uM,1.5,1,1,3,2,1,1
A549-6h-3uM,1.5,2,1,1,2,2,1
PC3-6h-3uM,1.5,1,2,2,2,1,1
SNUC5-6h-10uM,1.5,1,1,2,2,2,1
HA1E-24h-10uM,1.6666666666666667,2,1,3,2,1,1
OV7-6h-10uM,1.6666666666666667,1,1,2,2,2,2
SW620-6h-10uM,1.6666666666666667,1,1,1,5,1,1
YAPC-24h-0.37uM,1.6666666666666667,1,1,5,1,1,1
ASC-24h-10uM,1.8333333333333333,3,1,1,2,1,3
HS578T-3h-10uM,1.8333333333333333,1,1,2,4,2,1
LOVO-6h-10uM,1.8333333333333333,2,1,2,2,2,2
